warning_feature,feature_set,#best_hyperparameters,target,metric,code(median),code+warning(median),code(mean),code+warning(mean),diff(median),diff(mean),wilcoxon_test(p-value),cliffs_delta,cliffs_delta_result,num_of_pairs
warnings_typestate_checker,set2,c (28) cw (28),TNPU,mae,137.93071079628788,132.29696031980973,313.7220959728624,294.0710252034752,5.633750476478156,19.651070769387218,0.017583728750357342,0.12372448979591837,negligible,28
warnings_typestate_checker,set2,c (28) cw (28),TNPU,rmse,221.0247839385185,221.03311700150664,428.3045933487062,413.05295853479066,-0.008333062988128859,15.25163481391553,0.21603933795190589,0.06505102040816327,negligible,28
warning_sum,set2,c (27) cw (27),TNPU,mse,48351.54138766885,48330.10378370324,268554.218928811,251980.44690617383,21.437603965605376,16573.77202263719,0.04291204399862469,0.13991769547325103,negligible,27
warning_sum,set2,c (27) cw (27),TNPU,mae,142.74994418003408,129.62247488101534,292.30738166835187,271.05878191337774,13.127469299018742,21.248599754974123,0.00737162174608194,0.2222222222222222,small,27
warning_sum,set2,c (27) cw (27),TNPU,rmse,219.8898392097026,219.8410875694151,401.9080589316806,385.45700956312965,0.04875164028749168,16.45104936855097,0.03870621855095854,0.13991769547325103,negligible,27
warnings_checker_framework,set2,c (24) cw (24),TAU,mse,0.1158260809960581,0.11816662787185825,0.16472999642978572,0.18488423930666856,-0.0023405468758001535,-0.020154242876882833,0.38208273980905755,0.05381944444444445,negligible,24
warnings_checker_framework,set2,c (24) cw (24),TAU,mae,0.30200694354668634,0.30011821504592584,0.33482651231710897,0.3485057748401306,0.0018887285007604948,-0.013679262523021651,0.16212432506300561,0.0954861111111111,negligible,24
warnings_checker_framework,set2,c (24) cw (24),TAU,rmse,0.3403321550302113,0.34375361833786733,0.3948727113748946,0.41274001076830763,-0.0034214633076560252,-0.017867299393413028,0.38208273980905755,0.05381944444444445,negligible,24
warnings_infer,set2,c (25) cw (25),TAU,mse,0.1208598711924718,0.1194641333457539,0.16449947682804922,0.2202280062457269,0.0013957378467178982,-0.05572852941767767,0.63675179259722,-0.0352,negligible,25
warnings_infer,set2,c (25) cw (25),TAU,mae,0.3034664043857605,0.3020885352678877,0.3344688254953271,0.37229286144950097,0.0013778691178727986,-0.037824035954173885,0.7494222602608953,-0.032,negligible,25
warnings_infer,set2,c (25) cw (25),TAU,rmse,0.3476490632699474,0.3456358392090639,0.3955301586283844,0.440621578515296,0.0020132240608835006,-0.045091419886911566,0.63675179259722,-0.0352,negligible,25
warnings_openjml,set2,c (24) cw (24),TAU,mse,0.1187945526936349,0.122003121667093,0.1726971800976118,0.19289720356240822,-0.0032085689734581008,-0.020200023464796407,0.8854051828384399,-0.1527777777777778,small,24
warnings_openjml,set2,c (24) cw (24),TAU,mae,0.30338340498943506,0.3049587048357826,0.3410620978875017,0.3531906119560331,-0.001575299846347522,-0.012128514068531382,0.8615922927856445,-0.19444444444444445,small,24
warnings_openjml,set2,c (24) cw (24),TAU,rmse,0.344664766062793,0.34928902238358706,0.4032693082332191,0.417746774876703,-0.004624256320794051,-0.014477466643483872,0.8797337412834167,-0.1527777777777778,small,24
warnings_typestate_checker,set2,c (22) cw (22),TAU,mse,0.12022361738024004,0.12104217313434715,0.17711105569973865,0.19658608644028455,-0.0008185557541071087,-0.019475030740545907,0.9170706272125244,-0.18181818181818182,small,22
warnings_typestate_checker,set2,c (22) cw (22),TAU,mae,0.30322815491387517,0.30421526883224115,0.34498282024907057,0.3573467502975805,-0.0009871139183659783,-0.012363930048509941,0.7485799789428711,-0.12396694214876033,negligible,22
warnings_typestate_checker,set2,c (22) cw (22),TAU,rmse,0.3467307023996328,0.3479109626332685,0.4084814158860745,0.42402196776243106,-0.0011802602336357104,-0.015540551876356556,0.9170706272125244,-0.18181818181818182,small,22
warning_sum,set2,c (23) cw (23),TAU,mse,0.1193922171065035,0.1182026148249303,0.1683636471972254,0.1917664989142931,0.0011896022815731933,-0.023402851717067685,0.7590237855911255,-0.04725897920604915,negligible,23
warning_sum,set2,c (23) cw (23),TAU,mae,0.3033004055931096,0.3027688656227835,0.33728471332063853,0.35552787489126675,0.0005315399703261225,-0.01824316157062822,0.7495473623275757,-0.1001890359168242,negligible,23
warning_sum,set2,c (23) cw (23),TAU,rmse,0.3455317888509008,0.3438060715358736,0.39937473103016335,0.42033888347257414,0.0017257173150271865,-0.02096415244241079,0.768309473991394,-0.04725897920604915,negligible,23
warnings_checker_framework,set2,c (24) cw (24),AU,mse,0.1640622002739741,0.16382861130794346,3.975975450185738,2.590304266506278,0.00023358896603065116,1.38567118367946,0.5511516123381724,-0.008680555555555556,negligible,24
warnings_checker_framework,set2,c (24) cw (24),AU,mae,0.3530820262907195,0.35385560498988294,0.9246745878373114,0.8356386038309037,-0.0007735786991634463,0.08903598400640766,0.39303071486611146,-0.005208333333333333,negligible,24
warnings_checker_framework,set2,c (24) cw (24),AU,rmse,0.40504062939443763,0.40475592623217094,1.26156783188219,1.0952574993110595,0.00028470316226669734,0.16631033257113037,0.539827837277029,-0.008680555555555556,negligible,24
warnings_infer,set2,c (25) cw (25),AU,mse,0.1657398341118752,0.1608431380754017,2.2546699814428015,2.0607527145639573,0.004896696036473497,0.19391726687884425,0.3531994837463434,0.1344,negligible,25
warnings_infer,set2,c (25) cw (25),AU,mae,0.3486823124885324,0.347200469243108,0.7840630089461258,0.7929352319118641,0.0014818432454243857,-0.008872222965738308,0.47854174795149684,0.0928,negligible,25
warnings_infer,set2,c (25) cw (25),AU,rmse,0.4071115745245709,0.401052537799478,0.9953711390470424,0.9690025225687893,0.006059036725092892,0.02636861647825317,0.34325209089379594,0.1344,negligible,25
warnings_openjml,set2,c (25) cw (25),AU,mse,0.1660354615228421,0.159655369776272,4.266945857327005,2.4120508688380333,0.006380091746570088,1.8548949884889714,0.10496959090232849,0.1168,negligible,25
warnings_openjml,set2,c (25) cw (25),AU,mae,0.3537043057172485,0.3489812132247875,1.0265135897600084,0.8674662392764761,0.004723092492461001,0.15904735048353225,0.1832927167415619,0.0304,negligible,25
warnings_openjml,set2,c (25) cw (25),AU,rmse,0.4074744918677022,0.3995689799975369,1.3637275341487571,1.085334021040979,0.007905511870165305,0.27839351310777816,0.10496959090232849,0.1168,negligible,25
warnings_typestate_checker,set2,c (25) cw (25),AU,mse,0.1657273302441206,0.169441044380285,3.901001656038287,1.8272622123232933,-0.00371371413616442,2.073739443714994,0.6345053911209106,-0.0464,negligible,25
warnings_typestate_checker,set2,c (25) cw (25),AU,mae,0.3521752163647049,0.3533381454507643,0.9162316841972742,0.8043991318537561,-0.0011629290860594166,0.11183255234351808,0.6542405784130096,-0.0976,negligible,25
warnings_typestate_checker,set2,c (25) cw (25),AU,rmse,0.4070962174279204,0.4116321712163482,1.2252922740106997,1.0066179318281694,-0.0045359537884278045,0.21867434218253035,0.6542405784130096,-0.0464,negligible,25
warning_sum,set2,c (25) cw (25),AU,mse,0.1657398341118752,0.167802207202403,3.0750456367811783,2.3657497461734622,-0.002062373090527786,0.709295890607716,0.1762598156929016,0.0592,negligible,25
warning_sum,set2,c (25) cw (25),AU,mae,0.3537043057172485,0.3518792321320469,0.9095383295375606,0.8788500382268323,0.0018250735852015643,0.030688291310728366,0.43699392676353455,-0.0176,negligible,25
warning_sum,set2,c (25) cw (25),AU,rmse,0.4071115745245709,0.4096366770717718,1.1870417603160361,1.1077656400418805,-0.002525102547200897,0.07927612027415565,0.21307098865509033,0.0592,negligible,25
warnings_checker_framework,set3,c (21) cw (21),TNPU,mse,47362.66794124214,47295.659878723774,70366.47106913917,62820.03889547597,67.00806251836912,7546.432173663197,0.37964391708374023,-0.047619047619047616,negligible,21
warnings_checker_framework,set3,c (21) cw (21),TNPU,mae,139.82157766288347,129.82121276220693,178.9768594087533,160.35740755406192,10.000364900676544,18.61945185469139,0.0002551078796386719,0.2789115646258503,small,21
warnings_checker_framework,set3,c (21) cw (21),TNPU,rmse,217.6296577703557,217.4756535309729,256.75521051052897,246.86099760877647,0.15400423938280028,9.894212901752496,0.3926825523376465,-0.047619047619047616,negligible,21
warnings_infer,set3,c (24) cw (24),TNPU,mse,47360.0252898254,47252.60983846178,70138.60731612146,69151.09266082563,107.41545136361674,987.5146552958322,0.7271652221679688,-0.034722222222222224,negligible,24
warnings_infer,set3,c (24) cw (24),TNPU,mae,138.5405380412314,131.2586782296721,177.62744139983832,162.42920815891554,7.281859811559286,15.198233240922775,0.005758047103881836,0.21180555555555555,small,24
warnings_infer,set3,c (24) cw (24),TNPU,rmse,217.62358615959104,217.37616017403428,256.2712976605249,255.4637346136599,0.24742598555675954,0.807563046864999,0.7271652221679688,-0.034722222222222224,negligible,24
warnings_openjml,set3,c (20) cw (20),TNPU,mse,47597.38750574071,47279.24710211177,73072.47320042204,68777.9804192637,318.14040362894593,4294.4927811583475,0.7185894727908422,-0.0975,negligible,20
warnings_openjml,set3,c (20) cw (20),TNPU,mae,136.1475866430818,128.01758750907464,181.1839921770765,164.62374358623626,8.129999134007164,16.560248590840246,0.0038006360826954473,0.2625,small,20
warnings_openjml,set3,c (20) cw (20),TNPU,rmse,218.16759184780182,217.43231132243164,260.62949985092325,255.01081634861424,0.7352805253701717,5.618683502309011,0.7185894727908422,-0.0975,negligible,20
warnings_typestate_checker,set3,c (22) cw (22),TNPU,mse,46821.05308972325,46501.18871978377,67217.97561910955,115202.67693149131,319.86436993948155,-47984.70131238176,0.5253651142120361,-0.08677685950413223,negligible,22
warnings_typestate_checker,set3,c (22) cw (22),TNPU,mae,135.2948398129302,135.5036120239839,171.12496060967817,178.94282524927104,-0.2087722110536845,-7.8178646395928695,0.15265440940856934,0.06611570247933884,negligible,22
warnings_typestate_checker,set3,c (22) cw (22),TNPU,rmse,216.37811053626496,215.64134278876543,250.980489404085,287.06889721639806,0.7367677474995276,-36.08840781231305,0.5253651142120361,-0.08677685950413223,negligible,22
warning_sum,set3,c (22) cw (22),TNPU,mse,47360.0252898254,47072.371378351585,67386.78429198723,64249.47838307186,287.6539114738116,3137.3059089153758,0.6605684757232666,-0.06611570247933884,negligible,22
warning_sum,set3,c (22) cw (22),TNPU,mae,138.4260368643644,129.00884380558628,172.18341994462241,156.1605835587654,9.41719305877811,16.022836385857005,0.00040459632873535156,0.3140495867768595,small,22
warning_sum,set3,c (22) cw (22),TNPU,rmse,217.62358615959104,216.95971742375485,251.38961912575405,247.61608528079287,0.6638687358361892,3.773533844961179,0.6721806526184082,-0.06611570247933884,negligible,22
warnings_checker_framework,set3,c (24) cw (24),TAU,mse,0.1231151597410577,0.12077247705791641,0.331307168875046,0.44962236903307184,0.0023426826831412922,-0.11831520015802582,0.7805347442626953,-0.0763888888888889,negligible,24
warnings_checker_framework,set3,c (24) cw (24),TAU,mae,0.31025443859602053,0.3106353682755542,0.43359554716351784,0.4718137681837325,-0.0003809296795336814,-0.03821822102021466,0.8201868534088135,-0.06944444444444445,negligible,24
warnings_checker_framework,set3,c (24) cw (24),TAU,rmse,0.35087614172554826,0.3475222614968973,0.5133548352187857,0.5682323841993769,0.003353880228650963,-0.05487754898059127,0.7888292670249939,-0.0763888888888889,negligible,24
warnings_infer,set3,c (26) cw (26),TAU,mse,0.12277709575095244,0.1202651424217683,0.34597260072893243,0.5022482320310546,0.0025119533291841356,-0.1562756313021222,0.9354496002197266,-0.07396449704142012,negligible,26
warnings_infer,set3,c (26) cw (26),TAU,mae,0.3104746973178084,0.3080192789659417,0.44277182417626987,0.4936207760310032,0.0024554183518666894,-0.050848951854733315,0.829834371805191,-0.020710059171597635,negligible,26
warnings_infer,set3,c (26) cw (26),TAU,rmse,0.35039517283023636,0.34679040007826345,0.5249755730067953,0.594136211237179,0.0036047727519729067,-0.06916063823038365,0.9386652857065201,-0.07396449704142012,negligible,26
warnings_openjml,set3,c (25) cw (25),TAU,mse,0.1223815318972989,0.1218077750461236,0.3540368836916158,0.4698871580186807,0.0005737568511753055,-0.1158502743270649,0.9862602949142456,-0.104,negligible,25
warnings_openjml,set3,c (25) cw (25),TAU,mae,0.3094977151015154,0.310331305615853,0.4450495433741367,0.4784438777459601,-0.0008335905143375677,-0.033394334371823375,0.9898625314235687,-0.088,negligible,25
warnings_openjml,set3,c (25) cw (25),TAU,rmse,0.3498307189160193,0.3490097062348318,0.526348689331176,0.5809773097315459,0.0008210126811875051,-0.054628620400369976,0.9872474670410156,-0.104,negligible,25
warnings_typestate_checker,set3,c (25) cw (25),TAU,mse,0.1223815318972989,0.122531974590661,0.3604068779941311,0.4562445731710152,-0.0001504426933620906,-0.09583769517688406,0.8848193287849426,-0.0976,negligible,25
warnings_typestate_checker,set3,c (25) cw (25),TAU,mae,0.3095500241011585,0.3086134561951933,0.44893173868083436,0.4735709763542596,0.000936567905965191,-0.02463923767342524,0.7710767686367035,-0.12,negligible,25
warnings_typestate_checker,set3,c (25) cw (25),TAU,rmse,0.3498307189160193,0.3500456750063641,0.5334955341343705,0.5717907660417825,-0.00021495609034477559,-0.03829523190741202,0.8998919129371643,-0.0976,negligible,25
warning_sum,set3,c (25) cw (25),TAU,mse,0.1223815318972989,0.1211275678317003,0.3741836675810224,0.46706455374869194,0.0012539640655986062,-0.09288088616766954,0.837304025888443,-0.0272,negligible,25
warning_sum,set3,c (25) cw (25),TAU,mae,0.3094977151015154,0.3102387690275833,0.4575503902331993,0.4744198043470845,-0.0007410539260678806,-0.01686941411388515,0.7375437021255493,-0.0272,negligible,25
warning_sum,set3,c (25) cw (25),TAU,rmse,0.3498307189160193,0.3480338601798686,0.5384968393289092,0.5760734441585875,0.0017968587361507082,-0.037576604829678284,0.8237401843070984,-0.0272,negligible,25
warnings_checker_framework,set3,c (25) cw (25),AU,mse,0.1481913303343841,0.1449343344268781,0.5252225346289573,0.6775854242473381,0.0032569959075060273,-0.15236288961838085,0.2982499301433563,0.0528,negligible,25
warnings_checker_framework,set3,c (25) cw (25),AU,mae,0.3390737254378278,0.3360408797175654,0.5127644431276756,0.5532682136049747,0.0030328457202624115,-0.04050377047729914,0.7287978231906891,0.0208,negligible,25
warnings_checker_framework,set3,c (25) cw (25),AU,rmse,0.3849562706780915,0.3807024224074206,0.6336105735213392,0.6938142063849793,0.004253848270670935,-0.060203632863640055,0.3075215220451355,0.0528,negligible,25
warnings_infer,set3,c (24) cw (24),AU,mse,0.1490936133425403,0.14764844975860164,0.44158479979495846,0.6016521681590353,0.0014451635839386467,-0.16006736836407687,0.33172178268432617,0.04513888888888889,negligible,24
warnings_infer,set3,c (24) cw (24),AU,mae,0.3382281680344055,0.3353112992742818,0.47656647766198007,0.5200354008726903,0.0029168687601236476,-0.04346892321071022,0.23658287525177002,0.0625,negligible,24
warnings_infer,set3,c (24) cw (24),AU,rmse,0.38611756917443363,0.38423024659501515,0.5807674578736742,0.6460344618772497,0.0018873225794184822,-0.06526700400357544,0.33172178268432617,0.04513888888888889,negligible,24
warnings_openjml,set3,c (25) cw (25),AU,mse,0.1511126970029618,0.1493229725646354,0.414531756879346,0.5525776967250825,0.0017897244383263955,-0.1380459398457365,0.4162546992301941,-0.0176,negligible,25
warnings_openjml,set3,c (25) cw (25),AU,mae,0.3390737254378278,0.3370805059771099,0.46375838231438044,0.5113498523170255,0.001993219460717899,-0.04759147000264502,0.7199142575263977,-0.0368,negligible,25
warnings_openjml,set3,c (25) cw (25),AU,rmse,0.3887321661542325,0.3864233074811035,0.5629685950047714,0.6257606346264283,0.0023088586731290217,-0.06279203962165691,0.4162546992301941,-0.0176,negligible,25
warnings_typestate_checker,set3,c (29) cw (29),AU,mse,0.1477708405710217,0.1453467596512407,0.5049671028368158,0.67395647596338,0.0024240809197809965,-0.16898937312656426,0.9953918792307377,-0.04637336504161712,negligible,29
warnings_typestate_checker,set3,c (29) cw (29),AU,mae,0.3393389383400192,0.3390196198670036,0.5042479355216496,0.5480049519085233,0.00031931847301563954,-0.04375701638687368,0.9806841593235731,-0.13198573127229488,negligible,29
warnings_typestate_checker,set3,c (29) cw (29),AU,rmse,0.3844097300680899,0.3812437011299212,0.6194125600007386,0.690581073915785,0.0031660289381687523,-0.07116851391504642,0.9943391662091017,-0.04637336504161712,negligible,29
