warning_feature,feature_set,#best_hyperparameters,target,metric,code(median),code+warning(median),code(mean),code+warning(mean),diff(median),diff(mean),wilcoxon_test(p-value),cliffs_delta,cliffs_delta_result,num_of_pairs
warning_sum,set3,c (27) cw (27),AU,mse,0.1511126970029618,0.1507241137019104,0.5147078736383249,0.6897951650688013,0.0003885833010513762,-0.1750872914304764,0.8001285865902901,-0.02880658436213992,negligible,27
warning_sum,set3,c (27) cw (27),AU,mae,0.3457787455131786,0.3442117808642492,0.5082293470167991,0.5563485815042998,0.0015669646489294142,-0.04811923448750066,0.9072627872228622,-0.07818930041152264,negligible,27
warning_sum,set3,c (27) cw (27),AU,rmse,0.3887321661542325,0.3882320359036724,0.6232183717120425,0.6954216355942331,0.0005001302505601157,-0.07220326388219056,0.7794782072305679,-0.02880658436213992,negligible,27
warnings_checker_framework,set4,c (21) cw (21),TNPU,mse,66634.02538836442,75425.3411591307,34346174.37799949,31961549.96336748,-8791.315770766276,2384624.414632011,0.8397712707519531,-0.07482993197278912,negligible,21
warnings_checker_framework,set4,c (21) cw (21),TNPU,mae,218.6666170174752,228.65436451113388,1672.9802121060802,1710.2045175164367,-9.987747493658674,-37.224305410356465,0.9521002769470215,-0.05668934240362812,negligible,21
warnings_checker_framework,set4,c (21) cw (21),TNPU,rmse,258.13567244448103,274.63674400766314,3252.9835274428665,3140.8484493544,-16.50107156318211,112.13507808846634,0.8881236083660656,-0.07709750566893424,negligible,21
warnings_infer,set4,c (21) cw (21),TNPU,mse,65922.00708304408,71418.5927738175,34345173.28289751,31626389.06757302,-5496.585690773412,2718784.2153244913,0.9160966873168945,-0.05215419501133787,negligible,21
warnings_infer,set4,c (21) cw (21),TNPU,mae,214.9508756933213,226.26659375176632,1668.3066526183907,1747.6091211866278,-11.315718058445015,-79.30246856823715,0.9403290748596191,-0.05668934240362812,negligible,21
warnings_infer,set4,c (21) cw (21),TNPU,rmse,256.7528131940215,267.2425729067461,3250.8444876662925,3096.456750975276,-10.489759712724606,154.38773669101647,0.9046564102172852,-0.05215419501133787,negligible,21
warnings_openjml,set4,c (23) cw (23),TNPU,mse,64656.99443953164,69662.89961352096,31362727.95357672,34178090.52214514,-5005.905173989318,-2815362.568568416,0.9975743293762207,-0.062381852551984876,negligible,23
warnings_openjml,set4,c (23) cw (23),TNPU,mae,206.01762974553031,214.16059845181871,1533.6516524663875,1599.434512941726,-8.1429687062884,-65.78286047533857,0.9570860862731934,-0.04725897920604915,negligible,23
warnings_openjml,set4,c (23) cw (23),TNPU,rmse,254.27739663511508,263.9373024290446,2987.0236163222708,3107.0906884184105,-9.65990579392954,-120.06707209613978,0.9972927570343018,-0.062381852551984876,negligible,23
warnings_typestate_checker,set4,c (21) cw (21),TNPU,mse,65922.00708304408,71159.61094168371,34345214.49838512,40045595.31223962,-5237.603858639632,-5700380.813854501,0.9987587928771973,-0.08843537414965986,negligible,21
warnings_typestate_checker,set4,c (21) cw (21),TNPU,mae,214.9508756933213,227.45223705114623,1668.4164643414226,1868.839478610659,-12.50136135782492,-200.42301426923632,0.9981236457824707,-0.05668934240362812,negligible,21
warnings_typestate_checker,set4,c (21) cw (21),TNPU,rmse,256.7528131940215,266.75758834882976,3250.9408831322507,3514.9125457388254,-10.004775154808272,-263.9716626065747,0.9987587928771973,-0.08843537414965986,negligible,21
warning_sum,set4,c (22) cw (22),TNPU,mse,65289.50076128786,70683.35112187953,32786126.18366071,34075913.327315345,-5393.85036059167,-1289787.143654637,0.9323749552714932,-0.047520661157024795,negligible,22
warning_sum,set4,c (22) cw (22),TNPU,mae,210.4842527194258,221.00442188277546,1598.4096000704028,1698.755175790374,-10.520169163349664,-100.3455757199713,0.9953083720025743,-0.022727272727272728,negligible,22
warning_sum,set4,c (22) cw (22),TNPU,rmse,255.51510491456827,265.8574828085393,3112.8422601995276,3182.3754437703665,-10.342377893971047,-69.5331835708389,0.9323749552714932,-0.047520661157024795,negligible,22
warnings_checker_framework,set4,c (24) cw (24),TAU,mse,0.1164551497078031,0.12405665320647184,1.1817576140371122e+26,9.28219718922937e+28,-0.007601503498668741,-9.270379613088999e+28,0.11231931946189022,0.026041666666666668,negligible,24
warnings_checker_framework,set4,c (24) cw (24),TAU,mae,0.3035444323927935,0.30999356008134815,1211801701629.7156,26617455191640.86,-0.006449127688554657,-25405653490011.145,0.07863901485853617,0.03993055555555555,negligible,24
warnings_checker_framework,set4,c (24) cw (24),TAU,rmse,0.3412550640880434,0.35218795477527887,2219006547650.7583,62189887941524.29,-0.010932890687235464,-59970881393873.53,0.11231931946189022,0.026041666666666668,negligible,24
warnings_infer,set4,c (24) cw (24),TAU,mse,0.11637171823311815,0.12050006870527645,1.1817576140371122e+26,9.29045237745821e+27,-0.004128350472158301,-9.172276616054499e+27,0.172438383102417,-0.017361111111111112,negligible,24
warnings_infer,set4,c (24) cw (24),TAU,mae,0.303363478287936,0.3072953110707563,1211801701630.505,8089908418042.386,-0.0039318327828203326,-6878106716411.881,0.172438383102417,0.003472222222222222,negligible,24
warnings_infer,set4,c (24) cw (24),TAU,rmse,0.34113264826286327,0.3471299022893636,2219006547651.5547,19674912513001.2,-0.005997254026500309,-17455905965349.645,0.23658287525177002,-0.017361111111111112,negligible,24
warnings_openjml,set4,c (25) cw (25),TAU,mse,0.1167021222652928,0.1189657878110539,1.1344873094756278e+26,1.2684564322604245e+29,-0.002263665545761101,-1.267321944950949e+29,0.09825967394979762,0.0416,negligible,25
warnings_openjml,set4,c (25) cw (25),TAU,mae,0.3035393940682286,0.305692551200743,1163329633565.2651,44284817705825.445,-0.002153157132514405,-43121488072260.18,0.040149894896724554,0.048,negligible,25
warnings_openjml,set4,c (25) cw (25),TAU,rmse,0.3416169232712173,0.3449141745580398,2130246285745.981,71230792000666.95,-0.0032972512868225112,-69100545714920.97,0.10300291984808096,0.0416,negligible,25
warnings_typestate_checker,set4,c (23) cw (23),TAU,mse,0.1160413142009435,0.1166350512540362,1.2331383798648128e+26,1.175646916819037e+28,-0.0005937370530926939,-1.1633155330203888e+28,0.2504526376724243,-0.005671077504725898,negligible,23
warnings_typestate_checker,set4,c (23) cw (23),TAU,mae,0.3031875625076434,0.3038901508603941,1264488732135.5723,6875604858381.008,-0.0007025883527507215,-5611116126245.436,0.19653642177581787,0.005671077504725898,negligible,23
warnings_typestate_checker,set4,c (23) cw (23),TAU,rmse,0.3406483732545093,0.3415187421709623,2315485093200.7935,22608645103140.28,-0.0008703689164529793,-20293160009939.49,0.2504526376724243,-0.005671077504725898,negligible,23
warning_sum,set4,c (23) cw (23),TAU,mse,0.1173946816749648,0.1248919849967464,1.2331383798648128e+26,6.329537496691212e+27,-0.007497303321781612,-6.206223658704731e+27,0.11723542213439941,0.04725897920604915,negligible,23
warning_sum,set4,c (23) cw (23),TAU,mae,0.3035494707173583,0.311680967229081,1264488732136.5737,8072639558463.087,-0.00813149651172268,-6808150826326.514,0.1233745813369751,0.04725897920604915,negligible,23
warning_sum,set4,c (23) cw (23),TAU,rmse,0.3426290730147762,0.3534006012965264,2315485093202.61,16589071175475.535,-0.010771528281750209,-14273586082272.926,0.11723542213439941,0.04725897920604915,negligible,23
warnings_checker_framework,set4,c (25) cw (25),AU,mse,0.1522188933275107,0.155797858491983,3.2580883882924104e+26,1.747189470144746e+29,-0.0035789651644722864,-1.7439313817564537e+29,0.46783057062437633,-0.0256,negligible,25
warnings_checker_framework,set4,c (25) cw (25),AU,mae,0.3384443688646635,0.3392205846313518,2003996816453.6182,36858718931628.9,-0.000776215766688293,-34854722115175.28,0.14089092692626992,-0.0032,negligible,25
warnings_checker_framework,set4,c (25) cw (25),AU,rmse,0.3901523975672977,0.3947123743841622,3610035118008.631,83598791143055.4,-0.004559976816864486,-79988756025046.78,0.4464875358936768,-0.0256,negligible,25
warnings_infer,set4,c (23) cw (23),AU,mse,0.1522188933275107,0.1554774454827289,3.541400422056968e+26,1.8531893612192173e+28,-0.0032585521552181973,-1.8177753569986476e+28,0.2699594497680664,0.035916824196597356,negligible,23
warnings_infer,set4,c (23) cw (23),AU,mae,0.340993461731741,0.3403984394297804,2178257409187.646,9328658358161.139,0.0005950223019606238,-7150400948973.492,0.052271485328674316,0.07372400756143667,negligible,23
warnings_infer,set4,c (23) cw (23),AU,rmse,0.3901523975672977,0.3943062838488995,3923951215225.686,28385462914638.65,-0.004153886281601793,-24461511699412.96,0.2504526376724243,0.035916824196597356,negligible,23
warnings_openjml,set4,c (26) cw (26),AU,mse,0.1522188933275107,0.1559085594549996,3.13277729643501e+26,2.9217607031188935e+29,-0.0036896661274888887,-2.9186279258224586e+29,0.26271400042529824,-0.022189349112426034,negligible,26
warnings_openjml,set4,c (26) cw (26),AU,mae,0.3384443688646635,0.3384976802000224,1926920015820.1655,65318056517363.86,-5.331133535890764e-05,-63391136501543.695,0.223029774685372,-0.010355029585798817,negligible,26
warnings_openjml,set4,c (26) cw (26),AU,rmse,0.3901523975672977,0.3948506073224714,3471187613469.8223,106007269400938.33,-0.00469820975517371,-102536081787468.5,0.26271400042529824,-0.022189349112426034,negligible,26
warnings_typestate_checker,set4,c (26) cw (26),AU,mse,0.1522188933275107,0.15548390920098665,3.13277729643501e+26,2.000872898372863e+28,-0.0032650158734759405,-1.969545125408513e+28,0.2658315747976303,-0.008875739644970414,negligible,26
warnings_typestate_checker,set4,c (26) cw (26),AU,mae,0.3384443688646635,0.3385294897364686,1926920015819.371,8309015760276.018,-8.512087180512218e-05,-6382095744456.646,0.1576257199048996,0.01775147928994083,negligible,26
warnings_typestate_checker,set4,c (26) cw (26),AU,rmse,0.3901523975672977,0.39431361462521786,3471187613468.541,27741061612246.86,-0.0041612170579201635,-24269873998778.32,0.2658315747976303,-0.008875739644970414,negligible,26
warning_sum,set4,c (24) cw (24),AU,mse,0.1528358923940537,0.15750050346417316,3.393842071137928e+26,8.354298503263842e+27,-0.004664611070119451,-8.014914296150049e+27,0.3115471601486206,-0.003472222222222222,negligible,24
warning_sum,set4,c (24) cw (24),AU,mae,0.3384443688646635,0.3381984641246283,2087496683803.762,7944045416686.933,0.0002459047400352188,-5856548732883.171,0.38414818048477173,0.0,negligible,24
warning_sum,set4,c (24) cw (24),AU,rmse,0.3909415169621083,0.3968630693499263,3760453247923.183,18657324861016.957,-0.0059215523878179965,-14896871613093.773,0.3115471601486206,-0.003472222222222222,negligible,24
