warning_feature,feature_set,#best_hyperparameters,model,target,metric,code(median),code+warning(median),code(mean),code+warning(mean),diff(median),diff(mean),wilcoxon_test(p-value),cliffs_delta,cliffs_delta_result,num_of_pairs
warnings_openjml,set2,c (7) cw (7),mlp,TNPU,mse,647996.8672019204,327845.20100785187,571308.681687704,581769.6917481937,320151.6661940685,-10461.010060489643,0.34375,0.22448979591836735,small,7
warnings_openjml,set2,c (7) cw (7),mlp,TNPU,mae,654.100174232635,456.9519985790964,583.7173664254872,524.2587863883574,197.1481756535386,59.458580037129764,0.234375,0.2653061224489796,small,7
warnings_openjml,set2,c (2) cw (2),linear_regression,TNPU,mse,1425577.1088757226,1436994.0947318196,1425577.1088757226,1436994.0947318196,-11416.985856096959,-11416.985856096959,0.8144533152386513,-0.25,small,2
warnings_openjml,set2,c (2) cw (2),linear_regression,TNPU,mae,901.0754574979494,903.9473397707261,901.0754574979494,903.9473397707261,-2.871882272776702,-2.871882272776702,0.8144533152386513,-0.25,small,2
warnings_openjml,set2,c (4) cw (4),knn,TNPU,mse,45880.217182678185,46106.757263999054,46853.86227269955,47049.17577938274,-226.54008132086892,-195.3135066831892,0.9375,-0.25,small,4
warnings_openjml,set2,c (4) cw (4),knn,TNPU,mae,130.53222131825515,131.03561783888597,133.37127429976454,133.61784281820772,-0.5033965206308153,-0.2465685184431834,0.8125,-0.25,small,4
warnings_openjml,set2,c (8) cw (8),random_forest,TNPU,mse,44239.92206248231,43303.080986889094,44933.60651748473,43707.57882185838,936.8410755932127,1226.0276956263551,0.00390625,0.59375,large,8
warnings_openjml,set2,c (8) cw (8),random_forest,TNPU,mae,134.0385410297253,127.76726647888266,137.9454029553528,130.7807135051611,6.271274550842648,7.164689450191702,0.0078125,0.5625,large,8
warnings_typestate_checker,set2,c (5) cw (5),svm,TNPU,mse,48851.955115068806,48855.63881140172,50488.80817122841,50479.90357565249,-3.683696332911495,8.904595575921121,0.78125,-0.2,small,5
warnings_typestate_checker,set2,c (5) cw (5),svm,TNPU,mae,109.44775845508184,109.46003940942678,113.22832685517396,113.22886170169905,-0.012280954344944917,-0.0005348465250847312,0.5,-0.12,negligible,5
warnings_typestate_checker,set2,c (8) cw (8),mlp,TNPU,mse,574804.2455690892,402656.41325685265,553450.8751674831,438946.1160285678,172147.83231223654,114504.75913891534,0.15625,0.3125,small,8
warnings_typestate_checker,set2,c (8) cw (8),mlp,TNPU,mae,612.0320552876951,495.1877218115371,580.4061714342309,497.41757880141284,116.84433347615806,82.9885926328181,0.0546875,0.4375,medium,8
warnings_typestate_checker,set2,c (2) cw (2),linear_regression,TNPU,mse,1425577.1088757226,1715355.6075569438,1425577.1088757226,1715355.6075569438,-289778.49868122116,-289778.49868122116,0.8144533152386513,-0.25,small,2
warnings_typestate_checker,set2,c (2) cw (2),linear_regression,TNPU,mae,901.0754574979494,979.358995532292,901.0754574979494,979.358995532292,-78.28353803434266,-78.28353803434266,0.8144533152386513,-0.25,small,2
warnings_typestate_checker,set2,c (5) cw (5),knn,TNPU,mse,46705.70905059051,46472.39213843352,47018.175398376115,47309.47365974799,233.3169121569881,-291.29826137187774,0.78125,-0.12,negligible,5
warnings_typestate_checker,set2,c (5) cw (5),knn,TNPU,mae,131.33493037193725,130.6661907280099,133.43184920021514,132.87141553105806,0.6687396439273527,0.5604336691570779,0.15625,0.12,negligible,5
warnings_typestate_checker,set2,c (8) cw (8),random_forest,TNPU,mse,44556.44226654957,43347.344972620645,44986.42616935575,44044.692058422916,1209.0972939289277,941.7341109328336,0.0390625,0.46875,medium,8
warnings_typestate_checker,set2,c (8) cw (8),random_forest,TNPU,mae,134.64790385805924,130.7883223269227,138.1896900616819,133.17858725720413,3.8595815311365413,5.011102804477758,0.0390625,0.46875,medium,8
warning_sum,set2,c (5) cw (5),svm,TNPU,mse,48851.955115068806,48807.509742679205,50488.80817122841,50220.67408935966,44.44537238960038,268.1340818687531,0.15625,0.12,negligible,5
warning_sum,set2,c (5) cw (5),svm,TNPU,mae,109.44775845508184,109.44666077678224,113.22832685517396,112.52881767739343,0.001097678299601057,0.6995091777805271,0.21875,0.2,small,5
warning_sum,set2,c (6) cw (6),mlp,TNPU,mse,658509.2905932595,412697.04240691545,584342.31038684,446366.3372295001,245812.24818634405,137975.9731573399,0.21875,0.3333333333333333,medium,6
warning_sum,set2,c (6) cw (6),mlp,TNPU,mae,666.1102218075642,456.070848137914,598.0587655898017,502.30712853740556,210.03937366965022,95.75163705239618,0.109375,0.3888888888888889,medium,6
warning_sum,set2,c (2) cw (2),linear_regression,TNPU,mse,1425577.1088757226,1623273.32214245,1425577.1088757226,1623273.32214245,-197696.21326672728,-197696.21326672728,0.8144533152386513,-0.25,small,2
warning_sum,set2,c (2) cw (2),linear_regression,TNPU,mae,901.0754574979494,955.1957778475082,901.0754574979494,955.1957778475082,-54.120320349558824,-54.120320349558824,0.8144533152386513,-0.25,small,2
warning_sum,set2,c (4) cw (4),knn,TNPU,mse,45410.86387061131,46357.32159621469,46619.18561666612,47242.09413693128,-946.4577256033808,-622.9085202651622,0.9375,-0.25,small,4
warning_sum,set2,c (4) cw (4),knn,TNPU,mae,130.3910529449398,130.50153358011636,133.30069011310684,132.7006419296081,-0.1104806351765717,0.6000481834987283,0.1875,0.25,small,4
warning_sum,set2,c (10) cw (10),random_forest,TNPU,mse,45993.376574055306,43240.370424558976,45483.50476826061,43865.56518102694,2753.00614949633,1617.9395872336681,0.0009765625,0.72,large,10
warning_sum,set2,c (10) cw (10),random_forest,TNPU,mae,141.6120488783007,126.03204999306456,140.2451401782495,130.09061286363493,15.579998885236137,10.154527314614569,0.001953125,0.72,large,10
warnings_checker_framework,set2,c (2) cw (2),svm,TAU,mse,0.1148571521422823,0.1119344272243757,0.1148571521422823,0.1119344272243757,0.0029227249179065995,0.0029227249179065995,0.25,1.0,large,2
warnings_checker_framework,set2,c (2) cw (2),svm,TAU,mae,0.3033004055931096,0.2977942651661854,0.3033004055931096,0.2977942651661854,0.005506140426924211,0.005506140426924211,0.25,1.0,large,2
warnings_checker_framework,set2,c (7) cw (7),mlp,TAU,mse,0.2952735355289126,0.2898472905959333,0.28077088400225164,0.3507689058888026,0.005426244932979329,-0.06999802188655097,0.765625,-0.2653061224489796,small,7
warnings_checker_framework,set2,c (7) cw (7),mlp,TAU,mae,0.439646556904189,0.4398134957086893,0.42068243441046577,0.4715148002924595,-0.00016693880450024956,-0.050832365881993746,0.7109375,-0.30612244897959184,small,7
warnings_checker_framework,set2,c (2) cw (2),linear_regression,TAU,mse,0.13007630176803886,0.12997324921653103,0.13007630176803886,0.12997324921653103,0.00010305255150783177,0.00010305255150783177,0.18554668476134878,0.25,small,2
warnings_checker_framework,set2,c (2) cw (2),linear_regression,TAU,mae,0.30110633198732273,0.29980760580195287,0.30110633198732273,0.29980760580195287,0.0012987261853698584,0.0012987261853698584,0.18554668476134878,0.25,small,2
warnings_checker_framework,set2,c (3) cw (3),knn,TAU,mse,0.1193922171065035,0.1170243061202329,0.11875328048893397,0.11735390364608021,0.002367910986270594,0.0013993768428537529,0.25,0.3333333333333333,medium,3
warnings_checker_framework,set2,c (3) cw (3),knn,TAU,mae,0.3034664043857605,0.3016303801471515,0.30240385220544463,0.3016455772448395,0.001836024238609013,0.0007582749606051542,0.25,0.3333333333333333,medium,3
warnings_checker_framework,set2,c (10) cw (10),random_forest,TAU,mse,0.1144055988663374,0.11336250183998765,0.11419969770116514,0.11459623383183734,0.0010430970263497485,-0.00039653613067219817,0.5390625,0.18,small,10
warnings_checker_framework,set2,c (10) cw (10),random_forest,TAU,mae,0.29717163831890747,0.2961218167147103,0.29750342229601573,0.2963394520445123,0.0010498216041971986,0.0011639702515034434,0.1162109375,0.24,small,10
warnings_infer,set2,c (1) cw (1),svm,TAU,mse,0.1148571521422823,0.1143281610589895,0.1148571521422823,0.1143281610589895,0.0005289910832927958,0.0005289910832927958,0.5,1.0,large,1
warnings_infer,set2,c (1) cw (1),svm,TAU,mae,0.3033004055931096,0.3020885352678877,0.3033004055931096,0.3020885352678877,0.0012118703252219087,0.0012118703252219087,0.5,1.0,large,1
warnings_infer,set2,c (8) cw (8),mlp,TAU,mse,0.25080226918772985,0.3783928263650469,0.2628510571381904,0.43850282176389394,-0.12759055717731704,-0.17565176462570353,0.9609375,-0.65625,large,8
warnings_infer,set2,c (8) cw (8),mlp,TAU,mae,0.404991736470649,0.5030872079529802,0.4076315194178421,0.527442455807825,-0.09809547148233122,-0.11981093638998291,0.9609375,-0.625,large,8
warnings_infer,set2,c (2) cw (2),linear_regression,TAU,mse,0.13007630176803886,0.12639033196362826,0.13007630176803886,0.12639033196362826,0.003685969804410605,0.003685969804410605,0.18554668476134878,0.75,large,2
warnings_infer,set2,c (2) cw (2),linear_regression,TAU,mae,0.30110633198732273,0.2994219566575689,0.30110633198732273,0.2994219566575689,0.001684375329753851,0.001684375329753851,0.18554668476134878,0.25,small,2
warnings_infer,set2,c (4) cw (4),knn,TAU,mse,0.1203272909053266,0.1201402702511693,0.12030242080744172,0.12044347286520445,0.00018702065415729385,-0.00014105205776272778,0.4375,0.125,negligible,4
warnings_infer,set2,c (4) cw (4),knn,TAU,mae,0.30356017370020216,0.3038455210421332,0.3032320097784117,0.303340603418655,-0.0002853473419310304,-0.00010859364024329299,0.6875,0.0,negligible,4
warnings_infer,set2,c (10) cw (10),random_forest,TAU,mse,0.1147129454677305,0.1141239571918338,0.11534590246875802,0.11487948655849574,0.0005889882758967069,0.00046641591026228,0.4609375,0.14,negligible,10
warnings_infer,set2,c (10) cw (10),random_forest,TAU,mae,0.2975496955288953,0.29724466784584824,0.2982227373359038,0.29734870275172776,0.0003050276830470766,0.0008740345841760644,0.5,0.12,negligible,10
warnings_openjml,set2,c (2) cw (2),svm,TAU,mse,0.11652702021152431,0.1192722065840624,0.11652702021152431,0.1192722065840624,-0.0027451863725380943,-0.0027451863725380943,1.0,-0.5,large,2
warnings_openjml,set2,c (2) cw (2),svm,TAU,mae,0.30480352490301466,0.3090697192708096,0.30480352490301466,0.3090697192708096,-0.004266194367794962,-0.004266194367794962,1.0,-0.5,large,2
warnings_openjml,set2,c (7) cw (7),mlp,TAU,mse,0.3125768664890082,0.3003741627705854,0.30660525863566124,0.37061127425161045,0.012202703718422803,-0.06400601561594921,0.46875,-0.02040816326530612,negligible,7
warnings_openjml,set2,c (7) cw (7),mlp,TAU,mae,0.4517439470800252,0.4360251652772306,0.4429944354784886,0.47449888769551557,0.015718781802794568,-0.03150445221702697,0.34375,0.14285714285714285,negligible,7
warnings_openjml,set2,c (2) cw (2),linear_regression,TAU,mse,0.13007630176803886,0.12997581773008965,0.13007630176803886,0.12997581773008965,0.00010048403794921112,0.00010048403794921112,0.5,0.0,negligible,2
warnings_openjml,set2,c (2) cw (2),linear_regression,TAU,mae,0.30110633198732273,0.3007079680124938,0.30110633198732273,0.3007079680124938,0.00039836397482895247,0.00039836397482895247,0.5,0.0,negligible,2
warnings_openjml,set2,c (3) cw (3),knn,TAU,mse,0.1193922171065035,0.1223860733399251,0.11875328048893397,0.12335161343606577,-0.0029938562334216046,-0.0045983329471318,1.0,-1.0,large,3
warnings_openjml,set2,c (3) cw (3),knn,TAU,mae,0.3034664043857605,0.3082704336787872,0.30240385220544463,0.30949831064327543,-0.0048040292930267015,-0.007094458437830797,1.0,-1.0,large,3
warnings_openjml,set2,c (10) cw (10),random_forest,TAU,mse,0.11446621096194401,0.11683810274512915,0.1149029026467127,0.11667030768000226,-0.0023718917831851427,-0.0017674050332895652,0.9345703125,-0.36,medium,10
warnings_openjml,set2,c (10) cw (10),random_forest,TAU,mae,0.2966602325013801,0.30130640268141495,0.2965498030553613,0.30070321665797517,-0.004646170180034881,-0.004153413602613842,0.9677734375,-0.62,large,10
warnings_typestate_checker,set2,c (1) cw (1),svm,TAU,mse,0.1148571521422823,0.1178360926134001,0.1148571521422823,0.1178360926134001,-0.002978940471117797,-0.002978940471117797,1.0,-1.0,large,1
warnings_typestate_checker,set2,c (1) cw (1),svm,TAU,mae,0.3033004055931096,0.3064230120246553,0.3033004055931096,0.3064230120246553,-0.0031226064315456603,-0.0031226064315456603,1.0,-1.0,large,1
warnings_typestate_checker,set2,c (7) cw (7),mlp,TAU,mse,0.3005247631433668,0.3478840212504306,0.30332051451663017,0.3600738107163212,-0.04735925810706382,-0.05675329619969105,0.7109375,-0.1836734693877551,small,7
warnings_typestate_checker,set2,c (7) cw (7),mlp,TAU,mae,0.4448148264689019,0.4509804789523871,0.4410041459984324,0.47598677075712004,-0.006165652483485162,-0.03498262475868763,0.53125,-0.10204081632653061,negligible,7
warnings_typestate_checker,set2,c (2) cw (2),linear_regression,TAU,mse,0.13007630176803886,0.13328218486415305,0.13007630176803886,0.13328218486415305,-0.0032058830961141926,-0.0032058830961141926,1.0,-1.0,large,2
warnings_typestate_checker,set2,c (2) cw (2),linear_regression,TAU,mae,0.30110633198732273,0.3017195727423007,0.30110633198732273,0.3017195727423007,-0.0006132407549779839,-0.0006132407549779839,1.0,-0.5,large,2
warnings_typestate_checker,set2,c (3) cw (3),knn,TAU,mse,0.1193922171065035,0.1200268157019164,0.11875328048893397,0.11966842362130536,-0.0006345985954128996,-0.0009151431323713988,1.0,-0.3333333333333333,medium,3
warnings_typestate_checker,set2,c (3) cw (3),knn,TAU,mae,0.3034664043857605,0.3030491075794629,0.30240385220544463,0.30301527415592294,0.0004172968062975957,-0.000611421950478308,0.75,-0.1111111111111111,negligible,3
warnings_typestate_checker,set2,c (9) cw (9),random_forest,TAU,mse,0.1147430600778015,0.1178969437799412,0.11577000295918619,0.11788572149626554,-0.0031538837021397037,-0.0021157185370793558,0.97265625,-0.5308641975308642,large,9
warnings_typestate_checker,set2,c (9) cw (9),random_forest,TAU,mae,0.2994189842549853,0.3019939235022073,0.2988742663673819,0.30120145902998957,-0.0025749392472219634,-0.002327192662607669,0.849609375,-0.25925925925925924,small,9
warning_sum,set2,c (1) cw (1),svm,TAU,mse,0.1148571521422823,0.1182026148249303,0.1148571521422823,0.1182026148249303,-0.003345462682648001,-0.003345462682648001,1.0,-1.0,large,1
warning_sum,set2,c (1) cw (1),svm,TAU,mae,0.3033004055931096,0.3075461975331018,0.3033004055931096,0.3075461975331018,-0.004245791939992194,-0.004245791939992194,1.0,-1.0,large,1
warning_sum,set2,c (8) cw (8),mlp,TAU,mse,0.260975896685558,0.2861741182386631,0.26333408120286284,0.3308078584015691,-0.025198221553105138,-0.06747377719870629,0.84375,-0.28125,small,8
warning_sum,set2,c (8) cw (8),mlp,TAU,mae,0.4091235854623563,0.4251250041359258,0.4079812223235883,0.4587763214441495,-0.016001418673569523,-0.05079509912056118,0.84375,-0.1875,small,8
warning_sum,set2,c (2) cw (2),linear_regression,TAU,mse,0.13007630176803886,0.1297396732952719,0.13007630176803886,0.1297396732952719,0.00033662847276696994,0.00033662847276696994,0.5,0.5,large,2
warning_sum,set2,c (2) cw (2),linear_regression,TAU,mae,0.30110633198732273,0.2997860328042061,0.30110633198732273,0.2997860328042061,0.0013202991831166022,0.0013202991831166022,0.5,0.0,negligible,2
warning_sum,set2,c (2) cw (2),knn,TAU,mse,0.1174987383813261,0.1174475087534945,0.1174987383813261,0.1174475087534945,5.1229627831606006e-05,5.1229627831606006e-05,0.5,0.0,negligible,2
warning_sum,set2,c (2) cw (2),knn,TAU,mae,0.301778806800845,0.3014085260418112,0.301778806800845,0.3014085260418112,0.0003702807590338364,0.0003702807590338364,0.5,0.0,negligible,2
warning_sum,set2,c (10) cw (10),random_forest,TAU,mse,0.1146977667869108,0.11494379613945965,0.11556840034722685,0.11515896288937247,-0.00024602935254885994,0.000409437457854378,0.5,0.0,negligible,10
warning_sum,set2,c (10) cw (10),random_forest,TAU,mae,0.2975266721473089,0.30043428644710096,0.2984627944616535,0.29969952357208013,-0.002907614299792083,-0.0012367291104266043,0.75390625,-0.26,small,10
warnings_checker_framework,set2,c (1) cw (1),svm,AU,mse,0.1660652821878261,0.1608714278237918,0.1660652821878261,0.1608714278237918,0.0051938543640343005,0.0051938543640343005,0.5,1.0,large,1
warnings_checker_framework,set2,c (1) cw (1),svm,AU,mae,0.3442322776304034,0.3444006845386929,0.3442322776304034,0.3444006845386929,-0.00016840690828945348,-0.00016840690828945348,1.0,-1.0,large,1
warnings_checker_framework,set2,c (7) cw (7),mlp,AU,mse,7.384439189737732,7.396754804496739,13.165209060802823,8.418050019904971,-0.012315614759007332,4.747159040897852,0.34375,0.22448979591836735,small,7
warnings_checker_framework,set2,c (7) cw (7),mlp,AU,mae,1.9157798821548175,2.033590756101318,2.276638255432899,1.9739440244236808,-0.11781087394650025,0.3026942310092182,0.34375,0.10204081632653061,negligible,7
warnings_checker_framework,set2,c (2) cw (2),linear_regression,AU,mse,0.4477147814482101,0.4285014806917927,0.4477147814482101,0.4285014806917927,0.019213300756417362,0.019213300756417362,0.18554668476134878,0.25,small,2
warnings_checker_framework,set2,c (2) cw (2),linear_regression,AU,mae,0.5185572024663178,0.5072596968478577,0.5185572024663178,0.5072596968478577,0.011297505618460102,0.011297505618460102,0.18554668476134878,0.25,small,2
warnings_checker_framework,set2,c (4) cw (4),knn,AU,mse,0.1640622002739741,0.16437017945661386,0.165435110251288,0.16586907413242796,-0.00030797918263975044,-0.00043396388113997597,0.8125,0.0,negligible,4
warnings_checker_framework,set2,c (4) cw (4),knn,AU,mae,0.3526608012146105,0.35120029372778183,0.35420507024131054,0.3529593977054163,0.0014605074868286883,0.0012456725358942489,0.0625,0.25,small,4
warnings_checker_framework,set2,c (10) cw (10),random_forest,AU,mse,0.15354945057350894,0.1566595121958291,0.15437120927485565,0.15596015710787964,-0.003110061622320165,-0.0015889478330239903,0.7841796875,-0.08,negligible,10
warnings_checker_framework,set2,c (10) cw (10),random_forest,AU,mae,0.34492565462166613,0.34848958670266283,0.34575553565369005,0.34669606519198476,-0.0035639320809967012,-0.0009405295382947099,0.65234375,-0.04,negligible,10
warnings_infer,set2,c (1) cw (1),svm,AU,mse,0.1660652821878261,0.16213589739776,0.1660652821878261,0.16213589739776,0.003929384790066104,0.003929384790066104,0.5,1.0,large,1
warnings_infer,set2,c (1) cw (1),svm,AU,mae,0.3442322776304034,0.3452675045346614,0.3442322776304034,0.3452675045346614,-0.0010352269042579465,-0.0010352269042579465,1.0,-1.0,large,1
warnings_infer,set2,c (6) cw (6),mlp,AU,mse,6.147746366856044,8.216047375682447,8.793496016516439,7.992262411450487,-2.0683010088264027,0.8012336050659519,0.578125,0.05555555555555555,negligible,6
warnings_infer,set2,c (6) cw (6),mlp,AU,mae,1.825046588403524,2.2166576306905554,2.107091594203576,2.148768273947926,-0.39161104228703136,-0.041676679744349965,0.578125,0.0,negligible,6
warnings_infer,set2,c (2) cw (2),linear_regression,AU,mse,0.4477147814482101,0.4630534670299662,0.4477147814482101,0.4630534670299662,-0.015338685581756106,-0.015338685581756106,0.8144533152386513,-0.25,small,2
warnings_infer,set2,c (2) cw (2),linear_regression,AU,mae,0.5185572024663178,0.5276972071079167,0.5185572024663178,0.5276972071079167,-0.00914000464159892,-0.00914000464159892,0.8144533152386513,-0.25,small,2
warnings_infer,set2,c (6) cw (6),knn,AU,mse,0.16588764781735865,0.1563033624924742,0.16803513482834956,0.15745693480686204,0.00958428532488445,0.010578200021487516,0.015625,0.6666666666666666,large,6
warnings_infer,set2,c (6) cw (6),knn,AU,mae,0.35384076848435175,0.34447146001298895,0.3558744296077982,0.34546504670331984,0.009369308471362803,0.010409382904478348,0.015625,0.8888888888888888,large,6
warnings_infer,set2,c (10) cw (10),random_forest,AU,mse,0.15336812787212828,0.15145309566804194,0.15360677829170508,0.1532258955097149,0.0019150322040863421,0.0003808827819901661,0.5,0.24,small,10
warnings_infer,set2,c (10) cw (10),random_forest,AU,mae,0.344213048795183,0.3440510186430088,0.3442432398221864,0.34573189551386285,0.00016203015217419736,-0.0014886556916764437,0.615234375,-0.02,negligible,10
warnings_openjml,set2,c (1) cw (1),svm,AU,mse,0.1660652821878261,0.1663714656997689,0.1660652821878261,0.1663714656997689,-0.00030618351194280913,-0.00030618351194280913,1.0,-1.0,large,1
warnings_openjml,set2,c (1) cw (1),svm,AU,mae,0.3442322776304034,0.3443582056334082,0.3442322776304034,0.3443582056334082,-0.00012592800300476048,-0.00012592800300476048,1.0,-1.0,large,1
warnings_openjml,set2,c (8) cw (8),mlp,AU,mse,9.74587430208193,6.447796270917237,12.9269872091838,7.137336784924209,3.2980780311646924,5.789650424259591,0.19140625,0.34375,medium,8
warnings_openjml,set2,c (8) cw (8),mlp,AU,mae,2.2030452043161364,1.9034167658486623,2.427500484928661,1.9334972017840637,0.2996284384674741,0.4940032831445973,0.23046875,0.3125,small,8
warnings_openjml,set2,c (2) cw (2),linear_regression,AU,mse,0.4477147814482101,0.43719893656054054,0.4477147814482101,0.43719893656054054,0.010515844887669545,0.010515844887669545,0.25,0.5,large,2
warnings_openjml,set2,c (2) cw (2),linear_regression,AU,mae,0.5185572024663178,0.5119270700658587,0.5185572024663178,0.5119270700658587,0.006630132400459066,0.006630132400459066,0.25,0.5,large,2
warnings_openjml,set2,c (4) cw (4),knn,AU,mse,0.16588764781735865,0.15938376868013404,0.16634783402298026,0.15855538975717753,0.006503879137224611,0.007792444265802723,0.0625,0.625,large,4
warnings_openjml,set2,c (4) cw (4),knn,AU,mae,0.35384076848435175,0.34855117960813053,0.3547950538761812,0.34841589198790524,0.005289588876221218,0.006379161888275975,0.0625,0.875,large,4
warnings_openjml,set2,c (10) cw (10),random_forest,AU,mse,0.1530936178532874,0.1518487103474888,0.15308625785285596,0.1527586543707606,0.001244907505798587,0.0003276034820953455,0.384765625,0.24,small,10
warnings_openjml,set2,c (10) cw (10),random_forest,AU,mae,0.34444344298971763,0.3448452701491219,0.3442308966503155,0.34568024539226416,-0.0004018271594042888,-0.0014493487419486861,0.615234375,-0.26,small,10
warnings_typestate_checker,set2,c (1) cw (1),svm,AU,mse,0.1660652821878261,0.1740332250614367,0.1660652821878261,0.1740332250614367,-0.007967942873610606,-0.007967942873610606,1.0,-1.0,large,1
warnings_typestate_checker,set2,c (1) cw (1),svm,AU,mae,0.3442322776304034,0.3432780556443626,0.3442322776304034,0.3432780556443626,0.0009542219860408374,0.0009542219860408374,0.5,1.0,large,1
warnings_typestate_checker,set2,c (8) cw (8),mlp,AU,mse,5.768492670681159,4.506498062582945,11.78123691132599,5.301603069428519,1.261994608098214,6.4796338418974715,0.23046875,0.09375,negligible,8
warnings_typestate_checker,set2,c (8) cw (8),mlp,AU,mae,1.7191312916917059,1.680438821241068,2.0811175781503324,1.729977440160145,0.03869247045063795,0.3511401379901873,0.37109375,0.09375,negligible,8
warnings_typestate_checker,set2,c (2) cw (2),linear_regression,AU,mse,0.4477147814482101,0.4419492137266058,0.4477147814482101,0.4419492137266058,0.005765567721604303,0.005765567721604303,0.5,0.0,negligible,2
warnings_typestate_checker,set2,c (2) cw (2),linear_regression,AU,mae,0.5185572024663178,0.5169144288677784,0.5185572024663178,0.5169144288677784,0.001642773598539371,0.001642773598539371,0.5,0.0,negligible,2
warnings_typestate_checker,set2,c (4) cw (4),knn,AU,mse,0.1618016189203199,0.1638049883799112,0.1642429901485754,0.16549583469503834,-0.0020033694595912865,-0.0012528445464629334,1.0,-0.375,medium,4
warnings_typestate_checker,set2,c (4) cw (4),knn,AU,mae,0.3511933091028904,0.35306021223401873,0.35342053954171715,0.3544573656757972,-0.0018669031311283057,-0.001036826134080071,0.9375,-0.25,small,4
warnings_typestate_checker,set2,c (10) cw (10),random_forest,AU,mse,0.15463665206859065,0.1539302727744667,0.15566793046707125,0.15488157613593775,0.0007063792941239544,0.0007863543311334986,0.5771484375,0.12,negligible,10
