warning_feature,feature_set,#best_hyperparameters,model,target,metric,code(median),code+warning(median),code(mean),code+warning(mean),diff(median),diff(mean),wilcoxon_test(p-value),cliffs_delta,cliffs_delta_result,num_of_pairs
warnings_typestate_checker,set1,c (2) cw (2),linear_regression,TNPU,mse,46456.65682743832,46582.24131059187,46456.65682743832,46582.24131059187,-125.58448315355054,-125.58448315355054,1.0,-0.5,large,2
warnings_typestate_checker,set1,c (2) cw (2),linear_regression,TNPU,mae,127.24487079395196,127.8593095254271,127.24487079395196,127.8593095254271,-0.6144387314751327,-0.6144387314751327,0.75,0.0,negligible,2
warnings_typestate_checker,set1,c (5) cw (5),knn,TNPU,mse,46384.952143029695,45080.33595745932,46263.33968428072,45233.984853231035,1304.6161855703758,1029.3548310496844,0.09375,0.6,large,5
warnings_typestate_checker,set1,c (5) cw (5),knn,TNPU,mae,116.62975497972856,114.69154591926672,117.47192209283166,115.48823747872082,1.938209060461844,1.9836846141108424,0.0625,0.52,large,5
warnings_typestate_checker,set1,c (10) cw (10),random_forest,TNPU,mse,44452.307855040985,44271.83845311279,44706.73134437753,44465.89444730234,180.46940192819602,240.8368970751908,0.0966796875,0.18,small,10
warnings_typestate_checker,set1,c (10) cw (10),random_forest,TNPU,mae,121.39067018679455,123.74790968732299,122.8716294367216,123.77286128782922,-2.3572395005284363,-0.9012318511076103,0.9814453125,-0.26,small,10
warning_sum,set1,c (2) cw (2),svm,TNPU,mse,48450.412823180726,48003.65555086379,48450.412823180726,48003.65555086379,446.757272316936,446.757272316936,0.25,0.5,large,2
warning_sum,set1,c (2) cw (2),svm,TNPU,mae,114.19486616327836,112.09720288903458,114.19486616327836,112.09720288903458,2.0976632742437857,2.0976632742437857,0.25,0.5,large,2
warning_sum,set1,c (6) cw (6),mlp,TNPU,mse,70527.547936265,58230.995367949086,69605.87869310101,59138.07794646724,12296.552568315907,10467.800746633773,0.03125,0.6666666666666666,large,6
warning_sum,set1,c (6) cw (6),mlp,TNPU,mae,197.76357509443537,172.01346168869543,193.88741645869266,178.88601534382119,25.75011340573994,15.00140111487147,0.078125,0.5,large,6
warning_sum,set1,c (2) cw (2),linear_regression,TNPU,mse,46456.65682743832,46626.182434486276,46456.65682743832,46626.182434486276,-169.52560704795906,-169.52560704795906,1.0,-0.5,large,2
warning_sum,set1,c (2) cw (2),linear_regression,TNPU,mae,127.24487079395196,128.02341916686913,127.24487079395196,128.02341916686913,-0.7785483729171716,-0.7785483729171716,0.75,0.0,negligible,2
warning_sum,set1,c (5) cw (5),knn,TNPU,mse,46384.952143029695,44764.95759821376,46263.33968428072,45077.31844923932,1619.9945448159342,1186.0212350414004,0.0625,0.6,large,5
warning_sum,set1,c (5) cw (5),knn,TNPU,mae,116.62975497972856,120.73644388398486,117.47192209283166,119.36870251224772,-4.106688904256302,-1.8967804194160607,0.9375,-0.36,medium,5
warning_sum,set1,c (9) cw (9),random_forest,TNPU,mse,44463.23989233824,44705.88400034073,44715.871022014675,44690.513134440225,-242.6441080024888,25.357887574449705,0.6328125,-0.08641975308641975,negligible,9
warning_sum,set1,c (9) cw (9),random_forest,TNPU,mae,121.1847895220017,121.52879705155608,122.12502034461141,121.86815401096942,-0.3440075295543892,0.2568663336419945,0.5,0.06172839506172839,negligible,9
warnings_checker_framework,set1,c (2) cw (2),svm,TAU,mse,0.1377218719934977,0.1257837142318802,0.1377218719934977,0.1257837142318802,0.011938157761617496,0.011938157761617496,0.25,1.0,large,2
warnings_checker_framework,set1,c (2) cw (2),svm,TAU,mae,0.3226330865242294,0.3140902841878564,0.3226330865242294,0.3140902841878564,0.008542802336373001,0.008542802336373001,0.25,1.0,large,2
warnings_checker_framework,set1,c (8) cw (8),mlp,TAU,mse,0.2384003634637284,0.4709681239507669,0.2747623070991111,0.5017244013856054,-0.23256776048703853,-0.22696209428649428,0.98828125,-0.75,large,8
warnings_checker_framework,set1,c (8) cw (8),mlp,TAU,mae,0.3687568234455121,0.5907512419066625,0.4160765758490379,0.5921087502057809,-0.22199441846115042,-0.176032174356743,0.99609375,-0.78125,large,8
warnings_checker_framework,set1,c (2) cw (2),linear_regression,TAU,mse,0.16158654827877938,0.1496926282570687,0.16158654827877938,0.1496926282570687,0.011893920021710691,0.011893920021710691,0.18554668476134878,0.25,small,2
warnings_checker_framework,set1,c (2) cw (2),linear_regression,TAU,mae,0.3282426823704773,0.31843255168282203,0.3282426823704773,0.31843255168282203,0.009810130687655294,0.009810130687655294,0.18554668476134878,0.25,small,2
warnings_checker_framework,set1,c (3) cw (3),knn,TAU,mse,0.1447750631575783,0.1412584543701013,0.14069665821027263,0.1408887632073772,0.0035166087874770047,-0.00019210499710456408,0.625,0.1111111111111111,negligible,3
warnings_checker_framework,set1,c (3) cw (3),knn,TAU,mae,0.326649966184088,0.320996970200188,0.32423926670396797,0.322187613043414,0.0056529959838999555,0.002051653660553987,0.375,0.1111111111111111,negligible,3
warnings_checker_framework,set1,c (9) cw (9),random_forest,TAU,mse,0.1621735576231981,0.1542224932326454,0.16225017352218335,0.1624438086209388,0.007951064390552709,-0.00019363509875544582,0.3671875,0.2345679012345679,small,9
warnings_checker_framework,set1,c (9) cw (9),random_forest,TAU,mae,0.3450118083533837,0.3357224241504286,0.34564832468508505,0.34256947596592935,0.009289384202955109,0.0030788487191557024,0.212890625,0.4074074074074074,medium,9
warnings_infer,set1,c (1) cw (1),svm,TAU,mse,0.1301511913222951,0.1244091557568911,0.1301511913222951,0.1244091557568911,0.005742035565404008,0.005742035565404008,0.5,1.0,large,1
warnings_infer,set1,c (1) cw (1),svm,TAU,mae,0.3191509554687597,0.3142663321095283,0.3191509554687597,0.3142663321095283,0.004884623359231399,0.004884623359231399,0.5,1.0,large,1
warnings_infer,set1,c (7) cw (7),mlp,TAU,mse,0.2525988349911364,0.4595839579938537,0.29495471367242493,0.45327700653141545,-0.20698512300271732,-0.15832229285899052,0.9609375,-0.5918367346938775,large,7
warnings_infer,set1,c (7) cw (7),mlp,TAU,mae,0.4080435517817203,0.5792123294120727,0.43201853743739077,0.5548654511804242,-0.17116877763035238,-0.12284691374303341,0.9609375,-0.673469387755102,large,7
warnings_infer,set1,c (2) cw (2),linear_regression,TAU,mse,0.16158654827877938,0.1618394763022136,0.16158654827877938,0.1618394763022136,-0.0002529280234342124,-0.0002529280234342124,0.8144533152386513,-0.25,small,2
warnings_infer,set1,c (2) cw (2),linear_regression,TAU,mae,0.3282426823704773,0.32848085160263196,0.3282426823704773,0.32848085160263196,-0.00023816923215463914,-0.00023816923215463914,0.8144533152386513,-0.25,small,2
warnings_infer,set1,c (5) cw (5),knn,TAU,mse,0.1447750631575783,0.1293231819986234,0.14236887509691912,0.13569176603229688,0.015451881158954905,0.006677109064622239,0.03125,0.52,large,5
warnings_infer,set1,c (5) cw (5),knn,TAU,mae,0.326649966184088,0.3167290787975721,0.32476737431025793,0.3220570111101727,0.009920887386515864,0.0027103632000852196,0.21875,0.28,small,5
warnings_infer,set1,c (9) cw (9),random_forest,TAU,mse,0.1614764678029638,0.1528248747665153,0.16134438096379677,0.16011045753045125,0.008651593036448496,0.001233923433345524,0.455078125,0.1111111111111111,negligible,9
warnings_infer,set1,c (9) cw (9),random_forest,TAU,mae,0.3443253804797565,0.3365170195538743,0.3455099248582047,0.3433005684855566,0.007808360925882218,0.0022093563726480747,0.41015625,0.18518518518518517,small,9
warnings_openjml,set1,c (1) cw (1),svm,TAU,mse,0.1301511913222951,0.1283738330119927,0.1301511913222951,0.1283738330119927,0.0017773583103024015,0.0017773583103024015,0.5,1.0,large,1
warnings_openjml,set1,c (1) cw (1),svm,TAU,mae,0.3191509554687597,0.3177457896041312,0.3191509554687597,0.3177457896041312,0.0014051658646285214,0.0014051658646285214,0.5,1.0,large,1
warnings_openjml,set1,c (8) cw (8),mlp,TAU,mse,0.24477739245109031,0.48361017452277,0.28131836194993565,0.512904074343545,-0.23883278207167968,-0.23158571239360937,0.97265625,-0.78125,large,8
warnings_openjml,set1,c (8) cw (8),mlp,TAU,mae,0.3875884424583178,0.5972876160125893,0.4207844806022393,0.6033225816726129,-0.20969917355427148,-0.1825381010703736,0.98828125,-0.78125,large,8
warnings_openjml,set1,c (2) cw (2),linear_regression,TAU,mse,0.16158654827877938,0.15744715213043314,0.16158654827877938,0.15744715213043314,0.004139396148346242,0.004139396148346242,0.5,0.0,negligible,2
warnings_openjml,set1,c (2) cw (2),linear_regression,TAU,mae,0.3282426823704773,0.3241022712336345,0.3282426823704773,0.3241022712336345,0.004140411136842825,0.004140411136842825,0.5,0.0,negligible,2
warnings_openjml,set1,c (4) cw (4),knn,TAU,mse,0.14102916226355988,0.12293201960827985,0.13984330900008984,0.12295328331625713,0.018097142655280035,0.016890025683832716,0.0625,1.0,large,4
warnings_openjml,set1,c (4) cw (4),knn,TAU,mae,0.32393504567903225,0.3090071486461389,0.32348448132147006,0.3092368799407433,0.014927897032893378,0.014247601380726782,0.0625,1.0,large,4
warnings_openjml,set1,c (10) cw (10),random_forest,TAU,mse,0.16182501271308095,0.1442613887572089,0.16035483825997138,0.15380075684123187,0.01756362395587205,0.006554081418739505,0.1875,0.44,medium,10
warnings_openjml,set1,c (10) cw (10),random_forest,TAU,mae,0.3446685944165701,0.3295208325450907,0.34451865488063305,0.33869872018241526,0.015147761871479426,0.005819934698217788,0.1875,0.44,medium,10
warnings_typestate_checker,set1,c (1) cw (1),svm,TAU,mse,0.1301511913222951,0.1357070044526372,0.1301511913222951,0.1357070044526372,-0.005555813130342091,-0.005555813130342091,1.0,-1.0,large,1
warnings_typestate_checker,set1,c (1) cw (1),svm,TAU,mae,0.3191509554687597,0.3235267193749978,0.3191509554687597,0.3235267193749978,-0.0043757639062380616,-0.0043757639062380616,1.0,-1.0,large,1
warnings_typestate_checker,set1,c (8) cw (8),mlp,TAU,mse,0.2618560755652438,0.4039507346452995,0.2907459150752008,0.4761960841889232,-0.1420946590800557,-0.18545016911372236,0.9609375,-0.75,large,8
warnings_typestate_checker,set1,c (8) cw (8),mlp,TAU,mae,0.39998003171784713,0.5247471651076283,0.4299634854236357,0.5676367959767789,-0.12476713338978118,-0.13767331055314314,0.9609375,-0.71875,large,8
warnings_typestate_checker,set1,c (2) cw (2),linear_regression,TAU,mse,0.16158654827877938,0.16896582895263834,0.16158654827877938,0.16896582895263834,-0.007379280673858957,-0.007379280673858957,1.0,-0.5,large,2
warnings_typestate_checker,set1,c (2) cw (2),linear_regression,TAU,mae,0.3282426823704773,0.33335179108512814,0.3282426823704773,0.33335179108512814,-0.005109108714650812,-0.005109108714650812,1.0,-0.5,large,2
warnings_typestate_checker,set1,c (3) cw (3),knn,TAU,mse,0.1447750631575783,0.1428488053420667,0.14069665821027263,0.14269769429113818,0.0019262578155115895,-0.002001036080865548,0.75,-0.1111111111111111,negligible,3
warnings_typestate_checker,set1,c (3) cw (3),knn,TAU,mae,0.326649966184088,0.327284121328104,0.32423926670396797,0.3272244776601542,-0.0006341551440160464,-0.002985210956186257,1.0,-0.3333333333333333,medium,3
warnings_typestate_checker,set1,c (10) cw (10),random_forest,TAU,mse,0.1629695189143422,0.1626135944894903,0.1655884005788759,0.16580900301547394,0.00035592442485188336,-0.00022060243659804968,0.5390625,0.1,negligible,10
warnings_typestate_checker,set1,c (10) cw (10),random_forest,TAU,mae,0.34568109190550034,0.3451937888757959,0.3489913662461413,0.34848642548633446,0.0004873030297044556,0.0005049407598068378,0.4228515625,0.14,negligible,10
warning_sum,set1,c (1) cw (1),svm,TAU,mse,0.1301511913222951,0.1348838864059516,0.1301511913222951,0.1348838864059516,-0.00473269508365648,-0.00473269508365648,1.0,-1.0,large,1
warning_sum,set1,c (1) cw (1),svm,TAU,mae,0.3191509554687597,0.3229424760568534,0.3191509554687597,0.3229424760568534,-0.0037915205880936775,-0.0037915205880936775,1.0,-1.0,large,1
warning_sum,set1,c (7) cw (7),mlp,TAU,mse,0.2398447770164126,0.4786489675006094,0.2874620795571969,0.5394686545220617,-0.23880419048419682,-0.25200657496486484,0.9765625,-0.7959183673469388,large,7
warning_sum,set1,c (7) cw (7),mlp,TAU,mae,0.3703803137561088,0.5757309554679921,0.42663807486230343,0.6083144760920359,-0.20535064171188333,-0.1816764012297325,0.984375,-0.7551020408163265,large,7
warning_sum,set1,c (2) cw (2),linear_regression,TAU,mse,0.16158654827877938,0.15874701851714956,0.16158654827877938,0.15874701851714956,0.002839529761629822,0.002839529761629822,0.5,0.0,negligible,2
warning_sum,set1,c (2) cw (2),linear_regression,TAU,mae,0.3282426823704773,0.324204639233475,0.3282426823704773,0.324204639233475,0.004038043137002345,0.004038043137002345,0.5,0.0,negligible,2
warning_sum,set1,c (4) cw (4),knn,TAU,mse,0.1382374864397765,0.1298056504353182,0.1365540815888415,0.13144672879237213,0.00843183600445832,0.005107352796469372,0.3125,0.375,medium,4
warning_sum,set1,c (4) cw (4),knn,TAU,mae,0.32144241823703884,0.3149043552442772,0.32074227948606626,0.31652653831191724,0.006538062992761662,0.004215741174149024,0.3125,0.375,medium,4
warning_sum,set1,c (10) cw (10),random_forest,TAU,mse,0.1629695189143422,0.14607842692927014,0.16779600850146176,0.1541185376595655,0.01689109198507205,0.013677470841896244,0.0185546875,0.48,large,10
warning_sum,set1,c (10) cw (10),random_forest,TAU,mae,0.346041335753401,0.3309976450584624,0.3513733395281454,0.33847546926108574,0.015043690694938605,0.012897870267059686,0.009765625,0.52,large,10
warnings_checker_framework,set1,c (1) cw (1),svm,AU,mse,0.1518408331863354,0.1507445657454132,0.1518408331863354,0.1507445657454132,0.0010962674409221995,0.0010962674409221995,0.5,1.0,large,1
warnings_checker_framework,set1,c (1) cw (1),svm,AU,mae,0.3428198265592908,0.3431022415822871,0.3428198265592908,0.3431022415822871,-0.0002824150229963074,-0.0002824150229963074,1.0,-1.0,large,1
warnings_checker_framework,set1,c (6) cw (6),mlp,AU,mse,1.254945164484931,2.8595471765659015,1.7064229423163741,3.4066357652521373,-1.6046020120809705,-1.7002128229357631,0.921875,-0.6666666666666666,large,6
warnings_checker_framework,set1,c (6) cw (6),mlp,AU,mae,0.876471266065618,1.401778767175634,0.9973899297039281,1.5078525056460528,-0.5253075011100161,-0.5104625759421246,0.953125,-0.6666666666666666,large,6
warnings_checker_framework,set1,c (1) cw (1),linear_regression,AU,mse,0.4017724042698489,0.3912161758646165,0.4017724042698489,0.3912161758646165,0.010556228405232404,0.010556228405232404,0.5,1.0,large,1
warnings_checker_framework,set1,c (1) cw (1),linear_regression,AU,mae,0.48441472675964,0.4805069540899607,0.48441472675964,0.4805069540899607,0.003907772669679288,0.003907772669679288,0.5,1.0,large,1
warnings_checker_framework,set1,c (5) cw (5),knn,AU,mse,0.154216152679921,0.1543768749912561,0.1544491849440499,0.15485289805672026,-0.00016072231133509862,-0.00040371311267034526,0.5,0.04,negligible,5
warnings_checker_framework,set1,c (5) cw (5),knn,AU,mae,0.3393403889871226,0.3399432965463227,0.3402181952611884,0.3401683911525283,-0.0006029075592001165,4.980410866012308e-05,0.3125,-0.04,negligible,5
warnings_checker_framework,set1,c (10) cw (10),random_forest,AU,mse,0.1474410354549166,0.1483399094086316,0.14868529977862077,0.14922024141590318,-0.0008988739537149903,-0.0005349416372824045,0.8125,0.0,negligible,10
warnings_checker_framework,set1,c (10) cw (10),random_forest,AU,mae,0.33487834926022125,0.33407591078832166,0.334953418350484,0.33332538699217673,0.0008024384718995914,0.001628031358307247,0.080078125,0.28,small,10
warnings_infer,set1,c (1) cw (1),svm,AU,mse,0.1518408331863354,0.1500490781925937,0.1518408331863354,0.1500490781925937,0.0017917549937417065,0.0017917549937417065,0.5,1.0,large,1
warnings_infer,set1,c (1) cw (1),svm,AU,mae,0.3428198265592908,0.3424020586198739,0.3428198265592908,0.3424020586198739,0.00041776793941689094,0.00041776793941689094,0.5,1.0,large,1
warnings_infer,set1,c (8) cw (8),mlp,AU,mse,1.254945164484931,2.8617205622707775,1.9736457058876917,3.686353290117215,-1.6067753977858465,-1.7127075842295234,0.97265625,-0.59375,large,8
warnings_infer,set1,c (8) cw (8),mlp,AU,mae,0.876471266065618,1.4596889789777794,1.0610355110503555,1.5818890588006567,-0.5832177129121614,-0.5208535477503011,0.9921875,-0.625,large,8
warnings_infer,set1,c (1) cw (1),linear_regression,AU,mse,0.4017724042698489,0.3880885432029733,0.4017724042698489,0.3880885432029733,0.01368386106687558,0.01368386106687558,0.5,1.0,large,1
warnings_infer,set1,c (1) cw (1),linear_regression,AU,mae,0.48441472675964,0.4784614813580443,0.48441472675964,0.4784614813580443,0.005953245401595697,0.005953245401595697,0.5,1.0,large,1
warnings_infer,set1,c (5) cw (5),knn,AU,mse,0.1539268547610409,0.1555326021397171,0.15434102548105771,0.1545788428894958,-0.0016057473786761922,-0.00023781740843809018,0.40625,-0.12,negligible,5
warnings_infer,set1,c (5) cw (5),knn,AU,mae,0.3390036827913759,0.3410077562162178,0.33986327178320447,0.34125253010939616,-0.0020040734248419345,-0.001389258326191689,0.96875,-0.36,medium,5
warnings_infer,set1,c (9) cw (9),random_forest,AU,mse,0.1460391329378719,0.1455809647060742,0.14867284550825005,0.1494479924150724,0.00045816823179770094,-0.0007751469068223438,0.673828125,0.1111111111111111,negligible,9
warnings_infer,set1,c (9) cw (9),random_forest,AU,mae,0.3347879480500958,0.3313993984324898,0.3348065364956934,0.3335451040678943,0.0033885496176060403,0.0012614324277991362,0.08203125,0.35802469135802467,medium,9
warnings_openjml,set1,c (2) cw (2),svm,AU,mse,0.1518408331863354,0.1539268514740943,0.1518408331863354,0.1539268514740943,-0.002086018287758895,-0.002086018287758895,1.0,-1.0,large,2
warnings_openjml,set1,c (2) cw (2),svm,AU,mae,0.3428198265592908,0.3426250459143632,0.3428198265592908,0.3426250459143632,0.0001947806449275613,0.0001947806449275613,0.25,1.0,large,2
warnings_openjml,set1,c (8) cw (8),mlp,AU,mse,1.8208499467362529,3.0083413153244525,2.1032940675227447,3.531396851493351,-1.1874913685881996,-1.4281027839706062,0.92578125,-0.46875,medium,8
warnings_openjml,set1,c (8) cw (8),mlp,AU,mae,1.071074964857845,1.4776616683441768,1.118981000276484,1.5425472991568996,-0.40658670348633175,-0.42356629888041564,0.97265625,-0.53125,large,8
warnings_openjml,set1,c (1) cw (1),linear_regression,AU,mse,0.4017724042698489,0.3966387813386132,0.4017724042698489,0.3966387813386132,0.005133622931235704,0.005133622931235704,0.5,1.0,large,1
warnings_openjml,set1,c (1) cw (1),linear_regression,AU,mae,0.48441472675964,0.484119512645316,0.48441472675964,0.484119512645316,0.0002952141143239828,0.0002952141143239828,0.5,1.0,large,1
warnings_openjml,set1,c (4) cw (4),knn,AU,mse,0.15706456722345868,0.15638778410864979,0.15592949710016746,0.15523720887796624,0.0006767831148088987,0.000692288222201215,0.4375,0.125,negligible,4
warnings_openjml,set1,c (4) cw (4),knn,AU,mae,0.3407850666052151,0.3416836232427868,0.340961334252775,0.34117202306479066,-0.0008985566375716569,-0.00021068881201569134,0.6875,-0.125,negligible,4
warnings_openjml,set1,c (10) cw (10),random_forest,AU,mse,0.1465462345751256,0.14638184725906989,0.14835813995259223,0.14871309800655336,0.0001643873160557252,-0.00035495805396112967,0.5771484375,0.04,negligible,10
warnings_openjml,set1,c (10) cw (10),random_forest,AU,mae,0.33482254761312324,0.3334977083047192,0.3349575102065267,0.3336787506851505,0.0013248393084040466,0.0012787595213761827,0.0966796875,0.36,medium,10
warnings_typestate_checker,set1,c (1) cw (1),svm,AU,mse,0.1518408331863354,0.1554788207903606,0.1518408331863354,0.1554788207903606,-0.0036379876040252,-0.0036379876040252,1.0,-1.0,large,1
warnings_typestate_checker,set1,c (1) cw (1),svm,AU,mae,0.3428198265592908,0.3423527438939167,0.3428198265592908,0.3423527438939167,0.0004670826653740967,0.0004670826653740967,0.5,1.0,large,1
warnings_typestate_checker,set1,c (8) cw (8),mlp,AU,mse,1.232467044097429,2.2595209034828385,1.5527847759867526,2.8203831170445905,-1.0270538593854095,-1.267598341057838,0.9609375,-0.59375,large,8
warnings_typestate_checker,set1,c (8) cw (8),mlp,AU,mae,0.8375831913508592,1.3039625812838624,0.9245409062029022,1.3469858000911166,-0.4663793899330032,-0.4224448938882144,0.9921875,-0.6875,large,8
warnings_typestate_checker,set1,c (1) cw (1),linear_regression,AU,mse,0.4017724042698489,0.4529883578730803,0.4017724042698489,0.4529883578730803,-0.05121595360323139,-0.05121595360323139,1.0,-1.0,large,1
warnings_typestate_checker,set1,c (1) cw (1),linear_regression,AU,mae,0.48441472675964,0.5029178934578182,0.48441472675964,0.5029178934578182,-0.018503166698178253,-0.018503166698178253,1.0,-1.0,large,1
warnings_typestate_checker,set1,c (5) cw (5),knn,AU,mse,0.154216152679921,0.1541646604331902,0.1544491849440499,0.15370732680696966,5.149224673081654e-05,0.000741858137080248,0.03125,0.2,small,5
warnings_typestate_checker,set1,c (5) cw (5),knn,AU,mae,0.3393403889871226,0.3383656685474314,0.3402181952611884,0.3391093081746942,0.0009747204396912124,0.0011088870864942035,0.0625,0.28,small,5
warnings_typestate_checker,set1,c (10) cw (10),random_forest,AU,mse,0.14611806784923276,0.14490684605301815,0.14828345852496072,0.14874917961502376,0.0012112217962146066,-0.00046572109006304263,0.615234375,0.18,small,10
warnings_typestate_checker,set1,c (10) cw (10),random_forest,AU,mae,0.33429809690192946,0.33282247020670197,0.33481795585933527,0.3339139407964854,0.0014756266952274943,0.0009040150628498722,0.1611328125,0.34,medium,10
warning_sum,set1,c (1) cw (1),svm,AU,mse,0.1518408331863354,0.1556604795560172,0.1518408331863354,0.1556604795560172,-0.003819646369681795,-0.003819646369681795,1.0,-1.0,large,1
warning_sum,set1,c (1) cw (1),svm,AU,mae,0.3428198265592908,0.3423907620263919,0.3428198265592908,0.3423907620263919,0.0004290645328988707,0.0004290645328988707,0.5,1.0,large,1
warning_sum,set1,c (8) cw (8),mlp,AU,mse,1.3632209555472368,2.0157209678547487,1.7186235697469554,2.7274485128010064,-0.652500012307512,-1.008824943054051,0.80859375,-0.40625,medium,8
warning_sum,set1,c (8) cw (8),mlp,AU,mae,0.876471266065618,1.26986182093593,0.9942877826213742,1.3363659553133922,-0.39339055487031205,-0.342078172692018,0.9453125,-0.5,large,8
warning_sum,set1,c (1) cw (1),linear_regression,AU,mse,0.4017724042698489,0.4314654489244596,0.4017724042698489,0.4314654489244596,-0.0296930446546107,-0.0296930446546107,1.0,-1.0,large,1
warning_sum,set1,c (1) cw (1),linear_regression,AU,mae,0.48441472675964,0.4942638125328384,0.48441472675964,0.4942638125328384,-0.00984908577319843,-0.00984908577319843,1.0,-1.0,large,1
warning_sum,set1,c (5) cw (5),knn,AU,mse,0.154216152679921,0.1534962275006965,0.1544491849440499,0.1532445995194251,0.0007199251792245065,0.0012045854246248155,0.09375,0.28,small,5
warning_sum,set1,c (5) cw (5),knn,AU,mae,0.3393403889871226,0.3393707152138171,0.3402181952611884,0.33977900185670684,-3.0326226694521452e-05,0.00043919340448156374,0.5,-0.12,negligible,5
warning_sum,set1,c (10) cw (10),random_forest,AU,mse,0.1460110484022798,0.14548697690061055,0.1483890583442192,0.1486516120116999,0.0005240715016692488,-0.0002625536674807083,0.384765625,0.16,small,10
warning_sum,set1,c (10) cw (10),random_forest,AU,mae,0.33487834926022125,0.3340660445725052,0.33484444830001814,0.33416945771383505,0.0008123046877160367,0.0006749905861830885,0.1875,0.16,small,10
warnings_checker_framework,set2,c (6) cw (6),svm,TNPU,mse,48914.89368200464,48843.1878805857,51647.7585439301,51467.79521625125,71.70580141893879,179.9633276788445,0.015625,0.2777777777777778,small,6
warnings_checker_framework,set2,c (6) cw (6),svm,TNPU,mae,109.44775845508184,109.52268048687476,115.85040803176605,115.68261707562294,-0.0749220317929229,0.1677909561431079,0.421875,0.0,negligible,6
warnings_checker_framework,set2,c (7) cw (7),mlp,TNPU,mse,647996.8672019204,424458.4928598225,560856.4824862296,453474.0973763724,223538.37434209784,107382.38510985725,0.234375,0.2653061224489796,small,7
warnings_checker_framework,set2,c (7) cw (7),mlp,TNPU,mae,654.100174232635,468.6503825297092,581.8979193044418,512.6354451902405,185.44979170292584,69.26247411420127,0.1875,0.3469387755102041,medium,7
warnings_checker_framework,set2,c (2) cw (2),linear_regression,TNPU,mse,1425577.1088757226,1582342.710282816,1425577.1088757226,1582342.710282816,-156765.60140709346,-156765.60140709346,0.75,0.0,negligible,2
warnings_checker_framework,set2,c (2) cw (2),linear_regression,TNPU,mae,901.0754574979494,925.3338845004126,901.0754574979494,925.3338845004126,-24.258427002463236,-24.258427002463236,0.75,0.0,negligible,2
warnings_checker_framework,set2,c (4) cw (4),knn,TNPU,mse,45880.217182678185,45991.35635328075,46853.86227269955,46912.60581280518,-111.1391706025679,-58.7435401056282,0.4375,0.0,negligible,4
warnings_checker_framework,set2,c (4) cw (4),knn,TNPU,mae,130.53222131825515,131.5977385456074,133.37127429976454,134.3263573743373,-1.0655172273522453,-0.9550830745727694,0.9375,-0.375,medium,4
warnings_checker_framework,set2,c (8) cw (8),random_forest,TNPU,mse,44660.732767852845,43340.324597774816,45156.976706184374,44126.09783039629,1320.4081700780298,1030.878875788083,0.00390625,0.46875,medium,8
warnings_checker_framework,set2,c (8) cw (8),random_forest,TNPU,mae,136.31961770910544,128.42699583953222,139.82617965741065,132.73395653434352,7.892621869573219,7.092223123067129,0.0078125,0.53125,large,8
warnings_infer,set2,c (6) cw (6),svm,TNPU,mse,48851.955115068806,48670.61721594915,50086.72477602124,50059.1879710798,181.3378991196587,27.536804941439186,0.34375,0.1111111111111111,negligible,6
warnings_infer,set2,c (6) cw (6),svm,TNPU,mae,109.35622781210556,109.38442329749738,112.51342727209565,112.66036997324507,-0.028195485391819375,-0.14694270114941332,0.921875,-0.1111111111111111,negligible,6
warnings_infer,set2,c (7) cw (7),mlp,TNPU,mse,647996.8672019204,389815.85052243713,560856.4824862296,447532.2023340628,258181.01667948323,113324.28015216684,0.1875,0.3469387755102041,medium,7
warnings_infer,set2,c (7) cw (7),mlp,TNPU,mae,654.100174232635,462.3876771868801,581.8979193044418,501.8242821488878,191.7124970457549,80.07363715555397,0.109375,0.46938775510204084,medium,7
warnings_infer,set2,c (2) cw (2),linear_regression,TNPU,mse,1425577.1088757226,1479598.6467788569,1425577.1088757226,1479598.6467788569,-54021.537903134245,-54021.537903134245,1.0,-0.5,large,2
warnings_infer,set2,c (2) cw (2),linear_regression,TNPU,mae,901.0754574979494,921.7891971230074,901.0754574979494,921.7891971230074,-20.713739625057997,-20.713739625057997,1.0,-0.5,large,2
warnings_infer,set2,c (7) cw (7),knn,TNPU,mse,46705.70905059051,46178.29524562002,48152.95606604197,47794.59895764396,527.4138049704852,358.35710839800595,0.109375,0.10204081632653061,negligible,7
warnings_infer,set2,c (7) cw (7),knn,TNPU,mae,131.33493037193725,131.8654883456047,136.0968260498955,135.38849025048467,-0.5305579736674417,0.7083357994108326,0.1875,0.02040816326530612,negligible,7
warnings_infer,set2,c (9) cw (9),random_forest,TNPU,mse,45677.31374702463,43731.533190918,45652.13880002141,44729.58526078532,1945.780556106627,922.5535392360835,0.048828125,0.3333333333333333,medium,9
warnings_infer,set2,c (9) cw (9),random_forest,TNPU,mae,141.47821707585692,131.10723794975314,141.35948832142952,136.71407947684733,10.370979126103776,4.645408844582192,0.02734375,0.38271604938271603,medium,9
warnings_openjml,set2,c (5) cw (5),svm,TNPU,mse,48851.955115068806,48744.44796098613,50488.80817122841,50548.99786558022,107.5071540826757,-60.1896943518077,0.5,0.12,negligible,5
warnings_openjml,set2,c (5) cw (5),svm,TNPU,mae,109.44775845508184,109.372294877087,113.22832685517396,113.3782499281981,0.07546357799483872,-0.14992307302414076,0.3125,0.2,small,5
