feature_set,feature,Target,Kendall's Tau,p-value
set3,Identifiers length (max),TAU,-0.0349890255436571,0.3089225505301424
set3,Line length (max),TAU,-0.10725828175953395,0.0015409121726492308
set3,#conditionals (dft),TAU,-0.16319762461043083,2.8584569628192018e-06
set3,Line length (dft),TAU,-0.08984957178253676,0.008237041532817619
set3,Keywords/identifiers (area),TAU,0.013421646813831555,0.6898760990485139
set3,developer_position,TAU,0.14845319505662363,0.00012154958235444933
set4,developer_position,TAU,0.14845319505662363,0.00012154958235444933
set4,PE gen,TAU,0.07293704288932601,0.042744407214331086
set4,PE spec (java),TAU,0.10900096648125433,0.002906558478489325
set4,CR,TAU,-0.05177552865715035,0.19243495045212777
set4,CIC (avg),TAU,-0.0012639475562672426,0.9708227390820613
set4,CIC (max),TAU,-0.03894755202215156,0.284200926534248
set4,CICsyn (avg),TAU,0.07129074230957684,0.03405149999508999
set4,CICsyn (max),TAU,0.0980182308324399,0.004204860383621212
set4,MIDQ (min),TAU,0.12131537896747722,0.0015516507358248242
set4,MIDQ (avg),TAU,0.0976861619717376,0.005217937660559074
set4,MIDQ (max),TAU,0.00464566962395408,0.9046562735418451
set4,AEDQ (min),TAU,0.0674387179098939,0.051226310172966485
set4,AEDQ (avg),TAU,0.06433387579217391,0.056536631049964016
set4,AEDQ (max),TAU,0.010086677285227295,0.7698462906653093
set4,EAP (min),TAU,-0.03505109565851858,0.3201415972280143
set4,EAP (avg),TAU,-0.06993508103173227,0.04102314777589615
set4,EAP (max),TAU,-0.07218868496578422,0.03687240462935883
set4,Cyclomatic complexity,TAU,-0.12106387120624651,0.001152485810376619
set4,IMSQ (min),TAU,-0.011661266510133377,0.739707342180975
set4,IMSQ (avg),TAU,-0.007367025918745791,0.8285726222721771
set4,IMSQ (max),TAU,-0.05690466124603722,0.12250248278038496
set4,Readability,TAU,0.026787969444588784,0.42579861902014327
set4,ITID (avg),TAU,-0.039269105146156794,0.24302318596194783
set4,NMI (avg),TAU,0.04657189731196786,0.16618265316476688
set4,NMI (max),TAU,0.0019872979899006496,0.9578618962053171
set4,NM (avg),TAU,-0.09233606155105055,0.006048601454792654
set4,NM (max),TAU,-0.08239542063279655,0.027751055881791442
set4,TC (avg),TAU,-0.15064866140040337,9.686522018165665e-06
set4,TC (min),TAU,0.08623931701589761,0.011747797930672472
set4,TC (max),TAU,-0.13159951927879263,0.0001577806715839544
set4,#assignments (avg),TAU,-0.03490733711318532,0.3004792743078365
set4,#blank lines (avg),TAU,0.09129407042620388,0.007549304130345688
set4,#commas (avg),TAU,-0.04324070430408268,0.1997775484054367
set4,#comments (avg),TAU,0.05576373993892999,0.09912036943177306
set4,#comparisons (avg),TAU,-0.11408841036676134,0.0010226053701491735
set4,Identifiers length (avg),TAU,-0.08582993762150978,0.01071959947998491
set4,#conditionals (avg),TAU,-0.1386777544894273,6.203541435456329e-05
set4,Indentation length (avg),TAU,-0.010541912092960999,0.7589732096581858
set4,#keywords (avg),TAU,-0.002881270593131589,0.9320720308252579
set4,Line length (avg),TAU,0.004193573077033932,0.9007814875225417
set4,#loops (avg),TAU,-0.10624439626962645,0.004763753994959516
set4,#identifiers (avg),TAU,-0.005853298569263719,0.8618516747094147
set4,#numbers (avg),TAU,0.022101265642136637,0.5280660162113384
set4,#operators (avg),TAU,0.010684622823177326,0.7604348056477636
set4,#parenthesis (avg),TAU,-0.07666950985197873,0.023170625107423237
set4,#periods (avg),TAU,-0.051727246502534234,0.12438355249871634
set4,#spaces (avg),TAU,-0.006760615171682671,0.8407049016346934
set4,Identifiers length (max),TAU,-0.0349890255436571,0.3089225505301424
set4,Indentation length (max),TAU,-0.010818170230698013,0.7606143436595485
set4,#keywords (max),TAU,-0.0033389603242667217,0.929056849375083
set4,Line length (max),TAU,-0.10725828175953395,0.0015409121726492308
set4,#identifiers (max),TAU,-0.042085977415029785,0.2317723885048153
set4,#numbers (max),TAU,0.045694267978149315,0.2106645037790822
set4,#characters (max),TAU,-0.059952525130127735,0.07490412026878267
set4,#words (max),TAU,0.02562180167531074,0.4534559624753406
set4,Entropy,TAU,-0.002290421179277108,0.9457109487135871
set4,Volume,TAU,-0.05633108320627901,0.09399050435254502
set4,LOC,TAU,-0.025176826764296893,0.4610796554477232
set4,#assignments (dft),TAU,-0.022657502954136526,0.5061736310094317
set4,#commas (dft),TAU,-0.030278346384357918,0.37374570345806035
set4,#comments (dft),TAU,-0.025980062324011097,0.4461095289258378
set4,#comparisons (dft),TAU,-0.09927195054945241,0.004449225602273087
set4,#conditionals (dft),TAU,-0.16319762461043083,2.8584569628192018e-06
set4,Indentation length (dft),TAU,0.030415639230225024,0.3759613503377506
set4,#keywords (dft),TAU,0.012179351752140462,0.7203846322474857
set4,Line length (dft),TAU,-0.08984957178253676,0.008237041532817619
set4,#loops (dft),TAU,-0.09395700581682555,0.012616727105682447
set4,#identifiers (dft),TAU,-0.0440464588468891,0.19464034021252463
set4,#numbers (dft),TAU,-0.019179994864463465,0.5881090958158275
set4,#operators (dft),TAU,-0.0054457556657824795,0.8771790289132406
set4,#parenthesis (dft),TAU,-0.011107429319874325,0.7441630358025235
set4,#periods (dft),TAU,-0.005179749842144985,0.8790597747382226
set4,#spaces (dft),TAU,0.04572721474669146,0.18000778141925322
set4,Comments (Visual X),TAU,-0.0930492426801231,0.0077636359792554645
set4,Comments (Visual Y),TAU,-0.035712574888921815,0.30542301930547644
set4,Identifiers (Visual X),TAU,-0.05984970124980616,0.07518712370204535
set4,Identifiers (Visual Y),TAU,-0.02546018905080495,0.44909361537533343
set4,Keywords (Visual X),TAU,-0.06180908782514094,0.0662204535048506
set4,Keywords (Visual Y),TAU,-0.02196370068050753,0.5137711170229013
set4,Numbers (Visual X),TAU,-0.0911215147075646,0.013156685865150215
set4,Numbers (Visual Y),TAU,-0.048408721544979064,0.18775633589228724
set4,Strings (Visual X),TAU,0.021453492323475924,0.5377453459366216
set4,Strings (Visual Y),TAU,0.04168472925142012,0.23117240626655033
set4,Literals (Visual X),TAU,-0.06631757555302334,0.09882775355857816
set4,Literals (Visual Y),TAU,-0.06269613798016199,0.11865823781613129
set4,Operators (Visual X),TAU,-0.06148729706880623,0.06754856142441044
set4,Operators (Visual Y),TAU,-0.02532741101142657,0.45146223064604774
set4,Comments (area),TAU,0.008560956761554724,0.8056796856558814
set4,Identifiers (area),TAU,-0.0240438899641022,0.4747198751265864
set4,Keywords (area),TAU,0.0032198674549257893,0.9237381138119874
set4,Numbers (area),TAU,-0.05315755176542892,0.1480466703360252
set4,Strings (area),TAU,0.10405467600626765,0.002800325538662033
set4,Literals (area),TAU,-0.0688073138843655,0.08679904750845033
set4,Operators (area),TAU,-0.038295399524048646,0.25490527516898687
set4,Keywords/identifiers (area),TAU,0.013421646813831555,0.6898760990485139
set4,Numbers/identifiers (area),TAU,-0.04381438649963521,0.23338601531996406
set4,Strings/identifiers (area),TAU,0.10012017768541315,0.0040296289473343025
set4,Literals/identifiers (area),TAU,-0.07067461763287214,0.07857668094844893
set4,Operators/literals (area),TAU,0.04548754332371106,0.1762676243523018
set4,Numbers/keywords (area),TAU,-0.049689304975212734,0.17634608522509576
set4,Strings/keywords (area),TAU,0.08540655082872646,0.014159098382458803
set4,Literals/keywords (area),TAU,-0.0688073138843655,0.08679904750845033
set4,Operators/keywords (area),TAU,-0.022782498590007562,0.4982031329414631
set4,#aligned blocks,TAU,-0.0235194387192795,0.48755907667003817
set4,Extent of aligned blocks,TAU,0.0062262568167265175,0.8537894143700357
set4,#nested blocks (avg),TAU,-0.11643371438594385,0.0007873729645269567
set4,#parameters,TAU,-0.11015880889828304,0.0030039495091162996
set4,#statements,TAU,0.004901779397801319,0.8855551145703486
set1,NM (max),AU,-0.07687574894781891,0.05527381202269139
set1,#parameters,AU,-0.13141776357341717,0.0009516501914512667
set1,Identifiers length (max),AU,-0.04926473927980773,0.1810893165666695
set1,TC (avg),AU,-0.1619655213349564,8.982559423265481e-06
set1,MIDQ (avg),AU,0.08780124874706481,0.019093285711304236
set1,PE spec (java),AU,0.13444787215485737,0.0006075064062810896
set1,IMSQ (avg),AU,-0.005688273358002728,0.8759696660950423
set1,EAP (max),AU,-0.06861183984113994,0.06404028455879722
set1,IMSQ (max),AU,-0.0657976921310381,0.09553384716090457
set1,#conditionals (avg),AU,-0.12332249238995403,0.0008849828275371457
set1,NM (avg),AU,-0.1202468727386301,0.0008456528999784597
set1,PE gen,AU,0.112299280882522,0.0035889207377850633
set1,developer_position,AU,0.190954460678758,3.9474886166174244e-06
set2,Cyclomatic complexity,AU,-0.07870304091645784,0.04855738896772045
set2,Identifiers length (max),AU,-0.04926473927980773,0.1810893165666695
set2,PE spec (java),AU,0.13444787215485737,0.0006075064062810896
set2,Literals (Visual X),AU,-0.06818932068823272,0.1131675129856309
set2,Keywords (area),AU,0.0035533233955620438,0.921439164883388
set2,EAP (avg),AU,-0.07047589988156963,0.05457387011269959
set2,#conditionals (avg),AU,-0.12332249238995403,0.0008849828275371457
set2,PE gen,AU,0.112299280882522,0.0035889207377850633
set2,developer_position,AU,0.190954460678758,3.9474886166174244e-06
set3,PE spec (java),AU,0.13444787215485737,0.0006075064062810896
set3,NMI (avg),AU,0.08555680026670236,0.01756826086331533
set3,CR,AU,-0.06774848400162994,0.11139804451922193
set3,TC (avg),AU,-0.1619655213349564,8.982559423265481e-06
set3,#conditionals (avg),AU,-0.12332249238995403,0.0008849828275371457
set3,Line length (max),AU,-0.08988258237716516,0.01323068948414807
set3,#comparisons (dft),AU,-0.08719685176462495,0.019682612033429418
set3,Indentation length (dft),AU,0.04825154894802209,0.18979190069335572
set3,Literals (Visual X),AU,-0.06818932068823272,0.1131675129856309
set3,Keywords/identifiers (area),AU,-0.00013249680458027958,0.9970658701834073
set3,#parameters,AU,-0.13141776357341717,0.0009516501914512667
set3,developer_position,AU,0.190954460678758,3.9474886166174244e-06
set4,developer_position,AU,0.190954460678758,3.9474886166174244e-06
set4,PE gen,AU,0.112299280882522,0.0035889207377850633
set4,PE spec (java),AU,0.13444787215485737,0.0006075064062810896
set4,CR,AU,-0.06774848400162994,0.11139804451922193
set4,CIC (avg),AU,-0.028294152106818442,0.4446525802177653
set4,CIC (max),AU,-0.07588952008576133,0.05142588026811024
set4,CICsyn (avg),AU,0.09350660854151914,0.009452551888139338
set4,CICsyn (max),AU,0.11748821777062726,0.001360393812892638
set4,MIDQ (min),AU,0.0997072400761616,0.015182569670625829
set4,MIDQ (avg),AU,0.08780124874706481,0.019093285711304236
set4,MIDQ (max),AU,-0.007988551956397489,0.8475384897482321
set4,AEDQ (min),AU,0.03884771045127213,0.29445583531145325
set4,AEDQ (avg),AU,0.03399567917419729,0.34686272520691186
set4,AEDQ (max),AU,-0.006620499911703017,0.8577244070308743
set4,EAP (min),AU,-0.03350871166322562,0.3749561889759666
set4,EAP (avg),AU,-0.07047589988156963,0.05457387011269959
set4,EAP (max),AU,-0.06861183984113994,0.06404028455879722
set4,Cyclomatic complexity,AU,-0.07870304091645784,0.04855738896772045
set4,IMSQ (min),AU,-0.0095938936139989,0.7985942825615082
set4,IMSQ (avg),AU,-0.005688273358002728,0.8759696660950423
set4,IMSQ (max),AU,-0.0657976921310381,0.09553384716090457
set4,Readability,AU,-0.009431363453305357,0.7935036739621538
set4,ITID (avg),AU,-0.05811791655453174,0.10673602963159357
set4,NMI (avg),AU,0.08555680026670236,0.01756826086331533
set4,NMI (max),AU,0.05134779053370262,0.20254061194658057
set4,NM (avg),AU,-0.1202468727386301,0.0008456528999784597
set4,NM (max),AU,-0.07687574894781891,0.05527381202269139
set4,TC (avg),AU,-0.1619655213349564,8.982559423265481e-06
set4,TC (min),AU,0.0670465833233341,0.06744480683384893
set4,TC (max),AU,-0.1133346531297196,0.002383494115375565
set4,#assignments (avg),AU,-0.00841628569263051,0.8157197870531703
set4,#blank lines (avg),AU,0.07289694116124495,0.046430637024502626
set4,#commas (avg),AU,-0.011704526366871484,0.7459334416662144
set4,#comments (avg),AU,0.01451282713689871,0.6886570949543684
set4,#comparisons (avg),AU,-0.10990346608068984,0.003142378850233459
set4,Identifiers length (avg),AU,-0.11061074149642795,0.0021409035835190785
set4,#conditionals (avg),AU,-0.12332249238995403,0.0008849828275371457
set4,Indentation length (avg),AU,-0.03284142488996669,0.37220938037871987
set4,#keywords (avg),AU,-0.023227400023183825,0.5212035393251904
set4,Line length (avg),AU,0.0038424073328281083,0.9150710573058995
set4,#loops (avg),AU,-0.06394072381145406,0.11281590131798834
set4,#identifiers (avg),AU,0.012370383482177014,0.7313464992782717
set4,#numbers (avg),AU,0.03740155298575848,0.3188730023476998
set4,#operators (avg),AU,0.019342740637033805,0.6063494238454454
set4,#parenthesis (avg),AU,-0.06080652645426945,0.09273074384281318
set4,#periods (avg),AU,-0.051717139982313545,0.1514989361647294
set4,#spaces (avg),AU,-0.020705637006681876,0.5655101076160984
set4,Identifiers length (max),AU,-0.04926473927980773,0.1810893165666695
set4,Indentation length (max),AU,-0.03375454590801916,0.37485131344057543
set4,#keywords (max),AU,-0.015536932893274564,0.698967292143415
set4,Line length (max),AU,-0.08988258237716516,0.01323068948414807
set4,#identifiers (max),AU,-0.008837423637970269,0.8146694959569374
set4,#numbers (max),AU,0.06250279592597688,0.10997790372374727
set4,#characters (max),AU,-0.06351629262326453,0.07814457278477827
set4,#words (max),AU,0.03169250194063946,0.3866746903365693
set4,Entropy,AU,0.01343035791881925,0.7093314705718701
set4,Volume,AU,-0.020561095038048843,0.5682268901065506
set4,LOC,AU,-0.007926966122214038,0.8284846210005722
set4,#assignments (dft),AU,0.003520068258566157,0.9231863500648068
set4,#commas (dft),AU,0.0005005182984668434,0.9890481764627737
set4,#comments (dft),AU,-0.017509562214539406,0.6316694675856563
set4,#comparisons (dft),AU,-0.08719685176462495,0.019682612033429418
set4,#conditionals (dft),AU,-0.12927148860684765,0.0005377508640114874
set4,Indentation length (dft),AU,0.04825154894802209,0.18979190069335572
set4,#keywords (dft),AU,0.046752104245151194,0.19959237678741415
set4,Line length (dft),AU,-0.07068803582531007,0.052309042033641
set4,#loops (dft),AU,-0.03891575573453271,0.33484775176746195
set4,#identifiers (dft),AU,-0.022239820574702536,0.5409687360996431
set4,#numbers (dft),AU,0.008591987377794005,0.8208304690708058
set4,#operators (dft),AU,0.014859265463912674,0.6938344489866739
set4,#parenthesis (dft),AU,0.012042725035702227,0.7411636841820854
set4,#periods (dft),AU,0.02927957524563201,0.4219951050279692
set4,#spaces (dft),AU,0.08276039870305878,0.02349448934836726
set4,Comments (Visual X),AU,-0.11096576032350669,0.003039435067763759
set4,Comments (Visual Y),AU,-0.03930777136958581,0.2923140469021881
set4,Identifiers (Visual X),AU,-0.06705542828167423,0.06273061948129213
set4,Identifiers (Visual Y),AU,-0.010659970186686131,0.7673346194533804
set4,Keywords (Visual X),AU,-0.069321669378906,0.05444005072266508
set4,Keywords (Visual Y),AU,-0.004059220285777656,0.9102985287595551
set4,Numbers (Visual X),AU,-0.07585907229024738,0.05399601798176079
set4,Numbers (Visual Y),AU,-0.02175285036194307,0.5805810490417693
set4,Strings (Visual X),AU,0.028803138563287374,0.4399141527160124
set4,Strings (Visual Y),AU,0.05612366946625595,0.13234434274299417
set4,Literals (Visual X),AU,-0.06818932068823272,0.1131675129856309
set4,Literals (Visual Y),AU,-0.06375424291989237,0.13858438052374727
set4,Operators (Visual X),AU,-0.06895856420200915,0.05563079119434593
set4,Operators (Visual Y),AU,-0.010178163624576023,0.7775672212655422
set4,Comments (area),AU,-0.01671422077498451,0.6538906277798179
set4,Identifiers (area),AU,-0.008853195578773228,0.8059014465353351
set4,Keywords (area),AU,0.0035533233955620438,0.921439164883388
set4,Numbers (area),AU,-0.039672087575986954,0.3136003446951162
set4,Strings (area),AU,0.11342582194456018,0.002354474186960987
set4,Literals (area),AU,-0.0680661240835566,0.11382016192513376
set4,Operators (area),AU,-0.0054564593158969695,0.8796272191489296
set4,Keywords/identifiers (area),AU,-0.00013249680458027958,0.9970658701834073
set4,Numbers/identifiers (area),AU,-0.03175877363388973,0.42005716155065265
set4,Strings/identifiers (area),AU,0.10321230250680848,0.0056475310610936864
set4,Literals/identifiers (area),AU,-0.0683741155952469,0.11219407250202695
set4,Operators/literals (area),AU,0.05373347683932975,0.13586944639130652
set4,Numbers/keywords (area),AU,-0.037290600620473825,0.34353438359188715
set4,Strings/keywords (area),AU,0.0925679398173402,0.013059172180963073
set4,Literals/keywords (area),AU,-0.0680661240835566,0.11382016192513376
set4,Operators/keywords (area),AU,0.002734252239974861,0.9395081612913383
set4,#aligned blocks,AU,0.004880273265950849,0.8930277578516697
set4,Extent of aligned blocks,AU,0.02070888549038917,0.5671744605900121
set4,#nested blocks (avg),AU,-0.09957645368236438,0.00735580472371713
set4,#parameters,AU,-0.13141776357341717,0.0009516501914512667
set4,#statements,AU,0.0618226997558909,0.09013872397295346
