model,iteration,hyperparameters,target,tp_c,tn_c,fp_c,fn_c,n_instances_c,n_positives_c,n_negatives_c,tp_cw,tn_cw,fp_cw,fn_cw,n_instances_cw,n_positives_cw,n_negatives_cw,precision_c,recall_c,f1_c,accuracy_c,precision_cw,recall_cw,f1_cw,accuracy_cw,auc_c,auc_cw,diff_precision,diff_recall,diff_f1,diff_accuracy,diff_auc,experiment,use_smote
SVC,overall,"{'degree': 2, 'C': 10, 'random_state': 42, 'kernel': 'sigmoid'}",BD50,11,294,64,75,444,86,358,11,292,66,75,444,86,358,0.1466666666666666,0.127906976744186,0.1366459627329192,0.6869369369369369,0.1428571428571428,0.127906976744186,0.1349693251533742,0.6824324324324325,0.4737330847832089,0.4709553070054312,-0.0038095238095238,0.0,-0.001676637579545,-0.0045045045045044,-0.0027777777777777,exp42-BD50-feature-set1-NO-SMOTE,False
knn_classifier,overall,"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}",BD50,15,315,43,71,444,86,358,15,315,43,71,444,86,358,0.2586206896551724,0.1744186046511628,0.2083333333333333,0.7432432432432432,0.2586206896551724,0.1744186046511628,0.2083333333333333,0.7432432432432432,0.5265660959219369,0.5265660959219369,0.0,0.0,0.0,0.0,0.0,exp42-BD50-feature-set1-NO-SMOTE,False
knn_classifier,overall,"{'weights': 'uniform', 'n_neighbors': 7, 'metric': 'euclidean'}",BD50,9,340,18,77,444,86,358,9,340,18,77,444,86,358,0.3333333333333333,0.1046511627906976,0.1592920353982301,0.786036036036036,0.3333333333333333,0.1046511627906976,0.1592920353982301,0.786036036036036,0.5274970081929486,0.5274970081929486,0.0,0.0,0.0,0.0,0.0,exp42-BD50-feature-set1-NO-SMOTE,False
knn_classifier,overall,"{'weights': 'uniform', 'n_neighbors': 9, 'metric': 'euclidean'}",BD50,6,349,9,80,444,86,358,6,349,9,80,444,86,358,0.4,0.0697674418604651,0.1188118811881188,0.7995495495495496,0.4,0.0697674418604651,0.1188118811881188,0.7995495495495496,0.5223890730000921,0.5223890730000921,0.0,0.0,0.0,0.0,0.0,exp42-BD50-feature-set1-NO-SMOTE,False
knn_classifier,overall,"{'weights': 'uniform', 'n_neighbors': 3, 'metric': 'euclidean'}",BD50,15,315,43,71,444,86,358,15,315,43,71,444,86,358,0.2586206896551724,0.1744186046511628,0.2083333333333333,0.7432432432432432,0.2586206896551724,0.1744186046511628,0.2083333333333333,0.7432432432432432,0.5265660959219369,0.5265660959219369,0.0,0.0,0.0,0.0,0.0,exp42-BD50-feature-set1-NO-SMOTE,False
knn_classifier,overall,"{'metric': 'manhattan', 'weights': 'uniform', 'n_neighbors': 3}",BD50,15,315,43,71,444,86,358,15,315,43,71,444,86,358,0.2586206896551724,0.1744186046511628,0.2083333333333333,0.7432432432432432,0.2586206896551724,0.1744186046511628,0.2083333333333333,0.7432432432432432,0.5265660959219369,0.5265660959219369,0.0,0.0,0.0,0.0,0.0,exp42-BD50-feature-set1-NO-SMOTE,False
knn_classifier,overall,"{'metric': 'manhattan', 'weights': 'uniform', 'n_neighbors': 9}",BD50,6,349,9,80,444,86,358,6,347,11,80,444,86,358,0.4,0.0697674418604651,0.1188118811881188,0.7995495495495496,0.3529411764705882,0.0697674418604651,0.116504854368932,0.795045045045045,0.5223890730000921,0.5196112952223142,-0.0470588235294117,0.0,-0.0023070268191867,-0.0045045045045045,-0.0027777777777778,exp42-BD50-feature-set1-NO-SMOTE,False
logistic_regression,overall,"{'penalty': 'l2', 'C': 10, 'solver': 'liblinear', 'random_state': 42}",BD50,3,355,3,83,444,86,358,3,354,4,83,444,86,358,0.5,0.0348837209302325,0.0652173913043478,0.8063063063063063,0.4285714285714285,0.0348837209302325,0.064516129032258,0.8040540540540541,0.5134803921568627,0.5120719414526373,-0.0714285714285714,0.0,-0.0007012622720897,-0.0022522522522522,-0.0014084507042253,exp42-BD50-feature-set1-NO-SMOTE,False
logistic_regression,overall,"{'random_state': 42, 'solver': 'liblinear', 'penalty': 'l1', 'C': 1}",BD50,3,355,3,83,444,86,358,3,354,4,83,444,86,358,0.5,0.0348837209302325,0.0652173913043478,0.8063063063063063,0.4285714285714285,0.0348837209302325,0.064516129032258,0.8040540540540541,0.5134803921568627,0.5120719414526373,-0.0714285714285714,0.0,-0.0007012622720897,-0.0022522522522522,-0.0014084507042253,exp42-BD50-feature-set1-NO-SMOTE,False
logistic_regression,overall,"{'penalty': 'l2', 'C': 0.01, 'solver': 'liblinear', 'random_state': 42}",BD50,3,355,3,83,444,86,358,4,354,4,82,444,86,358,0.5,0.0348837209302325,0.0652173913043478,0.8063063063063063,0.5,0.0465116279069767,0.0851063829787234,0.8063063063063063,0.5134803921568627,0.5179542943938138,0.0,0.0116279069767441,0.0198889916743755,0.0,0.004473902236951,exp42-BD50-feature-set1-NO-SMOTE,False
