model,iteration,hyperparameters,target,tp_c,tn_c,fp_c,fn_c,n_instances_c,n_positives_c,n_negatives_c,tp_cw,tn_cw,fp_cw,fn_cw,n_instances_cw,n_positives_cw,n_negatives_cw,precision_c,recall_c,f1_c,accuracy_c,precision_cw,recall_cw,f1_cw,accuracy_cw,auc_c,auc_cw,diff_precision,diff_recall,diff_f1,diff_accuracy,diff_auc,experiment,use_smote,warning_feature,feature_set
bayes_network,overall,{'var_smoothing': 1e-09},ABU50,85,119,48,91,343,176,167,82,125,42,94,343,176,167,0.6390977443609023,0.4829545454545454,0.5501618122977346,0.5947521865889213,0.6612903225806451,0.4659090909090909,0.5466666666666665,0.6034985422740525,0.597717511246923,0.6070605211781681,0.0221925782197428,-0.0170454545454545,-0.0034951456310681,0.0087463556851312,0.0093430099312451,exp42-ABU50-feature-set2-NO-SMOTE,False,warnings_typestate_checker,set2
bayes_network,overall,{'var_smoothing': 1e-05},ABU50,85,119,48,91,343,176,167,83,124,43,93,343,176,167,0.6390977443609023,0.4829545454545454,0.5501618122977346,0.5947521865889213,0.6587301587301587,0.4715909090909091,0.5496688741721855,0.6034985422740525,0.597717511246923,0.6068079959256429,0.0196324143692564,-0.0113636363636363,-0.0004929381255491,0.0087463556851312,0.0090904846787199,exp42-ABU50-feature-set2-NO-SMOTE,False,warnings_typestate_checker,set2
logistic_regression,overall,"{'solver': 'liblinear', 'penalty': 'l2', 'random_state': 1699304546, 'C': 0.01}",ABU50,135,67,100,41,343,176,167,130,71,96,46,343,176,167,0.574468085106383,0.7670454545454546,0.6569343065693432,0.5889212827988338,0.5752212389380531,0.7386363636363636,0.6467661691542289,0.5860058309037901,0.5841257108904168,0.5816840675664207,0.00075315383167,-0.0284090909090909,-0.0101681374151142,-0.0029154518950437,-0.0024416433239961,exp42-ABU50-feature-set2-NO-SMOTE,False,warnings_typestate_checker,set2
logistic_regression,overall,"{'random_state': 1699304546, 'penalty': 'l1', 'solver': 'saga', 'C': 0.01}",ABU50,176,0,167,0,343,176,167,176,0,167,0,343,176,167,0.5131195335276968,1.0,0.6782273603082851,0.5131195335276968,0.5131195335276968,1.0,0.6782273603082851,0.5131195335276968,0.5,0.5,0.0,0.0,0.0,0.0,0.0,exp42-ABU50-feature-set2-NO-SMOTE,False,warnings_typestate_checker,set2
logistic_regression,overall,"{'penalty': 'l2', 'random_state': 1699304546, 'solver': 'saga', 'C': 0.01}",ABU50,102,106,61,74,343,176,167,128,76,91,48,343,176,167,0.6257668711656442,0.5795454545454546,0.6017699115044249,0.6064139941690962,0.5844748858447488,0.7272727272727273,0.6481012658227848,0.5947521865889213,0.6065970630676513,0.5909332824038707,-0.0412919853208954,0.1477272727272727,0.0463313543183598,-0.0116618075801749,-0.0156637806637806,exp42-ABU50-feature-set2-NO-SMOTE,False,warnings_typestate_checker,set2
knn_classifier,overall,"{'n_neighbors': 13, 'metric': 'euclidean', 'weights': 'uniform'}",ABU50,100,98,69,76,343,176,167,106,104,63,70,343,176,167,0.591715976331361,0.5681818181818182,0.5797101449275363,0.577259475218659,0.6272189349112426,0.6022727272727273,0.6144927536231884,0.6122448979591837,0.5777794754265342,0.6117562176385707,0.0355029585798816,0.034090909090909,0.0347826086956521,0.0349854227405247,0.0339767422120365,exp42-ABU50-feature-set2-NO-SMOTE,False,warnings_typestate_checker,set2
knn_classifier,overall,"{'metric': 'euclidean', 'n_neighbors': 15, 'weights': 'distance'}",ABU50,94,97,70,82,343,176,167,102,112,55,74,343,176,167,0.573170731707317,0.5340909090909091,0.5529411764705883,0.5568513119533528,0.6496815286624203,0.5795454545454546,0.6126126126126127,0.6239067055393586,0.5574573465749937,0.6247288006111535,0.0765107969551033,0.0454545454545455,0.0596714361420244,0.0670553935860057,0.0672714540361598,exp42-ABU50-feature-set2-NO-SMOTE,False,warnings_typestate_checker,set2
knn_classifier,overall,"{'weights': 'uniform', 'n_neighbors': 15, 'metric': 'manhattan'}",ABU50,99,102,65,77,343,176,167,107,111,56,69,343,176,167,0.6036585365853658,0.5625,0.5823529411764706,0.5860058309037901,0.656441717791411,0.6079545454545454,0.631268436578171,0.6355685131195336,0.5867761650114591,0.6358950853068499,0.0527831812060451,0.0454545454545454,0.0489154954017003,0.0495626822157434,0.0491189202953907,exp42-ABU50-feature-set2-NO-SMOTE,False,warnings_typestate_checker,set2
knn_classifier,overall,"{'weights': 'uniform', 'metric': 'euclidean', 'n_neighbors': 3}",ABU50,108,92,75,68,343,176,167,102,93,74,74,343,176,167,0.5901639344262295,0.6136363636363636,0.6016713091922006,0.5830903790087464,0.5795454545454546,0.5795454545454546,0.5795454545454546,0.5685131195335277,0.5823155929038282,0.5677769289533995,-0.0106184798807749,-0.034090909090909,-0.0221258546467459,-0.0145772594752187,-0.0145386639504286,exp42-ABU50-feature-set2-NO-SMOTE,False,warnings_typestate_checker,set2
knn_classifier,overall,"{'weights': 'distance', 'n_neighbors': 5, 'metric': 'manhattan'}",ABU50,101,95,72,75,343,176,167,102,96,71,74,343,176,167,0.5838150289017341,0.5738636363636364,0.5787965616045845,0.5714285714285714,0.5895953757225434,0.5795454545454546,0.5845272206303725,0.577259475218659,0.5714956285544521,0.576530854766149,0.0057803468208093,0.0056818181818182,0.005730659025788,0.0058309037900875,0.0050352262116968,exp42-ABU50-feature-set2-NO-SMOTE,False,warnings_typestate_checker,set2
knn_classifier,overall,"{'n_neighbors': 13, 'weights': 'uniform', 'metric': 'manhattan'}",ABU50,101,103,64,75,343,176,167,100,105,62,76,343,176,167,0.6121212121212121,0.5738636363636364,0.5923753665689149,0.5947521865889213,0.6172839506172839,0.5681818181818182,0.591715976331361,0.597667638483965,0.5956196417961125,0.5980600118835413,0.0051627384960718,-0.0056818181818181,-0.0006593902375539,0.0029154518950437,0.0024403700874288,exp42-ABU50-feature-set2-NO-SMOTE,False,warnings_typestate_checker,set2
knn_classifier,overall,"{'weights': 'uniform', 'metric': 'euclidean', 'n_neighbors': 11}",ABU50,99,100,67,77,343,176,167,105,102,65,71,343,176,167,0.5963855421686747,0.5625,0.5789473684210528,0.5801749271137027,0.6176470588235294,0.5965909090909091,0.6069364161849711,0.6034985422740525,0.5806557168321875,0.6029971988795517,0.0212615166548547,0.034090909090909,0.0279890477639183,0.0233236151603498,0.0223414820473641,exp42-ABU50-feature-set2-NO-SMOTE,False,warnings_typestate_checker,set2
SVC,overall,"{'C': 0.1, 'random_state': 1699304546, 'kernel': 'rbf', 'degree': 2}",ABU50,96,108,59,80,343,176,167,129,81,86,47,343,176,167,0.6193548387096774,0.5454545454545454,0.5800604229607251,0.5947521865889213,0.6,0.7329545454545454,0.6598465473145779,0.6122448979591837,0.5960801290213056,0.6083766233766233,-0.0193548387096774,0.1875,0.0797861243538528,0.0174927113702624,0.0122964943553177,exp42-ABU50-feature-set2-NO-SMOTE,False,warnings_typestate_checker,set2
SVC,overall,"{'C': 0.1, 'random_state': 1699304546, 'kernel': 'sigmoid', 'degree': 2}",ABU50,170,3,164,6,343,176,167,151,26,141,25,343,176,167,0.5089820359281437,0.9659090909090908,0.6666666666666667,0.5043731778425656,0.5171232876712328,0.8579545454545454,0.6452991452991452,0.5160349854227405,0.4924242424242424,0.5065181224004753,0.0081412517430891,-0.1079545454545455,-0.0213675213675215,0.0116618075801748,0.0140938799762329,exp42-ABU50-feature-set2-NO-SMOTE,False,warnings_typestate_checker,set2
mlp_classifier,overall,"{'solver': 'adam', 'momentum': 0.9, 'learning_rate_init': 0.1, 'hidden_layer_sizes': (50, 100, 50), 'alpha': 0.0001, 'max_iter': 200, 'learning_rate': 'constant', 'random_state': 1699304546, 'activation': 'relu', 'early_stopping': True}",ABU50,81,103,64,95,343,176,167,120,76,91,56,343,176,167,0.5586206896551724,0.4602272727272727,0.5046728971962617,0.5364431486880467,0.5687203791469194,0.6818181818181818,0.6201550387596899,0.5714285714285714,0.5384182157711569,0.5677489177489179,0.010099689491747,0.221590909090909,0.1154821415634281,0.0349854227405247,0.0293307019777609,exp42-ABU50-feature-set2-NO-SMOTE,False,warnings_typestate_checker,set2
mlp_classifier,overall,"{'hidden_layer_sizes': (100,), 'learning_rate_init': 0.1, 'alpha': 0.0001, 'solver': 'sgd', 'max_iter': 200, 'learning_rate': 'constant', 'momentum': 0.95, 'random_state': 1699304546, 'activation': 'relu', 'early_stopping': True}",ABU50,105,90,77,71,343,176,167,83,119,48,93,343,176,167,0.5769230769230769,0.5965909090909091,0.5865921787709498,0.5685131195335277,0.6335877862595419,0.4715909090909091,0.5407166123778502,0.5889212827988338,0.5654736440030558,0.5919921908157203,0.056664709336465,-0.1249999999999999,-0.0458755663930996,0.0204081632653061,0.0265185468126645,exp42-ABU50-feature-set2-NO-SMOTE,False,warnings_typestate_checker,set2
mlp_classifier,overall,"{'solver': 'adam', 'momentum': 0.9, 'hidden_layer_sizes': (50, 50, 50), 'alpha': 0.0001, 'max_iter': 200, 'learning_rate': 'constant', 'random_state': 1699304546, 'activation': 'relu', 'learning_rate_init': 0.01, 'early_stopping': True}",ABU50,127,80,87,49,343,176,167,104,85,82,72,343,176,167,0.5934579439252337,0.7215909090909091,0.6512820512820513,0.6034985422740525,0.5591397849462365,0.5909090909090909,0.5745856353591161,0.5510204081632653,0.5997614803497157,0.5495051353874884,-0.0343181589789971,-0.1306818181818181,-0.0766964159229351,-0.0524781341107872,-0.0502563449622273,exp42-ABU50-feature-set2-NO-SMOTE,False,warnings_typestate_checker,set2
mlp_classifier,overall,"{'hidden_layer_sizes': (100,), 'learning_rate_init': 0.1, 'momentum': 0.9, 'alpha': 0.0001, 'solver': 'sgd', 'max_iter': 200, 'learning_rate': 'constant', 'random_state': 1699304546, 'activation': 'relu', 'early_stopping': True}",ABU50,117,81,86,59,343,176,167,90,113,54,86,343,176,167,0.5763546798029556,0.6647727272727273,0.6174142480211081,0.577259475218659,0.625,0.5113636363636364,0.5625,0.5918367346938775,0.5724267888973771,0.5941864018334606,0.0486453201970443,-0.1534090909090909,-0.0549142480211081,0.0145772594752185,0.0217596129360835,exp42-ABU50-feature-set2-NO-SMOTE,False,warnings_typestate_checker,set2
mlp_classifier,overall,"{'solver': 'adam', 'hidden_layer_sizes': (100,), 'momentum': 0.9, 'learning_rate_init': 0.001, 'alpha': 0.0001, 'max_iter': 200, 'learning_rate': 'constant', 'random_state': 1699304546, 'activation': 'relu', 'early_stopping': True}",ABU50,131,46,121,45,343,176,167,117,88,79,59,343,176,167,0.5198412698412699,0.7443181818181818,0.6121495327102804,0.5160349854227405,0.5969387755102041,0.6647727272727273,0.6290322580645162,0.597667638483965,0.5100606909430438,0.5965423138952551,0.0770975056689342,-0.0795454545454544,0.0168827253542358,0.0816326530612244,0.0864816229522112,exp42-ABU50-feature-set2-NO-SMOTE,False,warnings_typestate_checker,set2
mlp_classifier,overall,"{'hidden_layer_sizes': (50, 50, 50), 'alpha': 0.0001, 'solver': 'sgd', 'max_iter': 200, 'learning_rate': 'constant', 'random_state': 1699304546, 'activation': 'relu', 'learning_rate_init': 0.01, 'momentum': 0.99, 'early_stopping': True}",ABU50,122,85,82,54,343,176,167,93,99,68,83,343,176,167,0.5980392156862745,0.6931818181818182,0.6421052631578947,0.6034985422740525,0.577639751552795,0.5284090909090909,0.5519287833827893,0.5597667638483965,0.6007664884135473,0.5587573211102623,-0.0203994641334794,-0.1647727272727273,-0.0901764797751054,-0.043731778425656,-0.0420091673032849,exp42-ABU50-feature-set2-NO-SMOTE,False,warnings_typestate_checker,set2
mlp_classifier,overall,"{'solver': 'adam', 'momentum': 0.9, 'hidden_layer_sizes': (50, 100, 50), 'learning_rate_init': 0.001, 'alpha': 0.0001, 'max_iter': 200, 'learning_rate': 'constant', 'random_state': 1699304546, 'activation': 'relu', 'early_stopping': True}",ABU50,118,76,91,58,343,176,167,110,75,92,66,343,176,167,0.5645933014354066,0.6704545454545454,0.612987012987013,0.565597667638484,0.5445544554455446,0.625,0.582010582010582,0.5393586005830904,0.5623312961548257,0.5377722604193192,-0.020038845989862,-0.0454545454545454,-0.0309764309764309,-0.0262390670553935,-0.0245590357355064,exp42-ABU50-feature-set2-NO-SMOTE,False,warnings_typestate_checker,set2
mlp_classifier,overall,"{'hidden_layer_sizes': (50, 50, 50), 'alpha': 0.0001, 'solver': 'sgd', 'max_iter': 200, 'learning_rate': 'constant', 'momentum': 0.95, 'random_state': 1699304546, 'activation': 'relu', 'learning_rate_init': 0.01, 'early_stopping': True}",ABU50,116,86,81,60,343,176,167,97,86,81,79,343,176,167,0.5888324873096447,0.6590909090909091,0.6219839142091153,0.5889212827988338,0.5449438202247191,0.5511363636363636,0.5480225988700564,0.5335276967930029,0.5864854426619133,0.5319505984211867,-0.0438886670849255,-0.1079545454545454,-0.0739613153390588,-0.0553935860058308,-0.0545348442407265,exp42-ABU50-feature-set2-NO-SMOTE,False,warnings_typestate_checker,set2
randomForest_classifier,overall,"{'min_samples_leaf': 4, 'min_samples_split': 15, 'random_state': 1699304546, 'n_estimators': 50, 'max_depth': 5, 'bootstrap': True, 'max_features': 0.1}",ABU50,105,107,60,71,343,176,167,111,108,59,65,343,176,167,0.6363636363636364,0.5965909090909091,0.6158357771260997,0.6180758017492711,0.6529411764705882,0.6306818181818182,0.6416184971098267,0.6384839650145773,0.6184856973092268,0.6385892538833715,0.0165775401069518,0.0340909090909091,0.0257827199837269,0.0204081632653061,0.0201035565741447,exp42-ABU50-feature-set2-NO-SMOTE,False,warnings_typestate_checker,set2
randomForest_classifier,overall,"{'max_depth': 10, 'min_samples_leaf': 5, 'random_state': 1699304546, 'min_samples_split': 2, 'bootstrap': True, 'n_estimators': 10, 'max_features': 0.1}",ABU50,102,108,59,74,343,176,167,112,109,58,64,343,176,167,0.6335403726708074,0.5795454545454546,0.6053412462908012,0.6122448979591837,0.6588235294117647,0.6363636363636364,0.6473988439306358,0.6443148688046647,0.6128456837280367,0.6447147950089127,0.0252831567409572,0.0568181818181817,0.0420575976398346,0.032069970845481,0.0318691112808759,exp42-ABU50-feature-set2-NO-SMOTE,False,warnings_typestate_checker,set2
randomForest_classifier,overall,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 15, 'random_state': 1699304546, 'bootstrap': True, 'n_estimators': 10, 'max_features': 0.1}",ABU50,105,111,56,71,343,176,167,110,107,60,66,343,176,167,0.6521739130434783,0.5965909090909091,0.6231454005934719,0.6297376093294461,0.6470588235294118,0.625,0.6358381502890174,0.6326530612244898,0.6301612766318649,0.6324149053560818,-0.0051150895140664,0.0284090909090909,0.0126927496955454,0.0029154518950437,0.0022536287242168,exp42-ABU50-feature-set2-NO-SMOTE,False,warnings_typestate_checker,set2
randomForest_classifier,overall,"{'max_depth': 10, 'min_samples_split': 15, 'random_state': 1699304546, 'bootstrap': True, 'n_estimators': 10, 'min_samples_leaf': 2, 'max_features': 0.1}",ABU50,114,106,61,62,343,176,167,111,103,64,65,343,176,167,0.6514285714285715,0.6477272727272727,0.6495726495726496,0.641399416909621,0.6342857142857142,0.6306818181818182,0.6324786324786325,0.6239067055393586,0.6407435701553349,0.6237844834903659,-0.0171428571428572,-0.0170454545454544,-0.0170940170940171,-0.0174927113702624,-0.016959086664969,exp42-ABU50-feature-set2-NO-SMOTE,False,warnings_typestate_checker,set2
randomForest_classifier,overall,"{'max_depth': 10, 'min_samples_leaf': 4, 'random_state': 1699304546, 'n_estimators': 50, 'bootstrap': True, 'max_features': 'sqrt', 'min_samples_split': 10}",ABU50,107,104,63,69,343,176,167,115,111,56,61,343,176,167,0.6294117647058823,0.6079545454545454,0.6184971098265896,0.6151603498542274,0.672514619883041,0.6534090909090909,0.6628242074927955,0.6588921282798834,0.6152079619726678,0.6589402427637723,0.0431028551771586,0.0454545454545455,0.0443270976662059,0.043731778425656,0.0437322807911044,exp42-ABU50-feature-set2-NO-SMOTE,False,warnings_typestate_checker,set2
