model,iteration,hyperparameters,target,tp_c,tn_c,fp_c,fn_c,n_instances_c,n_positives_c,n_negatives_c,tp_cw,tn_cw,fp_cw,fn_cw,n_instances_cw,n_positives_cw,n_negatives_cw,precision_c,recall_c,f1_c,accuracy_c,precision_cw,recall_cw,f1_cw,accuracy_cw,auc_c,auc_cw,diff_precision,diff_recall,diff_f1,diff_accuracy,diff_auc,experiment,use_smote
SVC,overall,"{'degree': 2, 'kernel': 'rbf', 'random_state': 42, 'C': 0.1}",PBU,309,0,135,0,444,309,135,309,0,135,0,444,309,135,0.6959459459459459,1.0,0.8207171314741035,0.6959459459459459,0.6959459459459459,1.0,0.8207171314741035,0.6959459459459459,0.5,0.5,0.0,0.0,0.0,0.0,0.0,exp7-PBU-feature-set2-NO-SMOTE,False
knn_classifier,overall,"{'n_neighbors': 15, 'weights': 'uniform', 'metric': 'euclidean'}",PBU,276,12,123,33,444,309,135,278,12,123,31,444,309,135,0.6917293233082706,0.8932038834951457,0.7796610169491526,0.6486486486486487,0.6932668329177057,0.8996763754045307,0.7830985915492958,0.6531531531531531,0.4911393148833656,0.4943651213349785,0.0015375096094351,0.006472491909385,0.0034375746001432,0.0045045045045044,0.0032258064516129,exp7-PBU-feature-set2-NO-SMOTE,False
knn_classifier,overall,"{'metric': 'manhattan', 'weights': 'uniform', 'n_neighbors': 15}",PBU,279,13,122,30,444,309,135,272,16,119,37,444,309,135,0.6957605985037406,0.9029126213592232,0.7859154929577464,0.6576576576576577,0.6956521739130435,0.8802588996763754,0.7771428571428571,0.6486486486486487,0.4996817282644887,0.4995025167949546,-0.0001084245906971,-0.0226537216828479,-0.0087726358148892,-0.009009009009009,-0.000179211469534,exp7-PBU-feature-set2-NO-SMOTE,False
knn_classifier,overall,"{'n_neighbors': 11, 'weights': 'uniform', 'metric': 'euclidean'}",PBU,283,16,119,26,444,309,135,280,16,119,29,444,309,135,0.7039800995024875,0.9158576051779936,0.7960618846694797,0.6734234234234234,0.7017543859649122,0.906148867313916,0.7909604519774012,0.6666666666666666,0.5171386881328711,0.5122735374189632,-0.0022257135375752,-0.0097087378640776,-0.0051014326920785,-0.0067567567567567,-0.0048651507139079,exp7-PBU-feature-set2-NO-SMOTE,False
knn_classifier,overall,"{'weights': 'uniform', 'n_neighbors': 13, 'metric': 'euclidean'}",PBU,281,12,123,28,444,309,135,270,13,122,39,444,309,135,0.6955445544554455,0.9093851132686084,0.7882187938288919,0.6599099099099099,0.6887755102040817,0.8737864077669902,0.7703281027104137,0.6373873873873874,0.499124507902932,0.4851655992322306,-0.0067690442513638,-0.0355987055016181,-0.0178906911184781,-0.0225225225225225,-0.0139589086707013,exp7-PBU-feature-set2-NO-SMOTE,False
logistic_regression,overall,"{'C': 0.01, 'solver': 'liblinear', 'penalty': 'l1', 'random_state': 42}",PBU,309,0,135,0,444,309,135,309,0,135,0,444,309,135,0.6959459459459459,1.0,0.8207171314741035,0.6959459459459459,0.6959459459459459,1.0,0.8207171314741035,0.6959459459459459,0.5,0.5,0.0,0.0,0.0,0.0,0.0,exp7-PBU-feature-set2-NO-SMOTE,False
randomForest_classifier,overall,"{'max_features': 0.1, 'min_samples_leaf': 4, 'max_depth': 5, 'random_state': 42, 'min_samples_split': 15, 'bootstrap': True, 'n_estimators': 10}",PBU,292,6,129,17,444,309,135,289,9,126,20,444,309,135,0.6935866983372921,0.9449838187702264,0.7999999999999999,0.6711711711711712,0.6963855421686747,0.9352750809061487,0.7983425414364641,0.6711711711711712,0.4946971032375581,0.5009166225982725,0.0027988438313825,-0.0097087378640776,-0.0016574585635358,0.0,0.0062195193607144,exp7-PBU-feature-set2-NO-SMOTE,False
randomForest_classifier,overall,"{'max_features': 0.1, 'max_depth': 5, 'random_state': 42, 'min_samples_split': 15, 'min_samples_leaf': 2, 'bootstrap': True, 'n_estimators': 10}",PBU,285,9,126,24,444,309,135,284,11,124,25,444,309,135,0.6934306569343066,0.9223300970873788,0.7916666666666667,0.6621621621621622,0.696078431372549,0.919093851132686,0.7921896792189679,0.6644144144144144,0.4944914507315353,0.5002595138766477,0.0026477744382423,-0.0032362459546926,0.0005230125523011,0.0022522522522522,0.0057680631451123,exp7-PBU-feature-set2-NO-SMOTE,False
randomForest_classifier,overall,"{'max_features': 0.1, 'min_samples_leaf': 4, 'max_depth': 5, 'random_state': 42, 'min_samples_split': 2, 'bootstrap': True, 'n_estimators': 10}",PBU,290,9,126,19,444,309,135,278,12,123,31,444,309,135,0.6971153846153846,0.9385113268608414,0.8,0.6734234234234234,0.6932668329177057,0.8996763754045307,0.7830985915492958,0.6531531531531531,0.5025559668605677,0.494259357189024,-0.0038485516976788,-0.0388349514563106,-0.0169014084507042,-0.0202702702702702,-0.0082966096715436,exp7-PBU-feature-set2-NO-SMOTE,False
randomForest_classifier,overall,"{'max_features': 0.1, 'min_samples_leaf': 4, 'max_depth': 5, 'random_state': 42, 'n_estimators': 50, 'min_samples_split': 15, 'bootstrap': True}",PBU,286,12,123,23,444,309,135,289,11,124,20,444,309,135,0.6992665036674817,0.9255663430420712,0.796657381615599,0.6711711711711712,0.6997578692493946,0.9352750809061487,0.8005540166204986,0.6756756756756757,0.5072154650684528,0.5083504710421686,0.0004913655819129,0.0097087378640776,0.0038966350048996,0.0045045045045044,0.0011350059737157,exp7-PBU-feature-set2-NO-SMOTE,False
