experiment,warning_feature,feature_set,#best_hyperparameters,use_smote,model,target,metric,code(median),code+warning(median),code(mean),code+warning(mean),diff(median),diff(mean),wilcoxon_test(p-value),cliffs_delta,cliffs_delta_result
exp13-PBU-feature-set3-NO-SMOTE,warnings_infer,set3,2,False,logistic_regression,PBU,auc,0.4999103942652329,0.4999103942652329,0.4999103942652329,0.4999103942652329,0.0,0.0,0.5,0.0,negligible
exp13-PBU-feature-set3-NO-SMOTE,warnings_infer,set3,10,False,randomForest_classifier,PBU,f1,0.7999804381846636,0.7997179938373584,0.8003901062599438,0.7991447684802222,-0.0002624443473051574,-0.0012453377797215781,0.9368605357226512,0.21,small
exp13-PBU-feature-set3-NO-SMOTE,warnings_infer,set3,10,False,randomForest_classifier,PBU,precision,0.7044493389397553,0.7001199040767385,0.7041468086137265,0.6989169928898231,-0.0043294348630167345,-0.005229815723903353,0.9945865393614344,0.67,large
exp13-PBU-feature-set3-NO-SMOTE,warnings_infer,set3,10,False,randomForest_classifier,PBU,recall,0.9288025889967636,0.9368932038834951,0.9271844660194175,0.9330097087378639,0.008090614886731462,0.005825242718446422,0.05682910848869716,-0.38,medium
exp13-PBU-feature-set3-NO-SMOTE,warnings_infer,set3,10,False,randomForest_classifier,PBU,auc,0.5183265761795639,0.5091833636915604,0.5176647668292299,0.506467477525119,-0.009143212488003538,-0.011197289304110902,0.998046875,0.66,large
exp13-PBU-feature-set3-NO-SMOTE,warnings_infer,set3,8,False,mlp_classifier,PBU,f1,0.8190339275445658,0.8192130223019738,0.8187657037024916,0.8040996118796441,0.00017909475740796044,-0.014666091822847505,0.7793957402470613,0.140625,negligible
exp13-PBU-feature-set3-NO-SMOTE,warnings_infer,set3,8,False,mlp_classifier,PBU,precision,0.6962488350419385,0.6959459459459459,0.6973156225699819,0.6982593415979592,-0.0003028890959925201,0.0009437190279772967,0.5279087433747583,0.1875,small
exp13-PBU-feature-set3-NO-SMOTE,warnings_infer,set3,8,False,mlp_classifier,PBU,recall,0.993527508090615,0.993527508090615,0.9915048543689321,0.9506472491909386,0.0,-0.04085760517799353,0.7998819278204641,0.140625,negligible
exp13-PBU-feature-set3-NO-SMOTE,warnings_infer,set3,8,False,mlp_classifier,PBU,auc,0.5007168458781363,0.5,0.50315701079186,0.5045037898818967,-0.0007168458781362519,0.001346779090036665,0.5279087433747583,0.171875,small
exp13-PBU-feature-set3-NO-SMOTE,warnings_infer,set3,1,False,bayes_network,PBU,f1,0.7664670658682635,0.7590361445783134,0.7664670658682635,0.7590361445783134,-0.007430921289950154,-0.007430921289950154,1.0,1.0,large
exp13-PBU-feature-set3-NO-SMOTE,warnings_infer,set3,1,False,bayes_network,PBU,precision,0.713091922005571,0.7098591549295775,0.713091922005571,0.7098591549295775,-0.0032327670759935145,-0.0032327670759935145,1.0,1.0,large
exp13-PBU-feature-set3-NO-SMOTE,warnings_infer,set3,1,False,bayes_network,PBU,recall,0.8284789644012945,0.8155339805825242,0.8284789644012945,0.8155339805825242,-0.012944983818770295,-0.012944983818770295,1.0,1.0,large
exp13-PBU-feature-set3-NO-SMOTE,warnings_infer,set3,1,False,bayes_network,PBU,auc,0.5329024423683334,0.5264243884286188,0.5329024423683334,0.5264243884286188,-0.0064780539397145676,-0.0064780539397145676,1.0,1.0,large
exp14-PBU-feature-set3-NO-SMOTE,warnings_openjml,set3,1,False,SVC,PBU,f1,0.8207171314741035,0.8207171314741035,0.8207171314741035,0.8207171314741035,0.0,0.0,0.5,0.0,negligible
exp14-PBU-feature-set3-NO-SMOTE,warnings_openjml,set3,1,False,SVC,PBU,precision,0.6959459459459459,0.6959459459459459,0.6959459459459459,0.6959459459459459,0.0,0.0,0.5,0.0,negligible
exp14-PBU-feature-set3-NO-SMOTE,warnings_openjml,set3,1,False,SVC,PBU,recall,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,negligible
exp14-PBU-feature-set3-NO-SMOTE,warnings_openjml,set3,1,False,SVC,PBU,auc,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,negligible
exp14-PBU-feature-set3-NO-SMOTE,warnings_openjml,set3,5,False,knn_classifier,PBU,f1,0.7837078651685393,0.7858156028368793,0.7816867008160246,0.7843084287159543,0.0021077376683400484,0.002621727899929649,0.3125,-0.2,small
exp14-PBU-feature-set3-NO-SMOTE,warnings_openjml,set3,5,False,knn_classifier,PBU,precision,0.6925064599483204,0.6994818652849741,0.6934976689349968,0.6984090279592611,0.0069754053366537505,0.004911359024264317,0.09375,-0.36,medium
exp14-PBU-feature-set3-NO-SMOTE,warnings_openjml,set3,5,False,knn_classifier,PBU,recall,0.9029126213592232,0.8964401294498382,0.8957928802588997,0.8944983818770227,-0.006472491909385036,-0.0012944983818770073,0.59375,0.28,small
exp14-PBU-feature-set3-NO-SMOTE,warnings_openjml,set3,5,False,knn_classifier,PBU,auc,0.492971580782263,0.5073084983449869,0.4946042658205535,0.5050384863975557,0.014336917562723928,0.010434220577002162,0.09375,-0.36,medium
exp14-PBU-feature-set3-NO-SMOTE,warnings_openjml,set3,2,False,logistic_regression,PBU,f1,0.8168471849865953,0.8168471849865953,0.8168471849865953,0.8168471849865953,0.0,0.0,0.5,0.0,negligible
exp14-PBU-feature-set3-NO-SMOTE,warnings_openjml,set3,2,False,logistic_regression,PBU,precision,0.6959090272264512,0.6959090272264512,0.6959090272264512,0.6959090272264512,0.0,0.0,0.5,0.0,negligible
exp14-PBU-feature-set3-NO-SMOTE,warnings_openjml,set3,2,False,logistic_regression,PBU,recall,0.9886731391585761,0.9886731391585761,0.9886731391585761,0.9886731391585761,0.0,0.0,0.5,0.0,negligible
exp14-PBU-feature-set3-NO-SMOTE,warnings_openjml,set3,2,False,logistic_regression,PBU,auc,0.4999103942652329,0.4999103942652329,0.4999103942652329,0.4999103942652329,0.0,0.0,0.5,0.0,negligible
exp14-PBU-feature-set3-NO-SMOTE,warnings_openjml,set3,8,False,randomForest_classifier,PBU,f1,0.803913433068412,0.8036430875757337,0.8020308369502002,0.8006967634483139,-0.00027034549267834773,-0.0013340735018863015,0.62890625,-0.03125,negligible
exp14-PBU-feature-set3-NO-SMOTE,warnings_openjml,set3,8,False,randomForest_classifier,PBU,precision,0.7070344970906068,0.7074668903937196,0.7050537630382245,0.7041337403032475,0.0004323933031127325,-0.000920022734977044,0.92578125,0.125,negligible
exp14-PBU-feature-set3-NO-SMOTE,warnings_openjml,set3,8,False,randomForest_classifier,PBU,recall,0.93042071197411,0.9320388349514565,0.9300161812297734,0.9279935275080906,0.0016181229773464256,-0.0020226537216827545,0.4166158126352,0.0625,negligible
exp14-PBU-feature-set3-NO-SMOTE,warnings_openjml,set3,8,False,randomForest_classifier,PBU,auc,0.5239350138080968,0.5250700197818126,0.5196349178369274,0.5176810966175058,0.0011350059737157414,-0.0019538212194215587,0.92578125,0.125,negligible
exp14-PBU-feature-set3-NO-SMOTE,warnings_openjml,set3,7,False,mlp_classifier,PBU,f1,0.8160000000000001,0.8207171314741035,0.8149846447778508,0.8012118899083324,0.004717131474103464,-0.013772754869518455,0.46875,-0.30612244897959184,small
exp14-PBU-feature-set3-NO-SMOTE,warnings_openjml,set3,7,False,mlp_classifier,PBU,precision,0.6952595936794582,0.6959459459459459,0.695180035926478,0.698654006970437,0.000686352266487722,0.0034739710439589677,0.1484375,-0.3877551020408163,medium
exp14-PBU-feature-set3-NO-SMOTE,warnings_openjml,set3,7,False,mlp_classifier,PBU,recall,0.9805825242718448,1.0,0.9847434119278781,0.9445214979195562,0.01941747572815522,-0.04022191400832187,0.466323319482938,-0.2857142857142857,small
exp14-PBU-feature-set3-NO-SMOTE,warnings_openjml,set3,7,False,mlp_classifier,PBU,auc,0.4983870967741935,0.5,0.49818997814767246,0.5050713628185866,0.0016129032258064835,0.0068813846709140924,0.1484375,-0.3877551020408163,medium
exp14-PBU-feature-set3-NO-SMOTE,warnings_openjml,set3,2,False,bayes_network,PBU,f1,0.7663406219235738,0.7551636389340496,0.7663406219235738,0.7551636389340496,-0.011176982989524187,-0.011176982989524187,1.0,1.0,large
exp14-PBU-feature-set3-NO-SMOTE,warnings_openjml,set3,2,False,bayes_network,PBU,precision,0.7153030231496782,0.7183406672124437,0.7153030231496782,0.7183406672124437,0.003037644062765521,0.003037644062765521,0.25,-0.5,large
exp14-PBU-feature-set3-NO-SMOTE,warnings_openjml,set3,2,False,bayes_network,PBU,recall,0.825242718446602,0.7961165048543689,0.825242718446602,0.7961165048543689,-0.029126213592233108,-0.029126213592233108,1.0,1.0,large
exp14-PBU-feature-set3-NO-SMOTE,warnings_openjml,set3,2,False,bayes_network,PBU,auc,0.5368450946980825,0.5407417200383884,0.5368450946980825,0.5407417200383884,0.0038966253403058815,0.0038966253403058815,0.5,0.0,negligible
exp15-PBU-feature-set3-NO-SMOTE,warning_sum,set3,1,False,SVC,PBU,f1,0.8207171314741035,0.8207171314741035,0.8207171314741035,0.8207171314741035,0.0,0.0,0.5,0.0,negligible
exp15-PBU-feature-set3-NO-SMOTE,warning_sum,set3,1,False,SVC,PBU,precision,0.6959459459459459,0.6959459459459459,0.6959459459459459,0.6959459459459459,0.0,0.0,0.5,0.0,negligible
exp15-PBU-feature-set3-NO-SMOTE,warning_sum,set3,1,False,SVC,PBU,recall,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,negligible
exp15-PBU-feature-set3-NO-SMOTE,warning_sum,set3,1,False,SVC,PBU,auc,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,negligible
exp15-PBU-feature-set3-NO-SMOTE,warning_sum,set3,5,False,knn_classifier,PBU,f1,0.7837078651685393,0.7859154929577464,0.7816867008160246,0.7851940319641763,0.002207627789207134,0.0035073311481516045,0.3125,-0.28,small
exp15-PBU-feature-set3-NO-SMOTE,warning_sum,set3,5,False,knn_classifier,PBU,precision,0.6925064599483204,0.6957605985037406,0.6934976689349968,0.6932737758354859,0.0032541385554202273,-0.00022389309951087455,0.5,-0.2,small
exp15-PBU-feature-set3-NO-SMOTE,warning_sum,set3,5,False,knn_classifier,PBU,recall,0.9029126213592232,0.9029126213592232,0.8957928802588997,0.9055016181229772,0.0,0.009708737864077555,0.1403563326342479,-0.2,small
exp15-PBU-feature-set3-NO-SMOTE,warning_sum,set3,5,False,knn_classifier,PBU,auc,0.492971580782263,0.4996817282644887,0.4946042658205535,0.49425779031278766,0.0067101474822257035,-0.00034647550776584213,0.5,-0.2,small
exp15-PBU-feature-set3-NO-SMOTE,warning_sum,set3,3,False,logistic_regression,PBU,f1,0.8176943699731903,0.8176943699731903,0.8181371671490979,0.8181371671490979,0.0,0.0,0.5,0.0,negligible
exp15-PBU-feature-set3-NO-SMOTE,warning_sum,set3,3,False,logistic_regression,PBU,precision,0.6959459459459459,0.6959459459459459,0.6959213334662828,0.6959213334662828,0.0,0.0,0.5,0.0,negligible
exp15-PBU-feature-set3-NO-SMOTE,warning_sum,set3,3,False,logistic_regression,PBU,recall,0.9902912621359224,0.9902912621359224,0.9924487594390508,0.9924487594390508,0.0,0.0,0.5,0.0,negligible
exp15-PBU-feature-set3-NO-SMOTE,warning_sum,set3,3,False,logistic_regression,PBU,auc,0.5,0.5,0.49994026284348864,0.49994026284348864,0.0,0.0,0.5,0.0,negligible
exp15-PBU-feature-set3-NO-SMOTE,warning_sum,set3,10,False,randomForest_classifier,PBU,f1,0.8005613959808338,0.8022346368715083,0.8011195587990111,0.8004677254691395,0.0016732408906745544,-0.0006518333298716206,0.4192318909612318,-0.08,negligible
exp15-PBU-feature-set3-NO-SMOTE,warning_sum,set3,10,False,randomForest_classifier,PBU,precision,0.7070344970906068,0.7080189953328266,0.705084825519054,0.7069000441019112,0.0009844982422198,0.0018152185828571588,0.13109630120338656,-0.08,negligible
exp15-PBU-feature-set3-NO-SMOTE,warning_sum,set3,10,False,randomForest_classifier,PBU,recall,0.93042071197411,0.9255663430420712,0.9275080906148867,0.9226537216828479,-0.004854368932038833,-0.004854368932038833,0.8464404839868125,0.13,negligible
exp15-PBU-feature-set3-NO-SMOTE,warning_sum,set3,10,False,randomForest_classifier,PBU,auc,0.5239350138080968,0.5257207630687271,0.519667332589067,0.523520477113814,0.0017857492606302428,0.003853144524746943,0.13109630120338656,-0.1,negligible
exp15-PBU-feature-set3-NO-SMOTE,warning_sum,set3,8,False,mlp_classifier,PBU,f1,0.8190339275445658,0.816876596969806,0.8183066919656591,0.8064084653851012,-0.0021573305747598637,-0.011898226580557836,0.8830235832647051,0.234375,small
exp15-PBU-feature-set3-NO-SMOTE,warning_sum,set3,8,False,mlp_classifier,PBU,precision,0.6959459459459459,0.6959459459459459,0.6972718312008301,0.6963070199799728,0.0,-0.0009648112208573423,0.5831825584876589,0.046875,negligible
exp15-PBU-feature-set3-NO-SMOTE,warning_sum,set3,8,False,mlp_classifier,PBU,recall,0.993527508090615,0.9854368932038836,0.9902912621359223,0.9591423948220065,-0.008090614886731351,-0.031148867313915862,0.8830235832647051,0.234375,small
exp15-PBU-feature-set3-NO-SMOTE,warning_sum,set3,8,False,mlp_classifier,PBU,auc,0.5,0.5,0.5030151350451456,0.500817713535852,0.0,-0.0021974215092935845,0.5831825584876589,0.046875,negligible
exp15-PBU-feature-set3-NO-SMOTE,warning_sum,set3,1,False,bayes_network,PBU,f1,0.7664670658682635,0.756838905775076,0.7664670658682635,0.756838905775076,-0.009628160093187565,-0.009628160093187565,1.0,1.0,large
exp15-PBU-feature-set3-NO-SMOTE,warning_sum,set3,1,False,bayes_network,PBU,precision,0.713091922005571,0.7134670487106017,0.713091922005571,0.7134670487106017,0.0003751267050307039,0.0003751267050307039,0.5,-1.0,large
exp15-PBU-feature-set3-NO-SMOTE,warning_sum,set3,1,False,bayes_network,PBU,recall,0.8284789644012945,0.8058252427184466,0.8284789644012945,0.8058252427184466,-0.02265372168284796,-0.02265372168284796,1.0,1.0,large
exp15-PBU-feature-set3-NO-SMOTE,warning_sum,set3,1,False,bayes_network,PBU,auc,0.5329024423683334,0.5326703488258222,0.5329024423683334,0.5326703488258222,-0.0002320935425111914,-0.0002320935425111914,1.0,1.0,large
exp16-PBU-feature-set4-NO-SMOTE,warnings_checker_framework,set4,1,False,SVC,PBU,f1,0.8207171314741035,0.8207171314741035,0.8207171314741035,0.8207171314741035,0.0,0.0,0.5,0.0,negligible
exp16-PBU-feature-set4-NO-SMOTE,warnings_checker_framework,set4,1,False,SVC,PBU,precision,0.6959459459459459,0.6959459459459459,0.6959459459459459,0.6959459459459459,0.0,0.0,0.5,0.0,negligible
exp16-PBU-feature-set4-NO-SMOTE,warnings_checker_framework,set4,1,False,SVC,PBU,recall,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,negligible
exp16-PBU-feature-set4-NO-SMOTE,warnings_checker_framework,set4,1,False,SVC,PBU,auc,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,negligible
exp16-PBU-feature-set4-NO-SMOTE,warnings_checker_framework,set4,1,False,knn_classifier,PBU,f1,0.7994505494505495,0.7994505494505495,0.7994505494505495,0.7994505494505495,0.0,0.0,0.5,0.0,negligible
exp16-PBU-feature-set4-NO-SMOTE,warnings_checker_framework,set4,1,False,knn_classifier,PBU,precision,0.6945107398568019,0.6945107398568019,0.6945107398568019,0.6945107398568019,0.0,0.0,0.5,0.0,negligible
exp16-PBU-feature-set4-NO-SMOTE,warnings_checker_framework,set4,1,False,knn_classifier,PBU,recall,0.941747572815534,0.941747572815534,0.941747572815534,0.941747572815534,0.0,0.0,0.5,0.0,negligible
exp16-PBU-feature-set4-NO-SMOTE,warnings_checker_framework,set4,1,False,knn_classifier,PBU,auc,0.496735021642478,0.496735021642478,0.496735021642478,0.496735021642478,0.0,0.0,0.5,0.0,negligible
exp16-PBU-feature-set4-NO-SMOTE,warnings_checker_framework,set4,2,False,logistic_regression,PBU,f1,0.8164223578953504,0.8164223578953504,0.8164223578953504,0.8164223578953504,0.0,0.0,0.5,0.0,negligible
exp16-PBU-feature-set4-NO-SMOTE,warnings_checker_framework,set4,2,False,logistic_regression,PBU,precision,0.7002465496449148,0.7002465496449148,0.7002465496449148,0.7002465496449148,0.0,0.0,0.5,0.0,negligible
exp16-PBU-feature-set4-NO-SMOTE,warnings_checker_framework,set4,2,False,logistic_regression,PBU,recall,0.9789644012944985,0.9789644012944985,0.9789644012944985,0.9789644012944985,0.0,0.0,0.5,0.0,negligible
exp16-PBU-feature-set4-NO-SMOTE,warnings_checker_framework,set4,2,False,logistic_regression,PBU,auc,0.5098336173296513,0.5098336173296513,0.5098336173296513,0.5098336173296513,0.0,0.0,0.5,0.0,negligible
exp16-PBU-feature-set4-NO-SMOTE,warnings_checker_framework,set4,7,False,randomForest_classifier,PBU,f1,0.7879656160458453,0.7809798270893372,0.7820078369330378,0.7799841580514822,-0.006985788956508032,-0.002023678881555524,0.7109375,0.14285714285714285,negligible
exp16-PBU-feature-set4-NO-SMOTE,warnings_checker_framework,set4,7,False,randomForest_classifier,PBU,precision,0.7069408740359897,0.7038961038961039,0.7054521295892896,0.7041899849782067,-0.0030447701398857996,-0.0012621446110828716,0.765625,0.22448979591836735,small
exp16-PBU-feature-set4-NO-SMOTE,warnings_checker_framework,set4,7,False,randomForest_classifier,PBU,recall,0.889967637540453,0.8770226537216829,0.8774849745723532,0.8742487286176607,-0.012944983818770184,-0.003236245954692518,0.59375,0.12244897959183673,negligible
exp16-PBU-feature-set4-NO-SMOTE,warnings_checker_framework,set4,7,False,randomForest_classifier,PBU,auc,0.5228068629179152,0.516249485868735,0.5196733902445166,0.5169985086695822,-0.006557377049180246,-0.0026748815749344512,0.765625,0.22448979591836735,small
exp16-PBU-feature-set4-NO-SMOTE,warnings_checker_framework,set4,7,False,mlp_classifier,PBU,f1,0.8044077134986225,0.8160000000000001,0.8023390616748369,0.816879186668816,0.011592286501377558,0.014540124993979053,0.015625,-0.6326530612244898,large
exp16-PBU-feature-set4-NO-SMOTE,warnings_checker_framework,set4,7,False,mlp_classifier,PBU,precision,0.694954128440367,0.6959459459459459,0.6936410568145167,0.6963327111830131,0.0009918175055789735,0.002691654368496388,0.1875,-0.22448979591836735,small
exp16-PBU-feature-set4-NO-SMOTE,warnings_checker_framework,set4,7,False,mlp_classifier,PBU,recall,0.9514563106796116,0.9902912621359224,0.951918631530282,0.9879796578825706,0.038834951456310884,0.03606102635228858,0.0078125,-0.673469387755102,large
exp16-PBU-feature-set4-NO-SMOTE,warnings_checker_framework,set4,7,False,mlp_classifier,PBU,auc,0.4977299880525686,0.5,0.4950391579159427,0.50086108243168,0.0022700119474314273,0.00582192451573732,0.1875,-0.22448979591836735,small
exp16-PBU-feature-set4-NO-SMOTE,warnings_checker_framework,set4,2,False,bayes_network,PBU,f1,0.7195915019710559,0.7152862608770523,0.7195915019710559,0.7152862608770523,-0.004305241094003653,-0.004305241094003653,1.0,0.5,large
exp16-PBU-feature-set4-NO-SMOTE,warnings_checker_framework,set4,2,False,bayes_network,PBU,precision,0.7241060684201479,0.7262259866883334,0.7241060684201479,0.7262259866883334,0.0021199182681854722,0.0021199182681854722,0.25,-0.5,large
exp16-PBU-feature-set4-NO-SMOTE,warnings_checker_framework,set4,2,False,bayes_network,PBU,recall,0.7184466019417475,0.7087378640776699,0.7184466019417475,0.7087378640776699,-0.009708737864077555,-0.009708737864077555,1.0,0.5,large
exp16-PBU-feature-set4-NO-SMOTE,warnings_checker_framework,set4,2,False,bayes_network,PBU,auc,0.5463707229175236,0.5489394206475116,0.5463707229175236,0.5489394206475116,0.002568697729987912,0.002568697729987912,0.25,-0.5,large
exp17-PBU-feature-set4-NO-SMOTE,warnings_typestate_checker,set4,1,False,SVC,PBU,f1,0.8207171314741035,0.8207171314741035,0.8207171314741035,0.8207171314741035,0.0,0.0,0.5,0.0,negligible
exp17-PBU-feature-set4-NO-SMOTE,warnings_typestate_checker,set4,1,False,SVC,PBU,precision,0.6959459459459459,0.6959459459459459,0.6959459459459459,0.6959459459459459,0.0,0.0,0.5,0.0,negligible
exp17-PBU-feature-set4-NO-SMOTE,warnings_typestate_checker,set4,1,False,SVC,PBU,recall,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,negligible
exp17-PBU-feature-set4-NO-SMOTE,warnings_typestate_checker,set4,1,False,SVC,PBU,auc,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,negligible
exp17-PBU-feature-set4-NO-SMOTE,warnings_typestate_checker,set4,1,False,knn_classifier,PBU,f1,0.7994505494505495,0.7994505494505495,0.7994505494505495,0.7994505494505495,0.0,0.0,0.5,0.0,negligible
exp17-PBU-feature-set4-NO-SMOTE,warnings_typestate_checker,set4,1,False,knn_classifier,PBU,precision,0.6945107398568019,0.6945107398568019,0.6945107398568019,0.6945107398568019,0.0,0.0,0.5,0.0,negligible
exp17-PBU-feature-set4-NO-SMOTE,warnings_typestate_checker,set4,1,False,knn_classifier,PBU,recall,0.941747572815534,0.941747572815534,0.941747572815534,0.941747572815534,0.0,0.0,0.5,0.0,negligible
exp17-PBU-feature-set4-NO-SMOTE,warnings_typestate_checker,set4,1,False,knn_classifier,PBU,auc,0.496735021642478,0.496735021642478,0.496735021642478,0.496735021642478,0.0,0.0,0.5,0.0,negligible
exp17-PBU-feature-set4-NO-SMOTE,warnings_typestate_checker,set4,2,False,logistic_regression,PBU,f1,0.8164223578953504,0.8164223578953504,0.8164223578953504,0.8164223578953504,0.0,0.0,0.5,0.0,negligible
exp17-PBU-feature-set4-NO-SMOTE,warnings_typestate_checker,set4,2,False,logistic_regression,PBU,precision,0.7002465496449148,0.7002465496449148,0.7002465496449148,0.7002465496449148,0.0,0.0,0.5,0.0,negligible
exp17-PBU-feature-set4-NO-SMOTE,warnings_typestate_checker,set4,2,False,logistic_regression,PBU,recall,0.9789644012944985,0.9789644012944985,0.9789644012944985,0.9789644012944985,0.0,0.0,0.5,0.0,negligible
exp17-PBU-feature-set4-NO-SMOTE,warnings_typestate_checker,set4,2,False,logistic_regression,PBU,auc,0.5098336173296513,0.5098336173296513,0.5098336173296513,0.5098336173296513,0.0,0.0,0.5,0.0,negligible
exp17-PBU-feature-set4-NO-SMOTE,warnings_typestate_checker,set4,8,False,randomForest_classifier,PBU,f1,0.7885308711506127,0.7793055400505258,0.7834009372022853,0.7790513947523471,-0.009225331100086942,-0.004349542449938237,0.875,0.25,small
exp17-PBU-feature-set4-NO-SMOTE,warnings_typestate_checker,set4,8,False,randomForest_classifier,PBU,precision,0.707851880316964,0.7053235997267759,0.7059185725743018,0.7040720744711912,-0.002528280590188059,-0.0018464981031105498,0.76953125,0.28125,small
exp17-PBU-feature-set4-NO-SMOTE,warnings_typestate_checker,set4,8,False,randomForest_classifier,PBU,recall,0.889967637540453,0.8770226537216829,0.8802588996763754,0.872168284789644,-0.012944983818770184,-0.008090614886731351,0.84375,0.28125,small
exp17-PBU-feature-set4-NO-SMOTE,warnings_typestate_checker,set4,8,False,randomForest_classifier,PBU,auc,0.5246058326967897,0.5187285778639559,0.5206566925201246,0.5166343498442917,-0.005877254832833856,-0.004022342675832902,0.80859375,0.28125,small
exp17-PBU-feature-set4-NO-SMOTE,warnings_typestate_checker,set4,8,False,mlp_classifier,PBU,f1,0.8092359535754963,0.8149558232931726,0.8051312166626098,0.8121582407644785,0.005719869717676351,0.0070270241018687285,0.125,-0.265625,small
exp17-PBU-feature-set4-NO-SMOTE,warnings_typestate_checker,set4,8,False,mlp_classifier,PBU,precision,0.6961464889547082,0.694766322141619,0.6962580846711464,0.6948277629250283,-0.0013801668130891676,-0.0014303217461180129,0.84375,0.171875,small
exp17-PBU-feature-set4-NO-SMOTE,warnings_typestate_checker,set4,8,False,mlp_classifier,PBU,recall,0.9627831715210355,0.982200647249191,0.9550970873786409,0.977346278317152,0.019417475728155442,0.022249190938511187,0.09765625,-0.328125,small
exp17-PBU-feature-set4-NO-SMOTE,warnings_typestate_checker,set4,8,False,mlp_classifier,PBU,auc,0.5004778972520908,0.49740143369175627,0.5007228440762285,0.49748614293828464,-0.0030764635603345303,-0.0032367011379438315,0.84375,0.171875,small
exp17-PBU-feature-set4-NO-SMOTE,warnings_typestate_checker,set4,2,False,bayes_network,PBU,f1,0.7195915019710559,0.7146515616897363,0.7195915019710559,0.7146515616897363,-0.00493994028131961,-0.00493994028131961,1.0,0.5,large
exp17-PBU-feature-set4-NO-SMOTE,warnings_typestate_checker,set4,2,False,bayes_network,PBU,precision,0.7241060684201479,0.7210961939520333,0.7241060684201479,0.7210961939520333,-0.003009874468114626,-0.003009874468114626,1.0,0.5,large
exp17-PBU-feature-set4-NO-SMOTE,warnings_typestate_checker,set4,2,False,bayes_network,PBU,recall,0.7184466019417475,0.7119741100323624,0.7184466019417475,0.7119741100323624,-0.006472491909385036,-0.006472491909385036,1.0,0.5,large
exp17-PBU-feature-set4-NO-SMOTE,warnings_typestate_checker,set4,2,False,bayes_network,PBU,auc,0.5463707229175236,0.5412930646140588,0.5463707229175236,0.5412930646140588,-0.005077658303464849,-0.005077658303464849,1.0,0.5,large
exp18-PBU-feature-set4-NO-SMOTE,warnings_infer,set4,1,False,SVC,PBU,f1,0.8207171314741035,0.8207171314741035,0.8207171314741035,0.8207171314741035,0.0,0.0,0.5,0.0,negligible
exp18-PBU-feature-set4-NO-SMOTE,warnings_infer,set4,1,False,SVC,PBU,precision,0.6959459459459459,0.6959459459459459,0.6959459459459459,0.6959459459459459,0.0,0.0,0.5,0.0,negligible
exp18-PBU-feature-set4-NO-SMOTE,warnings_infer,set4,1,False,SVC,PBU,recall,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,negligible
exp18-PBU-feature-set4-NO-SMOTE,warnings_infer,set4,1,False,SVC,PBU,auc,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,negligible
exp18-PBU-feature-set4-NO-SMOTE,warnings_infer,set4,1,False,knn_classifier,PBU,f1,0.7994505494505495,0.7994505494505495,0.7994505494505495,0.7994505494505495,0.0,0.0,0.5,0.0,negligible
exp18-PBU-feature-set4-NO-SMOTE,warnings_infer,set4,1,False,knn_classifier,PBU,precision,0.6945107398568019,0.6945107398568019,0.6945107398568019,0.6945107398568019,0.0,0.0,0.5,0.0,negligible
exp18-PBU-feature-set4-NO-SMOTE,warnings_infer,set4,1,False,knn_classifier,PBU,recall,0.941747572815534,0.941747572815534,0.941747572815534,0.941747572815534,0.0,0.0,0.5,0.0,negligible
exp18-PBU-feature-set4-NO-SMOTE,warnings_infer,set4,1,False,knn_classifier,PBU,auc,0.496735021642478,0.496735021642478,0.496735021642478,0.496735021642478,0.0,0.0,0.5,0.0,negligible
exp18-PBU-feature-set4-NO-SMOTE,warnings_infer,set4,2,False,logistic_regression,PBU,f1,0.8164223578953504,0.8164223578953504,0.8164223578953504,0.8164223578953504,0.0,0.0,0.5,0.0,negligible
exp18-PBU-feature-set4-NO-SMOTE,warnings_infer,set4,2,False,logistic_regression,PBU,precision,0.7002465496449148,0.7002465496449148,0.7002465496449148,0.7002465496449148,0.0,0.0,0.5,0.0,negligible
exp18-PBU-feature-set4-NO-SMOTE,warnings_infer,set4,2,False,logistic_regression,PBU,recall,0.9789644012944985,0.9789644012944985,0.9789644012944985,0.9789644012944985,0.0,0.0,0.5,0.0,negligible
exp18-PBU-feature-set4-NO-SMOTE,warnings_infer,set4,2,False,logistic_regression,PBU,auc,0.5098336173296513,0.5098336173296513,0.5098336173296513,0.5098336173296513,0.0,0.0,0.5,0.0,negligible
exp18-PBU-feature-set4-NO-SMOTE,warnings_infer,set4,8,False,randomForest_classifier,PBU,f1,0.7865329512893983,0.7807367898784421,0.7819652155509099,0.7807611570356556,-0.00579616141095618,-0.0012040585152542915,0.52734375,0.03125,negligible
