experiment,warning_feature,feature_set,#best_hyperparameters,use_smote,model,target,metric,code(median),code+warning(median),code(mean),code+warning(mean),diff(median),diff(mean),wilcoxon_test(p-value),cliffs_delta,cliffs_delta_result
exp64-PBU-feature-set1-SMOTE,warnings_openjml,set1,5,True,logistic_regression,PBU,precision,0.749034749034749,0.7531914893617021,0.7532753910433183,0.7548807729092788,0.004156740326953123,0.0016053818659604868,0.20924611672340993,-0.08,negligible
exp64-PBU-feature-set1-SMOTE,warnings_openjml,set1,5,True,logistic_regression,PBU,recall,0.6181229773462783,0.5857605177993528,0.6135922330097087,0.5818770226537217,-0.032362459546925515,-0.03171521035598701,0.9710463672913514,0.96,large
exp64-PBU-feature-set1-SMOTE,warnings_openjml,set1,5,True,logistic_regression,PBU,auc,0.5731143623793015,0.5715680513935405,0.5763932467634213,0.5746291399808057,-0.001546310985760968,-0.0017641067826156265,0.7907538832765901,0.16,small
exp64-PBU-feature-set1-SMOTE,warnings_openjml,set1,8,True,randomForest_classifier,PBU,f1,0.6982063018948265,0.6890898812888637,0.6972608994317413,0.6912687678289698,-0.009116420605962738,-0.0059921316027714555,0.80859375,0.375,medium
exp64-PBU-feature-set1-SMOTE,warnings_openjml,set1,8,True,randomForest_classifier,PBU,precision,0.7027611730939382,0.6989875258712313,0.7010180337176384,0.6992005494479083,-0.0037736472227068996,-0.001817484269730052,0.6796875,0.34375,medium
exp64-PBU-feature-set1-SMOTE,warnings_openjml,set1,8,True,randomForest_classifier,PBU,recall,0.6925566343042071,0.6796116504854369,0.6937702265372168,0.6840614886731391,-0.012944983818770184,-0.009708737864077666,0.76953125,0.3125,small
exp64-PBU-feature-set1-SMOTE,warnings_openjml,set1,8,True,randomForest_classifier,PBU,auc,0.5110734081516737,0.5049136259474705,0.508463947157099,0.505500225238459,-0.006159782204203212,-0.0029637219186400277,0.7265625,0.34375,medium
exp64-PBU-feature-set1-SMOTE,warnings_openjml,set1,3,True,mlp_classifier,PBU,f1,0.743975903614458,0.3115577889447236,0.6057126594135538,0.4511510352497105,-0.4324181146697344,-0.15456162416384328,0.75,0.1111111111111111,negligible
exp64-PBU-feature-set1-SMOTE,warnings_openjml,set1,3,True,mlp_classifier,PBU,precision,0.6957746478873239,0.6966292134831461,0.6962127921502832,0.7165886745876046,0.0008545655958221987,0.020375882437321358,0.125,-0.3333333333333333,medium
exp64-PBU-feature-set1-SMOTE,warnings_openjml,set1,3,True,mlp_classifier,PBU,recall,0.7993527508090615,0.2006472491909385,0.6148867313915858,0.44120819848975196,-0.5987055016181231,-0.17367853290183383,0.625,0.1111111111111111,negligible
exp64-PBU-feature-set1-SMOTE,warnings_openjml,set1,3,True,mlp_classifier,PBU,auc,0.5,0.5,0.5039113148050218,0.5043807248108323,0.0,0.00046941000581046666,0.39463401306714063,0.0,negligible
exp64-PBU-feature-set1-SMOTE,warnings_openjml,set1,2,True,bayes_network,PBU,f1,0.6944296269393592,0.6287439130144753,0.6944296269393592,0.6287439130144753,-0.06568571392488387,-0.06568571392488387,1.0,1.0,large
exp64-PBU-feature-set1-SMOTE,warnings_openjml,set1,2,True,bayes_network,PBU,precision,0.7245592329106093,0.7230697247382454,0.7245592329106093,0.7230697247382454,-0.0014895081723639292,-0.0014895081723639292,0.75,0.0,negligible
exp64-PBU-feature-set1-SMOTE,warnings_openjml,set1,2,True,bayes_network,PBU,recall,0.6682847896440129,0.558252427184466,0.6682847896440129,0.558252427184466,-0.11003236245954695,-0.11003236245954695,1.0,1.0,large
exp64-PBU-feature-set1-SMOTE,warnings_openjml,set1,2,True,bayes_network,PBU,auc,0.5435665041032571,0.5331457978337936,0.5435665041032571,0.5331457978337936,-0.010420706269463564,-0.010420706269463564,0.75,0.0,negligible
exp65-PBU-feature-set1-SMOTE,warning_sum,set1,4,True,SVC,PBU,f1,0.7997461616534602,0.7997461616534602,0.7988914601082673,0.7988914601082673,0.0,0.0,0.5,0.0,negligible
exp65-PBU-feature-set1-SMOTE,warning_sum,set1,4,True,SVC,PBU,precision,0.7154567901234568,0.7154567901234568,0.7141066001899335,0.7141066001899335,0.0,0.0,0.5,0.0,negligible
exp65-PBU-feature-set1-SMOTE,warning_sum,set1,4,True,SVC,PBU,recall,0.9110032362459547,0.9110032362459547,0.906957928802589,0.906957928802589,0.0,0.0,0.5,0.0,negligible
exp65-PBU-feature-set1-SMOTE,warning_sum,set1,4,True,SVC,PBU,auc,0.5402902638227862,0.5402902638227862,0.5376833734845369,0.5376833734845369,0.0,0.0,0.5,0.0,negligible
exp65-PBU-feature-set1-SMOTE,warning_sum,set1,5,True,knn_classifier,PBU,f1,0.6724137931034484,0.6620450606585788,0.6626941432100364,0.6582924418658674,-0.010368732444869577,-0.004401701344168951,0.96875,0.2,small
exp65-PBU-feature-set1-SMOTE,warning_sum,set1,5,True,knn_classifier,PBU,precision,0.7283950617283951,0.7341772151898734,0.7261108298510001,0.7274683384611002,0.005782153461478368,0.0013575086101000888,0.3125,-0.36,medium
exp65-PBU-feature-set1-SMOTE,warning_sum,set1,5,True,knn_classifier,PBU,recall,0.6310679611650486,0.6181229773462783,0.6103559870550161,0.6019417475728155,-0.012944983818770295,-0.008414239482200658,0.96875,0.4,medium
exp65-PBU-feature-set1-SMOTE,warning_sum,set1,5,True,knn_classifier,PBU,auc,0.5420177448733767,0.5482901463070686,0.5415210451064496,0.5425391229410267,0.006272401433691899,0.0010180778345770802,0.3125,-0.2,small
exp65-PBU-feature-set1-SMOTE,warning_sum,set1,5,True,logistic_regression,PBU,f1,0.6761061946902656,0.6762589928057554,0.6761000808982599,0.678355106131599,0.00015279811548984945,0.002255025233339092,0.21875,-0.2,small
exp65-PBU-feature-set1-SMOTE,warning_sum,set1,5,True,logistic_regression,PBU,precision,0.749034749034749,0.7637795275590551,0.7532753910433183,0.7636382783270799,0.014744778524306112,0.010362887283761557,0.0625,-0.68,large
exp65-PBU-feature-set1-SMOTE,warning_sum,set1,5,True,logistic_regression,PBU,recall,0.6181229773462783,0.6116504854368932,0.6135922330097087,0.6103559870550163,-0.006472491909385147,-0.003236245954692407,0.7518787627778685,0.16,small
exp65-PBU-feature-set1-SMOTE,warning_sum,set1,5,True,logistic_regression,PBU,auc,0.5731143623793015,0.5907701196701726,0.5763932467634213,0.5888755704408798,0.0176557572908711,0.012482323677458496,0.09375,-0.68,large
exp65-PBU-feature-set1-SMOTE,warning_sum,set1,10,True,randomForest_classifier,PBU,f1,0.700728294559366,0.6885796700625519,0.7001570760081399,0.6901639929839827,-0.012148624496814087,-0.009993083024157245,0.9345703125,0.4,medium
exp65-PBU-feature-set1-SMOTE,warning_sum,set1,10,True,randomForest_classifier,PBU,precision,0.7019543973941368,0.7017565485362096,0.7008577187071208,0.701264097014545,-0.00019784885792717422,0.00040637830742418224,0.5390625,-0.04,negligible
exp65-PBU-feature-set1-SMOTE,warning_sum,set1,10,True,randomForest_classifier,PBU,recall,0.6974110032362459,0.6763754045307444,0.6996763754045306,0.6799352750809062,-0.021035598705501535,-0.019741100323624416,0.947265625,0.46,medium
exp65-PBU-feature-set1-SMOTE,warning_sum,set1,10,True,randomForest_classifier,PBU,auc,0.509802279804924,0.508876353878998,0.5083625164032356,0.5085423154513583,-0.0009259259259259967,0.00017979904812270853,0.615234375,0.0,negligible
exp65-PBU-feature-set1-SMOTE,warning_sum,set1,2,True,mlp_classifier,PBU,f1,0.5598150176463429,0.5530777202072539,0.5598150176463429,0.5530777202072539,-0.006737297439089018,-0.006737297439089018,0.75,0.5,large
exp65-PBU-feature-set1-SMOTE,warning_sum,set1,2,True,mlp_classifier,PBU,precision,0.6930011021886318,0.7105751391465678,0.6930011021886318,0.7105751391465678,0.017574036957936023,0.017574036957936023,0.25,-0.5,large
exp65-PBU-feature-set1-SMOTE,warning_sum,set1,2,True,mlp_classifier,PBU,recall,0.5906148867313916,0.5857605177993528,0.5906148867313916,0.5857605177993528,-0.004854368932038833,-0.004854368932038833,0.75,0.0,negligible
exp65-PBU-feature-set1-SMOTE,warning_sum,set1,2,True,mlp_classifier,PBU,auc,0.4989971992087274,0.5045933956166637,0.4989971992087274,0.5045933956166637,0.005596196407936294,0.005596196407936294,0.5,0.0,negligible
exp65-PBU-feature-set1-SMOTE,warning_sum,set1,2,True,bayes_network,PBU,f1,0.6944296269393592,0.6752644253116575,0.6944296269393592,0.6752644253116575,-0.019165201627701633,-0.019165201627701633,1.0,0.5,large
exp65-PBU-feature-set1-SMOTE,warning_sum,set1,2,True,bayes_network,PBU,precision,0.7245592329106093,0.7273474963755995,0.7245592329106093,0.7273474963755995,0.0027882634649901705,0.0027882634649901705,0.5,0.0,negligible
exp65-PBU-feature-set1-SMOTE,warning_sum,set1,2,True,bayes_network,PBU,recall,0.6682847896440129,0.6326860841423948,0.6682847896440129,0.6326860841423948,-0.035598705501618144,-0.035598705501618144,1.0,0.5,large
exp65-PBU-feature-set1-SMOTE,warning_sum,set1,2,True,bayes_network,PBU,auc,0.5435665041032571,0.5443166461014162,0.5435665041032571,0.5443166461014162,0.0007501419981590374,0.0007501419981590374,0.5,0.0,negligible
exp66-PBU-feature-set2-SMOTE,warnings_checker_framework,set2,3,True,SVC,PBU,f1,0.7353407290015849,0.7346938775510202,0.7409250625212964,0.7421039800827809,-0.000646851450564645,0.0011789175614844716,0.25,-0.1111111111111111,negligible
exp66-PBU-feature-set2-SMOTE,warnings_checker_framework,set2,3,True,SVC,PBU,precision,0.7204968944099379,0.7134146341463414,0.7178018358635533,0.7145068180840539,-0.007082260263596485,-0.003295017779499365,0.875,0.3333333333333333,medium
exp66-PBU-feature-set2-SMOTE,warnings_checker_framework,set2,3,True,SVC,PBU,recall,0.7508090614886731,0.7572815533980582,0.7659115426105717,0.7723840345199569,0.006472491909385147,0.006472491909385147,0.125,-0.3333333333333333,medium
exp66-PBU-feature-set2-SMOTE,warnings_checker_framework,set2,3,True,SVC,PBU,auc,0.5420236206592632,0.5304346122960613,0.5384658323050708,0.5330584771268713,-0.01158900836320198,-0.005407355178199569,0.875,0.3333333333333333,medium
exp66-PBU-feature-set2-SMOTE,warnings_checker_framework,set2,5,True,knn_classifier,PBU,f1,0.6330935251798561,0.6330935251798561,0.6437300813466423,0.6411956211774598,0.0,-0.002534460169182573,0.7051807241867165,0.0,negligible
exp66-PBU-feature-set2-SMOTE,warnings_checker_framework,set2,5,True,knn_classifier,PBU,precision,0.7125506072874493,0.7125506072874493,0.7148929363706746,0.7141409801467618,0.0,-0.0007519562239128863,0.8596436673657522,0.16,small
exp66-PBU-feature-set2-SMOTE,warnings_checker_framework,set2,5,True,knn_classifier,PBU,recall,0.56957928802589,0.56957928802589,0.5864077669902913,0.5825242718446602,0.0,-0.003883495145631133,0.7051807241867165,0.12,negligible
exp66-PBU-feature-set2-SMOTE,warnings_checker_framework,set2,5,True,knn_classifier,PBU,auc,0.5219656462385178,0.5218863231290519,0.5259082985682667,0.5246606733650626,-7.932310946590082e-05,-0.0012476252032040946,0.90625,0.12,negligible
exp66-PBU-feature-set2-SMOTE,warnings_checker_framework,set2,5,True,logistic_regression,PBU,f1,0.6402877697841728,0.6559714795008912,0.647986245597609,0.6457168436720195,0.015683709716718397,-0.0022694019255894426,0.78125,0.2,small
exp66-PBU-feature-set2-SMOTE,warnings_checker_framework,set2,5,True,logistic_regression,PBU,precision,0.7206477732793523,0.7301587301587301,0.7255142092445963,0.7262561418563764,0.009510956879377863,0.0007419326117801273,0.5,0.04,negligible
exp66-PBU-feature-set2-SMOTE,warnings_checker_framework,set2,5,True,logistic_regression,PBU,recall,0.5760517799352751,0.5954692556634305,0.5864077669902913,0.5818770226537218,0.01941747572815533,-0.0045307443365695255,0.78125,0.2,small
exp66-PBU-feature-set2-SMOTE,warnings_checker_framework,set2,5,True,logistic_regression,PBU,auc,0.5325459780245609,0.5459535421195918,0.5399400669839591,0.5406238126016021,0.013407564095030855,0.0006837456176429502,0.40625,0.04,negligible
exp66-PBU-feature-set2-SMOTE,warnings_checker_framework,set2,9,True,randomForest_classifier,PBU,f1,0.6586206896551724,0.6712095400340716,0.6638301522675208,0.6690897176953161,0.01258885037889923,0.005259565427795265,0.0775657843635571,-0.32098765432098764,small
exp66-PBU-feature-set2-SMOTE,warnings_checker_framework,set2,9,True,randomForest_classifier,PBU,precision,0.7011070110701108,0.7052631578947368,0.7029049474292273,0.7052740479430203,0.004156146824626061,0.002369100513793021,0.20347060845901527,-0.345679012345679,medium
exp66-PBU-feature-set2-SMOTE,warnings_checker_framework,set2,9,True,randomForest_classifier,PBU,recall,0.6181229773462783,0.6440129449838188,0.6292700467457748,0.6368212873067242,0.02588996763754048,0.007551240560949357,0.1429487799799784,-0.3333333333333333,medium
exp66-PBU-feature-set2-SMOTE,warnings_checker_framework,set2,9,True,randomForest_classifier,PBU,auc,0.507588577472237,0.5141400787355309,0.5102567283188941,0.5139907902496774,0.006551501263293957,0.0037340619307832945,0.212890625,-0.35802469135802467,medium
exp66-PBU-feature-set2-SMOTE,warnings_checker_framework,set2,3,True,mlp_classifier,PBU,f1,0.4253393665158371,0.6434782608695653,0.48631396129835514,0.6812391884486656,0.21813889435372819,0.19492522715031046,0.25,-0.5555555555555556,large
exp66-PBU-feature-set2-SMOTE,warnings_checker_framework,set2,3,True,mlp_classifier,PBU,precision,0.706766917293233,0.6954887218045113,0.7054432949065322,0.6964416116433215,-0.011278195488721776,-0.009001683263210714,0.75,0.5555555555555556,large
exp66-PBU-feature-set2-SMOTE,warnings_checker_framework,set2,3,True,mlp_classifier,PBU,recall,0.3042071197411003,0.598705501618123,0.41208198489751885,0.6817691477885651,0.29449838187702265,0.2696871628910463,0.25,-0.5555555555555556,large
exp66-PBU-feature-set2-SMOTE,warnings_checker_framework,set2,3,True,mlp_classifier,PBU,auc,0.5071684587813621,0.5,0.511963426497183,0.5039553831991695,-0.007168458781362075,-0.008008043298013412,0.6053659869328594,0.4444444444444444,medium
exp66-PBU-feature-set2-SMOTE,warnings_checker_framework,set2,2,True,bayes_network,PBU,f1,0.5329057355967077,0.551395173453997,0.5329057355967077,0.551395173453997,0.018489437857289293,0.018489437857289293,0.25,-1.0,large
exp66-PBU-feature-set2-SMOTE,warnings_checker_framework,set2,2,True,bayes_network,PBU,precision,0.701483398736467,0.6893730400132041,0.701483398736467,0.6893730400132041,-0.012110358723262937,-0.012110358723262937,0.75,0.0,negligible
exp66-PBU-feature-set2-SMOTE,warnings_checker_framework,set2,2,True,bayes_network,PBU,recall,0.43042071197411,0.459546925566343,0.43042071197411,0.459546925566343,0.029126213592232997,0.029126213592232997,0.25,-1.0,large
exp66-PBU-feature-set2-SMOTE,warnings_checker_framework,set2,2,True,bayes_network,PBU,auc,0.5043701157529821,0.49305286248702435,0.5043701157529821,0.49305286248702435,-0.011317253265957727,-0.011317253265957727,0.75,0.0,negligible
exp67-PBU-feature-set2-SMOTE,warnings_typestate_checker,set2,2,True,SVC,PBU,f1,0.7437172292811522,0.7528296296296297,0.7437172292811522,0.7528296296296297,0.00911240034847749,0.00911240034847749,0.5,0.0,negligible
exp67-PBU-feature-set2-SMOTE,warnings_typestate_checker,set2,2,True,SVC,PBU,precision,0.716454306590361,0.7184668326762123,0.716454306590361,0.7184668326762123,0.0020125260858512295,0.0020125260858512295,0.5,0.0,negligible
exp67-PBU-feature-set2-SMOTE,warnings_typestate_checker,set2,2,True,SVC,PBU,recall,0.7734627831715211,0.7928802588996764,0.7734627831715211,0.7928802588996764,0.01941747572815533,0.01941747572815533,0.5,0.0,negligible
exp67-PBU-feature-set2-SMOTE,warnings_typestate_checker,set2,2,True,SVC,PBU,auc,0.5366869381279746,0.540861684000235,0.5366869381279746,0.540861684000235,0.00417474587226041,0.00417474587226041,0.5,0.0,negligible
exp67-PBU-feature-set2-SMOTE,warnings_typestate_checker,set2,5,True,knn_classifier,PBU,f1,0.6330935251798561,0.6521739130434783,0.6339935462503951,0.6533159499467394,0.019080387863622206,0.019322403696344304,0.03125,-1.0,large
exp67-PBU-feature-set2-SMOTE,warnings_typestate_checker,set2,5,True,knn_classifier,PBU,precision,0.7125506072874493,0.72,0.7149558825373962,0.7232903944293654,0.007449392712550629,0.00833451189196921,0.21875,-0.44,medium
exp67-PBU-feature-set2-SMOTE,warnings_typestate_checker,set2,5,True,knn_classifier,PBU,recall,0.56957928802589,0.5825242718446602,0.56957928802589,0.596116504854369,0.012944983818770184,0.026537216828478982,0.03125,-1.0,large
exp67-PBU-feature-set2-SMOTE,warnings_typestate_checker,set2,5,True,knn_classifier,PBU,auc,0.5219656462385178,0.5321474038819358,0.5249074563722897,0.5366782223789098,0.010181757643417999,0.011770766006620081,0.15625,-0.52,large
exp67-PBU-feature-set2-SMOTE,warnings_typestate_checker,set2,7,True,logistic_regression,PBU,f1,0.6402877697841728,0.6630434782608695,0.6446906131088423,0.6423900393364604,0.022755708476696723,-0.0023005737723819086,0.8640506445901759,0.20408163265306123,small
exp67-PBU-feature-set2-SMOTE,warnings_typestate_checker,set2,7,True,logistic_regression,PBU,precision,0.7206477732793523,0.7380952380952381,0.7289590019397341,0.7353073274072675,0.017447464815885882,0.006348325467533389,0.07539278251398564,-0.12244897959183673,negligible
exp67-PBU-feature-set2-SMOTE,warnings_typestate_checker,set2,7,True,logistic_regression,PBU,recall,0.5760517799352751,0.5922330097087378,0.5788257050392972,0.5709662505779011,0.016181229773462702,-0.007859454461396131,0.8979579111172133,0.24489795918367346,small
exp67-PBU-feature-set2-SMOTE,warnings_typestate_checker,set2,7,True,logistic_regression,PBU,auc,0.5325459780245609,0.5566131970151008,0.5439851538476603,0.5511338867764038,0.024067218990539874,0.0071487329287435175,0.109375,-0.10204081632653061,negligible
exp67-PBU-feature-set2-SMOTE,warnings_typestate_checker,set2,9,True,randomForest_classifier,PBU,f1,0.6643952299829642,0.6780238500851788,0.6674429709819655,0.671043558985905,0.013628620102214661,0.0036005880039394755,0.248046875,-0.18518518518518517,small
exp67-PBU-feature-set2-SMOTE,warnings_typestate_checker,set2,9,True,randomForest_classifier,PBU,precision,0.7054545454545454,0.7102473498233216,0.7049511884129321,0.7084280374312049,0.00479280436877616,0.0034768490182727207,0.1796875,-0.30864197530864196,small
exp67-PBU-feature-set2-SMOTE,warnings_typestate_checker,set2,9,True,randomForest_classifier,PBU,recall,0.6310679611650486,0.6440129449838188,0.6339446242358864,0.6382596188421431,0.012944983818770184,0.004314994606256728,0.326171875,-0.12345679012345678,negligible
exp67-PBU-feature-set2-SMOTE,warnings_typestate_checker,set2,9,True,randomForest_classifier,PBU,auc,0.5140666314119514,0.5216532502888928,0.5133948332256106,0.5184142777244605,0.007586618876941342,0.005019444498849834,0.150390625,-0.35802469135802467,medium
exp67-PBU-feature-set2-SMOTE,warnings_typestate_checker,set2,4,True,mlp_classifier,PBU,f1,0.467289806461204,0.5816464096844358,0.49204553257540906,0.5790028316612519,0.11435660322323182,0.08695729908584282,0.18065521426308934,-0.4375,medium
exp67-PBU-feature-set2-SMOTE,warnings_typestate_checker,set2,4,True,mlp_classifier,PBU,precision,0.7016980653881896,0.6960589676438287,0.7032397745506856,0.6911402984992526,-0.005639097744360888,-0.012099476051433022,0.9498258767688547,0.5,large
exp67-PBU-feature-set2-SMOTE,warnings_typestate_checker,set2,4,True,mlp_classifier,PBU,recall,0.35275080906148865,0.5048543689320388,0.4093851132686084,0.5024271844660194,0.1521035598705502,0.09304207119741104,0.2919412103851826,-0.4375,medium
exp67-PBU-feature-set2-SMOTE,warnings_typestate_checker,set2,4,True,mlp_classifier,PBU,auc,0.503584229390681,0.5,0.5089725698728872,0.49371633664335934,-0.0035842293906810374,-0.015256233229527849,0.9012669633209907,0.375,medium
exp67-PBU-feature-set2-SMOTE,warnings_typestate_checker,set2,2,True,bayes_network,PBU,f1,0.5329057355967077,0.533773837403814,0.5329057355967077,0.533773837403814,0.0008681018071062807,0.0008681018071062807,0.5,0.0,negligible
exp67-PBU-feature-set2-SMOTE,warnings_typestate_checker,set2,2,True,bayes_network,PBU,precision,0.701483398736467,0.7251304052594216,0.701483398736467,0.7251304052594216,0.023647006522954594,0.023647006522954594,0.25,-0.5,large
exp67-PBU-feature-set2-SMOTE,warnings_typestate_checker,set2,2,True,bayes_network,PBU,recall,0.43042071197411,0.4223300970873787,0.43042071197411,0.4223300970873787,-0.008090614886731351,-0.008090614886731351,0.75,0.5,large
exp67-PBU-feature-set2-SMOTE,warnings_typestate_checker,set2,2,True,bayes_network,PBU,auc,0.5043701157529821,0.5279834302838005,0.5043701157529821,0.5279834302838005,0.023613314530818386,0.023613314530818386,0.25,-0.5,large
exp68-PBU-feature-set2-SMOTE,warnings_infer,set2,3,True,SVC,PBU,f1,0.7353407290015849,0.7374999999999998,0.7409250625212964,0.7439201050020935,0.0021592709984149527,0.002995042480797072,0.125,-0.3333333333333333,medium
exp68-PBU-feature-set2-SMOTE,warnings_infer,set2,3,True,SVC,PBU,precision,0.7204968944099379,0.7129909365558912,0.7178018358635533,0.7168329219910082,-0.00750595785404673,-0.0009689138725450519,0.625,-0.1111111111111111,negligible
exp68-PBU-feature-set2-SMOTE,warnings_infer,set2,3,True,SVC,PBU,recall,0.7508090614886731,0.7637540453074434,0.7659115426105717,0.7734627831715212,0.012944983818770295,0.007551240560949468,0.09072460386071024,-0.2222222222222222,small
exp68-PBU-feature-set2-SMOTE,warnings_infer,set2,3,True,SVC,PBU,auc,0.5420236206592632,0.5299567150439706,0.5384658323050708,0.5372998152391771,-0.012066905615292667,-0.0011660170658936986,0.625,-0.1111111111111111,negligible
exp68-PBU-feature-set2-SMOTE,warnings_infer,set2,5,True,knn_classifier,PBU,f1,0.6330935251798561,0.6330935251798561,0.6339935462503951,0.6325244079923638,0.0,-0.0014691382580312995,0.3932285175686882,0.04,negligible
exp68-PBU-feature-set2-SMOTE,warnings_infer,set2,5,True,knn_classifier,PBU,precision,0.7125506072874493,0.7137096774193549,0.7149558825373962,0.7132780640921886,0.0011590701319055263,-0.001677818445207535,0.7918171610459174,0.04,negligible
exp68-PBU-feature-set2-SMOTE,warnings_infer,set2,5,True,knn_classifier,PBU,recall,0.56957928802589,0.56957928802589,0.56957928802589,0.568284789644013,0.0,-0.0012944983818770073,0.5546270995339668,0.08,negligible
exp68-PBU-feature-set2-SMOTE,warnings_infer,set2,5,True,knn_classifier,PBU,auc,0.5219656462385178,0.523525667391347,0.5249074563722897,0.5227702371858902,0.0015600211528291608,-0.0021372191863995305,0.7918171610459174,0.04,negligible
exp68-PBU-feature-set2-SMOTE,warnings_infer,set2,6,True,logistic_regression,PBU,f1,0.6599326172864526,0.6533684126604482,0.6532909766511048,0.6492726798341814,-0.006564204626004377,-0.00401829681692345,0.953125,0.16666666666666666,small
exp68-PBU-feature-set2-SMOTE,warnings_infer,set2,6,True,logistic_regression,PBU,precision,0.7329107592265487,0.7298078398608672,0.731092771685938,0.7269618685004621,-0.0031029193656815224,-0.0041309031854759315,0.953125,0.2222222222222222,small
exp68-PBU-feature-set2-SMOTE,warnings_infer,set2,6,True,logistic_regression,PBU,recall,0.6003236245954693,0.5922330097087378,0.5911542610571736,0.5873786407766991,-0.008090614886731462,-0.003775620280474512,0.8554272181013745,0.08333333333333333,negligible
exp68-PBU-feature-set2-SMOTE,warnings_infer,set2,6,True,logistic_regression,PBU,auc,0.5501983077736647,0.5447024893746206,0.547484673991813,0.5418772156609281,-0.005495818399044117,-0.00560745833088494,0.953125,0.2777777777777778,small
exp68-PBU-feature-set2-SMOTE,warnings_infer,set2,9,True,randomForest_classifier,PBU,f1,0.6700507614213198,0.642361111111111,0.6663569324810393,0.6541047655699743,-0.027689650310208758,-0.01225216691106501,0.935546875,0.4074074074074074,medium
exp68-PBU-feature-set2-SMOTE,warnings_infer,set2,9,True,randomForest_classifier,PBU,precision,0.7060931899641577,0.7013888888888888,0.7059869438046262,0.7011995862682299,-0.0047043010752688685,-0.004787357536396364,0.91796875,0.35802469135802467,medium
exp68-PBU-feature-set2-SMOTE,warnings_infer,set2,9,True,randomForest_classifier,PBU,recall,0.6343042071197411,0.598705501618123,0.6310679611650486,0.6134483998561667,-0.035598705501618144,-0.01761956130888187,0.935546875,0.3950617283950617,medium
exp68-PBU-feature-set2-SMOTE,warnings_infer,set2,9,True,randomForest_classifier,PBU,auc,0.5150958732397125,0.5083191335174413,0.5148329862267227,0.5077124042192493,-0.006776739722271219,-0.007120582007473342,0.935546875,0.3333333333333333,medium
exp68-PBU-feature-set2-SMOTE,warnings_infer,set2,3,True,mlp_classifier,PBU,f1,0.4253393665158371,0.620817843866171,0.48631396129835514,0.625792760090523,0.1954784773503339,0.13947879879216785,0.125,-0.5555555555555556,large
exp68-PBU-feature-set2-SMOTE,warnings_infer,set2,3,True,mlp_classifier,PBU,precision,0.706766917293233,0.7202380952380952,0.7054432949065322,0.7148036637989269,0.01347117794486219,0.009360368892394666,0.25,-0.3333333333333333,medium
exp68-PBU-feature-set2-SMOTE,warnings_infer,set2,3,True,mlp_classifier,PBU,recall,0.3042071197411003,0.540453074433657,0.41208198489751885,0.5738942826321467,0.23624595469255666,0.16181229773462785,0.125,-0.5555555555555556,large
exp68-PBU-feature-set2-SMOTE,warnings_infer,set2,3,True,mlp_classifier,PBU,auc,0.5071684587813621,0.5411265840139452,0.511963426497183,0.52820768944513,0.033958125232583125,0.016244262947947008,0.09072460386071024,-0.4444444444444444,medium
exp68-PBU-feature-set2-SMOTE,warnings_infer,set2,2,True,bayes_network,PBU,f1,0.5329057355967077,0.5242061701444362,0.5329057355967077,0.5242061701444362,-0.008699565452271574,-0.008699565452271574,1.0,1.0,large
exp68-PBU-feature-set2-SMOTE,warnings_infer,set2,2,True,bayes_network,PBU,precision,0.701483398736467,0.6955414377289377,0.701483398736467,0.6955414377289377,-0.005941961007529306,-0.005941961007529306,0.75,0.0,negligible
exp68-PBU-feature-set2-SMOTE,warnings_infer,set2,2,True,bayes_network,PBU,recall,0.43042071197411,0.42071197411003236,0.43042071197411,0.42071197411003236,-0.009708737864077666,-0.009708737864077666,0.75,0.0,negligible
exp68-PBU-feature-set2-SMOTE,warnings_infer,set2,2,True,bayes_network,PBU,auc,0.5043701157529821,0.4995314060755626,0.5043701157529821,0.4995314060755626,-0.0048387096774194505,-0.0048387096774194505,0.75,0.0,negligible
exp69-PBU-feature-set2-SMOTE,warnings_openjml,set2,2,True,SVC,PBU,f1,0.7437172292811522,0.7428763167040158,0.7437172292811522,0.7428763167040158,-0.0008409125771364767,-0.0008409125771364767,0.75,0.0,negligible
exp69-PBU-feature-set2-SMOTE,warnings_openjml,set2,2,True,SVC,PBU,precision,0.716454306590361,0.7121193430142394,0.716454306590361,0.7121193430142394,-0.00433496357612162,-0.00433496357612162,0.75,0.0,negligible
exp69-PBU-feature-set2-SMOTE,warnings_openjml,set2,2,True,SVC,PBU,recall,0.7734627831715211,0.7766990291262137,0.7734627831715211,0.7766990291262137,0.003236245954692629,0.003236245954692629,0.5,0.0,negligible
exp69-PBU-feature-set2-SMOTE,warnings_openjml,set2,2,True,SVC,PBU,auc,0.5366869381279746,0.5290405820945219,0.5366869381279746,0.5290405820945219,-0.007646356033452761,-0.007646356033452761,0.75,0.0,negligible
exp69-PBU-feature-set2-SMOTE,warnings_openjml,set2,6,True,knn_classifier,PBU,f1,0.6337510636651968,0.6371087684354668,0.6430355077356359,0.6422112260040377,0.003357704770269976,-0.0008242817315982087,0.5,-0.08333333333333333,negligible
exp69-PBU-feature-set2-SMOTE,warnings_openjml,set2,6,True,knn_classifier,PBU,precision,0.7176198414588507,0.7215318516070395,0.7168996862871587,0.7203599534630888,0.00391201014818876,0.003460267175930065,0.018015843109116775,-0.3055555555555556,small
