Experiment,use_SMOTE,metric,model,target,#best hyperparameters,wilcoxon_test(p-value),cliffs_delta,cliffs_delta_result
exp25-ABU50-feature-set1-NO-SMOTE,False,diff_f1,SVC,ABU50,4,0.050174123231145375,-0.1875,small
exp25-ABU50-feature-set1-NO-SMOTE,False,diff_precision,SVC,ABU50,4,0.18065521426308934,-0.0625,negligible
exp25-ABU50-feature-set1-NO-SMOTE,False,diff_recall,SVC,ABU50,4,0.050174123231145375,-0.3125,small
exp25-ABU50-feature-set1-NO-SMOTE,False,diff_auc,SVC,ABU50,4,0.18065521426308934,-0.0625,negligible
exp25-ABU50-feature-set1-NO-SMOTE,False,diff_f1,knn_classifier,ABU50,8,0.1468107719644529,-0.140625,negligible
exp25-ABU50-feature-set1-NO-SMOTE,False,diff_precision,knn_classifier,ABU50,8,0.007133093350723462,-0.703125,large
exp25-ABU50-feature-set1-NO-SMOTE,False,diff_recall,knn_classifier,ABU50,8,0.8531892280355471,0.140625,negligible
exp25-ABU50-feature-set1-NO-SMOTE,False,diff_auc,knn_classifier,ABU50,8,0.007133093350723462,-0.609375,large
exp25-ABU50-feature-set1-NO-SMOTE,False,diff_f1,logistic_regression,ABU50,5,0.1403563326342479,-0.32,small
exp25-ABU50-feature-set1-NO-SMOTE,False,diff_precision,logistic_regression,ABU50,5,0.029529114545268353,-0.4,medium
exp25-ABU50-feature-set1-NO-SMOTE,False,diff_recall,logistic_regression,ABU50,5,0.29481927581328354,-0.12,negligible
exp25-ABU50-feature-set1-NO-SMOTE,False,diff_auc,logistic_regression,ABU50,5,0.029529114545268353,-0.4,medium
exp25-ABU50-feature-set1-NO-SMOTE,False,diff_f1,randomForest_classifier,ABU50,10,0.6582595488992872,0.05,negligible
exp25-ABU50-feature-set1-NO-SMOTE,False,diff_precision,randomForest_classifier,ABU50,10,0.45940634163732097,0.01,negligible
exp25-ABU50-feature-set1-NO-SMOTE,False,diff_recall,randomForest_classifier,ABU50,10,0.5406726936540653,-0.09,negligible
exp25-ABU50-feature-set1-NO-SMOTE,False,diff_auc,randomForest_classifier,ABU50,10,0.5,0.01,negligible
exp25-ABU50-feature-set1-NO-SMOTE,False,diff_f1,mlp_classifier,ABU50,6,nan,0.16666666666666666,small
exp25-ABU50-feature-set1-NO-SMOTE,False,diff_precision,mlp_classifier,ABU50,6,nan,-0.2777777777777778,small
exp25-ABU50-feature-set1-NO-SMOTE,False,diff_recall,mlp_classifier,ABU50,6,0.6625066430147554,0.0,negligible
exp25-ABU50-feature-set1-NO-SMOTE,False,diff_auc,mlp_classifier,ABU50,6,0.6625066430147554,0.05555555555555555,negligible
exp25-ABU50-feature-set1-NO-SMOTE,False,diff_f1,bayes_network,ABU50,2,1.0,0.5,large
exp25-ABU50-feature-set1-NO-SMOTE,False,diff_precision,bayes_network,ABU50,2,1.0,0.5,large
exp25-ABU50-feature-set1-NO-SMOTE,False,diff_recall,bayes_network,ABU50,2,0.8144533152386513,0.25,small
exp25-ABU50-feature-set1-NO-SMOTE,False,diff_auc,bayes_network,ABU50,2,1.0,0.5,large
exp26-ABU50-feature-set2-NO-SMOTE,False,diff_f1,SVC,ABU50,4,0.5,0.0,negligible
exp26-ABU50-feature-set2-NO-SMOTE,False,diff_precision,SVC,ABU50,4,0.5,0.0,negligible
exp26-ABU50-feature-set2-NO-SMOTE,False,diff_recall,SVC,ABU50,4,0.5,0.0,negligible
exp26-ABU50-feature-set2-NO-SMOTE,False,diff_auc,SVC,ABU50,4,0.5,0.0,negligible
exp26-ABU50-feature-set2-NO-SMOTE,False,diff_f1,knn_classifier,ABU50,7,0.234375,-0.061224489795918366,negligible
exp26-ABU50-feature-set2-NO-SMOTE,False,diff_precision,knn_classifier,ABU50,7,0.9609375,0.14285714285714285,negligible
exp26-ABU50-feature-set2-NO-SMOTE,False,diff_recall,knn_classifier,ABU50,7,0.08776167540602747,-0.08163265306122448,negligible
exp26-ABU50-feature-set2-NO-SMOTE,False,diff_auc,knn_classifier,ABU50,7,0.9453125,0.14285714285714285,negligible
exp26-ABU50-feature-set2-NO-SMOTE,False,diff_f1,logistic_regression,ABU50,3,0.09072460386071024,-0.4444444444444444,medium
exp26-ABU50-feature-set2-NO-SMOTE,False,diff_precision,logistic_regression,ABU50,3,0.09072460386071024,-0.6666666666666666,large
exp26-ABU50-feature-set2-NO-SMOTE,False,diff_recall,logistic_regression,ABU50,3,0.39463401306714063,0.0,negligible
exp26-ABU50-feature-set2-NO-SMOTE,False,diff_auc,logistic_regression,ABU50,3,0.09072460386071024,-0.8888888888888888,large
exp26-ABU50-feature-set2-NO-SMOTE,False,diff_f1,randomForest_classifier,ABU50,9,0.150390625,-0.2345679012345679,small
exp26-ABU50-feature-set2-NO-SMOTE,False,diff_precision,randomForest_classifier,ABU50,9,0.751953125,0.2345679012345679,small
exp26-ABU50-feature-set2-NO-SMOTE,False,diff_recall,randomForest_classifier,ABU50,9,0.048828125,-0.19753086419753085,small
exp26-ABU50-feature-set2-NO-SMOTE,False,diff_auc,randomForest_classifier,ABU50,9,0.6822069388606167,0.2222222222222222,small
exp26-ABU50-feature-set2-NO-SMOTE,False,diff_f1,mlp_classifier,ABU50,7,nan,-0.673469387755102,large
exp26-ABU50-feature-set2-NO-SMOTE,False,diff_precision,mlp_classifier,ABU50,7,nan,-0.1836734693877551,small
exp26-ABU50-feature-set2-NO-SMOTE,False,diff_recall,mlp_classifier,ABU50,7,0.05415969036500204,-0.4897959183673469,large
exp26-ABU50-feature-set2-NO-SMOTE,False,diff_auc,mlp_classifier,ABU50,7,0.6636980912792417,0.04081632653061224,negligible
exp26-ABU50-feature-set2-NO-SMOTE,False,diff_f1,bayes_network,ABU50,2,0.25,-1.0,large
exp26-ABU50-feature-set2-NO-SMOTE,False,diff_precision,bayes_network,ABU50,2,0.25,-1.0,large
exp26-ABU50-feature-set2-NO-SMOTE,False,diff_recall,bayes_network,ABU50,2,0.25,-0.5,large
exp26-ABU50-feature-set2-NO-SMOTE,False,diff_auc,bayes_network,ABU50,2,0.25,-1.0,large
exp27-ABU50-feature-set2-NO-SMOTE,False,diff_f1,SVC,ABU50,4,0.9498258767688547,0.25,small
exp27-ABU50-feature-set2-NO-SMOTE,False,diff_precision,SVC,ABU50,4,0.7080587896148174,0.125,negligible
exp27-ABU50-feature-set2-NO-SMOTE,False,diff_recall,SVC,ABU50,4,0.9012669633209907,0.3125,small
exp27-ABU50-feature-set2-NO-SMOTE,False,diff_auc,SVC,ABU50,4,0.7080587896148174,0.125,negligible
exp27-ABU50-feature-set2-NO-SMOTE,False,diff_f1,knn_classifier,ABU50,7,0.8241596586007236,0.02040816326530612,negligible
exp27-ABU50-feature-set2-NO-SMOTE,False,diff_precision,knn_classifier,ABU50,7,0.017143983986795872,-0.3877551020408163,medium
exp27-ABU50-feature-set2-NO-SMOTE,False,diff_recall,knn_classifier,ABU50,7,0.9828560160132042,0.16326530612244897,small
exp27-ABU50-feature-set2-NO-SMOTE,False,diff_auc,knn_classifier,ABU50,7,0.017143983986795872,-0.2653061224489796,small
exp27-ABU50-feature-set2-NO-SMOTE,False,diff_f1,logistic_regression,ABU50,3,0.9092753961392898,0.2222222222222222,small
exp27-ABU50-feature-set2-NO-SMOTE,False,diff_precision,logistic_regression,ABU50,3,0.39463401306714063,0.2222222222222222,small
exp27-ABU50-feature-set2-NO-SMOTE,False,diff_recall,logistic_regression,ABU50,3,0.9092753961392898,0.2222222222222222,small
exp27-ABU50-feature-set2-NO-SMOTE,False,diff_auc,logistic_regression,ABU50,3,0.6053659869328594,0.0,negligible
exp27-ABU50-feature-set2-NO-SMOTE,False,diff_f1,randomForest_classifier,ABU50,10,0.012466227801431546,-0.48,large
exp27-ABU50-feature-set2-NO-SMOTE,False,diff_precision,randomForest_classifier,ABU50,10,0.020745543693865772,-0.26,small
exp27-ABU50-feature-set2-NO-SMOTE,False,diff_recall,randomForest_classifier,ABU50,10,0.0508997076012435,-0.23,small
exp27-ABU50-feature-set2-NO-SMOTE,False,diff_auc,randomForest_classifier,ABU50,10,0.016156455621622053,-0.35,medium
exp27-ABU50-feature-set2-NO-SMOTE,False,diff_f1,mlp_classifier,ABU50,6,nan,-0.16666666666666666,small
exp27-ABU50-feature-set2-NO-SMOTE,False,diff_precision,mlp_classifier,ABU50,6,nan,-0.6666666666666666,large
exp27-ABU50-feature-set2-NO-SMOTE,False,diff_recall,mlp_classifier,ABU50,6,0.20083908323488653,-0.4166666666666667,medium
exp27-ABU50-feature-set2-NO-SMOTE,False,diff_auc,mlp_classifier,ABU50,6,0.9819841568908833,0.5833333333333334,large
exp27-ABU50-feature-set2-NO-SMOTE,False,diff_f1,bayes_network,ABU50,2,1.0,0.5,large
exp27-ABU50-feature-set2-NO-SMOTE,False,diff_precision,bayes_network,ABU50,2,0.25,-0.5,large
exp27-ABU50-feature-set2-NO-SMOTE,False,diff_recall,bayes_network,ABU50,2,1.0,0.5,large
exp27-ABU50-feature-set2-NO-SMOTE,False,diff_auc,bayes_network,ABU50,2,0.5,0.0,negligible
exp28-ABU50-feature-set2-NO-SMOTE,False,diff_f1,SVC,ABU50,3,0.5,0.0,negligible
exp28-ABU50-feature-set2-NO-SMOTE,False,diff_precision,SVC,ABU50,3,0.5,0.0,negligible
exp28-ABU50-feature-set2-NO-SMOTE,False,diff_recall,SVC,ABU50,3,0.5,0.0,negligible
exp28-ABU50-feature-set2-NO-SMOTE,False,diff_auc,SVC,ABU50,3,0.5,0.0,negligible
exp28-ABU50-feature-set2-NO-SMOTE,False,diff_f1,knn_classifier,ABU50,5,0.6067714824313117,0.04,negligible
exp28-ABU50-feature-set2-NO-SMOTE,False,diff_precision,knn_classifier,ABU50,5,0.7918171610459174,0.2,small
exp28-ABU50-feature-set2-NO-SMOTE,False,diff_recall,knn_classifier,ABU50,5,0.051235217429874684,-0.16,small
exp28-ABU50-feature-set2-NO-SMOTE,False,diff_auc,knn_classifier,ABU50,5,0.7918171610459174,0.28,small
exp28-ABU50-feature-set2-NO-SMOTE,False,diff_f1,logistic_regression,ABU50,2,0.5,0.0,negligible
exp28-ABU50-feature-set2-NO-SMOTE,False,diff_precision,logistic_regression,ABU50,2,0.5,0.0,negligible
exp28-ABU50-feature-set2-NO-SMOTE,False,diff_recall,logistic_regression,ABU50,2,0.5,0.0,negligible
exp28-ABU50-feature-set2-NO-SMOTE,False,diff_auc,logistic_regression,ABU50,2,0.5,0.0,negligible
exp28-ABU50-feature-set2-NO-SMOTE,False,diff_f1,randomForest_classifier,ABU50,10,0.002960768512074354,-0.42,medium
exp28-ABU50-feature-set2-NO-SMOTE,False,diff_precision,randomForest_classifier,ABU50,10,0.04156557135040193,-0.2,small
exp28-ABU50-feature-set2-NO-SMOTE,False,diff_recall,randomForest_classifier,ABU50,10,0.07638718880969912,-0.2,small
exp28-ABU50-feature-set2-NO-SMOTE,False,diff_auc,randomForest_classifier,ABU50,10,0.012466227801431546,-0.39,medium
exp28-ABU50-feature-set2-NO-SMOTE,False,diff_f1,mlp_classifier,ABU50,8,nan,-1.0,large
exp28-ABU50-feature-set2-NO-SMOTE,False,diff_precision,mlp_classifier,ABU50,8,nan,-0.75,large
exp28-ABU50-feature-set2-NO-SMOTE,False,diff_recall,mlp_classifier,ABU50,8,0.11668956998475127,-0.421875,medium
exp28-ABU50-feature-set2-NO-SMOTE,False,diff_auc,mlp_classifier,ABU50,8,0.735693937372156,0.125,negligible
exp28-ABU50-feature-set2-NO-SMOTE,False,diff_f1,bayes_network,ABU50,2,0.5,0.0,negligible
exp28-ABU50-feature-set2-NO-SMOTE,False,diff_precision,bayes_network,ABU50,2,0.75,0.5,large
exp28-ABU50-feature-set2-NO-SMOTE,False,diff_recall,bayes_network,ABU50,2,0.5,0.0,negligible
exp28-ABU50-feature-set2-NO-SMOTE,False,diff_auc,bayes_network,ABU50,2,0.75,0.0,negligible
exp29-ABU50-feature-set2-NO-SMOTE,False,diff_f1,SVC,ABU50,4,0.22484589898444546,-0.0625,negligible
exp29-ABU50-feature-set2-NO-SMOTE,False,diff_precision,SVC,ABU50,4,0.7751541010155545,0.0625,negligible
exp29-ABU50-feature-set2-NO-SMOTE,False,diff_recall,SVC,ABU50,4,0.22484589898444546,-0.1875,small
exp29-ABU50-feature-set2-NO-SMOTE,False,diff_auc,SVC,ABU50,4,0.7751541010155545,0.0625,negligible
exp29-ABU50-feature-set2-NO-SMOTE,False,diff_f1,knn_classifier,ABU50,6,0.015625,-0.3333333333333333,medium
exp29-ABU50-feature-set2-NO-SMOTE,False,diff_precision,knn_classifier,ABU50,6,0.21875,-0.2222222222222222,small
exp29-ABU50-feature-set2-NO-SMOTE,False,diff_recall,knn_classifier,ABU50,6,0.078125,-0.2222222222222222,small
exp29-ABU50-feature-set2-NO-SMOTE,False,diff_auc,knn_classifier,ABU50,6,0.046875,-0.2777777777777778,small
exp29-ABU50-feature-set2-NO-SMOTE,False,diff_f1,logistic_regression,ABU50,3,0.7928919108787373,0.1111111111111111,negligible
exp29-ABU50-feature-set2-NO-SMOTE,False,diff_precision,logistic_regression,ABU50,3,0.2071080891212626,-0.1111111111111111,negligible
exp29-ABU50-feature-set2-NO-SMOTE,False,diff_recall,logistic_regression,ABU50,3,0.7928919108787373,0.1111111111111111,negligible
exp29-ABU50-feature-set2-NO-SMOTE,False,diff_auc,logistic_regression,ABU50,3,0.7928919108787373,0.1111111111111111,negligible
exp29-ABU50-feature-set2-NO-SMOTE,False,diff_f1,randomForest_classifier,ABU50,10,0.020745543693865772,-0.55,large
exp29-ABU50-feature-set2-NO-SMOTE,False,diff_precision,randomForest_classifier,ABU50,10,0.09257186207893658,-0.19,small
exp29-ABU50-feature-set2-NO-SMOTE,False,diff_recall,randomForest_classifier,ABU50,10,0.01610038237625236,-0.36,medium
exp29-ABU50-feature-set2-NO-SMOTE,False,diff_auc,randomForest_classifier,ABU50,10,0.0322265625,-0.34,medium
exp29-ABU50-feature-set2-NO-SMOTE,False,diff_f1,mlp_classifier,ABU50,7,nan,-0.1836734693877551,small
exp29-ABU50-feature-set2-NO-SMOTE,False,diff_precision,mlp_classifier,ABU50,7,nan,0.1836734693877551,small
exp29-ABU50-feature-set2-NO-SMOTE,False,diff_recall,mlp_classifier,ABU50,7,0.533676680517062,-0.04081632653061224,negligible
exp29-ABU50-feature-set2-NO-SMOTE,False,diff_auc,mlp_classifier,ABU50,7,0.7765635896445846,0.0,negligible
exp29-ABU50-feature-set2-NO-SMOTE,False,diff_f1,bayes_network,ABU50,2,1.0,0.5,large
exp29-ABU50-feature-set2-NO-SMOTE,False,diff_precision,bayes_network,ABU50,2,0.75,0.0,negligible
exp29-ABU50-feature-set2-NO-SMOTE,False,diff_recall,bayes_network,ABU50,2,1.0,0.5,large
exp29-ABU50-feature-set2-NO-SMOTE,False,diff_auc,bayes_network,ABU50,2,0.75,0.0,negligible
exp30-ABU50-feature-set2-NO-SMOTE,False,diff_f1,SVC,ABU50,5,0.947970382735536,0.28,small
exp30-ABU50-feature-set2-NO-SMOTE,False,diff_precision,SVC,ABU50,5,0.947970382735536,0.28,small
exp30-ABU50-feature-set2-NO-SMOTE,False,diff_recall,SVC,ABU50,5,0.947970382735536,0.32,small
exp30-ABU50-feature-set2-NO-SMOTE,False,diff_auc,SVC,ABU50,5,0.9487647825701253,0.28,small
exp30-ABU50-feature-set2-NO-SMOTE,False,diff_f1,knn_classifier,ABU50,7,0.533676680517062,0.04081632653061224,negligible
exp30-ABU50-feature-set2-NO-SMOTE,False,diff_precision,knn_classifier,ABU50,7,0.8237289312501435,0.20408163265306123,small
exp30-ABU50-feature-set2-NO-SMOTE,False,diff_recall,knn_classifier,ABU50,7,0.432284650843371,0.0,negligible
exp30-ABU50-feature-set2-NO-SMOTE,False,diff_auc,knn_classifier,ABU50,7,0.6636980912792417,0.12244897959183673,negligible
exp30-ABU50-feature-set2-NO-SMOTE,False,diff_f1,logistic_regression,ABU50,3,0.9092753961392898,0.2222222222222222,small
exp30-ABU50-feature-set2-NO-SMOTE,False,diff_precision,logistic_regression,ABU50,3,0.6053659869328594,0.2222222222222222,small
exp30-ABU50-feature-set2-NO-SMOTE,False,diff_recall,logistic_regression,ABU50,3,0.9092753961392898,0.2222222222222222,small
exp30-ABU50-feature-set2-NO-SMOTE,False,diff_auc,logistic_regression,ABU50,3,0.9092753961392898,0.2222222222222222,small
exp30-ABU50-feature-set2-NO-SMOTE,False,diff_f1,randomForest_classifier,ABU50,10,0.002960768512074354,-0.47,medium
exp30-ABU50-feature-set2-NO-SMOTE,False,diff_precision,randomForest_classifier,ABU50,10,0.05145876970142649,-0.21,small
exp30-ABU50-feature-set2-NO-SMOTE,False,diff_recall,randomForest_classifier,ABU50,10,0.020613416668581838,-0.22,small
exp30-ABU50-feature-set2-NO-SMOTE,False,diff_auc,randomForest_classifier,ABU50,10,0.020745543693865772,-0.35,medium
exp30-ABU50-feature-set2-NO-SMOTE,False,diff_f1,mlp_classifier,ABU50,7,nan,-0.3469387755102041,medium
exp30-ABU50-feature-set2-NO-SMOTE,False,diff_precision,mlp_classifier,ABU50,7,nan,0.8775510204081632,large
exp30-ABU50-feature-set2-NO-SMOTE,False,diff_recall,mlp_classifier,ABU50,7,0.1484375,-0.5102040816326531,large
exp30-ABU50-feature-set2-NO-SMOTE,False,diff_auc,mlp_classifier,ABU50,7,0.984375,0.5102040816326531,large
exp30-ABU50-feature-set2-NO-SMOTE,False,diff_f1,bayes_network,ABU50,2,0.75,0.0,negligible
exp30-ABU50-feature-set2-NO-SMOTE,False,diff_precision,bayes_network,ABU50,2,0.25,-0.5,large
exp30-ABU50-feature-set2-NO-SMOTE,False,diff_recall,bayes_network,ABU50,2,0.75,0.0,negligible
exp30-ABU50-feature-set2-NO-SMOTE,False,diff_auc,bayes_network,ABU50,2,0.25,-1.0,large
exp31-ABU50-feature-set3-NO-SMOTE,False,diff_f1,SVC,ABU50,4,0.09873303667900934,-0.25,small
exp31-ABU50-feature-set3-NO-SMOTE,False,diff_precision,SVC,ABU50,4,0.09873303667900934,-0.25,small
exp31-ABU50-feature-set3-NO-SMOTE,False,diff_recall,SVC,ABU50,4,0.22484589898444546,-0.0625,negligible
exp31-ABU50-feature-set3-NO-SMOTE,False,diff_auc,SVC,ABU50,4,0.18065521426308934,-0.1875,small
exp31-ABU50-feature-set3-NO-SMOTE,False,diff_f1,knn_classifier,ABU50,6,0.21875,-0.05555555555555555,negligible
exp31-ABU50-feature-set3-NO-SMOTE,False,diff_precision,knn_classifier,ABU50,6,0.71875,0.05555555555555555,negligible
exp31-ABU50-feature-set3-NO-SMOTE,False,diff_recall,knn_classifier,ABU50,6,0.12378039365238508,-0.2222222222222222,small
exp31-ABU50-feature-set3-NO-SMOTE,False,diff_auc,knn_classifier,ABU50,6,0.65625,0.0,negligible
exp31-ABU50-feature-set3-NO-SMOTE,False,diff_f1,logistic_regression,ABU50,7,0.17627106874985649,-0.12244897959183673,negligible
exp31-ABU50-feature-set3-NO-SMOTE,False,diff_precision,logistic_regression,ABU50,7,0.6636980912792417,-0.04081632653061224,negligible
exp31-ABU50-feature-set3-NO-SMOTE,False,diff_recall,logistic_regression,ABU50,7,0.19816638073082765,-0.24489795918367346,small
exp31-ABU50-feature-set3-NO-SMOTE,False,diff_auc,logistic_regression,ABU50,7,0.39992305283123664,0.0,negligible
exp31-ABU50-feature-set3-NO-SMOTE,False,diff_f1,randomForest_classifier,ABU50,9,0.91796875,0.3333333333333333,medium
exp31-ABU50-feature-set3-NO-SMOTE,False,diff_precision,randomForest_classifier,ABU50,9,0.673828125,0.037037037037037035,negligible
exp31-ABU50-feature-set3-NO-SMOTE,False,diff_recall,randomForest_classifier,ABU50,9,0.7799688550207537,0.32098765432098764,small
exp31-ABU50-feature-set3-NO-SMOTE,False,diff_auc,randomForest_classifier,ABU50,9,0.8283737187819845,0.14814814814814814,small
exp31-ABU50-feature-set3-NO-SMOTE,False,diff_f1,mlp_classifier,ABU50,8,0.125,-0.53125,large
exp31-ABU50-feature-set3-NO-SMOTE,False,diff_precision,mlp_classifier,ABU50,8,0.3203125,-0.09375,negligible
exp31-ABU50-feature-set3-NO-SMOTE,False,diff_recall,mlp_classifier,ABU50,8,0.15625,-0.59375,large
exp31-ABU50-feature-set3-NO-SMOTE,False,diff_auc,mlp_classifier,ABU50,8,0.23046875,-0.1875,small
exp31-ABU50-feature-set3-NO-SMOTE,False,diff_f1,bayes_network,ABU50,2,0.25,-0.5,large
exp31-ABU50-feature-set3-NO-SMOTE,False,diff_precision,bayes_network,ABU50,2,0.18554668476134878,-0.75,large
exp31-ABU50-feature-set3-NO-SMOTE,False,diff_recall,bayes_network,ABU50,2,0.25,-0.5,large
exp31-ABU50-feature-set3-NO-SMOTE,False,diff_auc,bayes_network,ABU50,2,0.25,-1.0,large
exp32-ABU50-feature-set3-NO-SMOTE,False,diff_f1,SVC,ABU50,4,0.125,-0.25,small
exp32-ABU50-feature-set3-NO-SMOTE,False,diff_precision,SVC,ABU50,4,0.125,-0.5,large
exp32-ABU50-feature-set3-NO-SMOTE,False,diff_recall,SVC,ABU50,4,0.6875,0.125,negligible
exp32-ABU50-feature-set3-NO-SMOTE,False,diff_auc,SVC,ABU50,4,0.125,-0.625,large
exp32-ABU50-feature-set3-NO-SMOTE,False,diff_f1,knn_classifier,ABU50,5,0.3125,-0.28,small
exp32-ABU50-feature-set3-NO-SMOTE,False,diff_precision,knn_classifier,ABU50,5,0.6875,0.04,negligible
exp32-ABU50-feature-set3-NO-SMOTE,False,diff_recall,knn_classifier,ABU50,5,0.3125,-0.32,small
exp32-ABU50-feature-set3-NO-SMOTE,False,diff_auc,knn_classifier,ABU50,5,0.5,-0.04,negligible
exp32-ABU50-feature-set3-NO-SMOTE,False,diff_f1,logistic_regression,ABU50,5,0.9112350737939232,0.16,small
exp32-ABU50-feature-set3-NO-SMOTE,False,diff_precision,logistic_regression,ABU50,5,0.9112350737939232,0.24,small
exp32-ABU50-feature-set3-NO-SMOTE,False,diff_recall,logistic_regression,ABU50,5,0.7518787627778685,0.0,negligible
exp32-ABU50-feature-set3-NO-SMOTE,False,diff_auc,logistic_regression,ABU50,5,0.7918171610459174,0.12,negligible
exp32-ABU50-feature-set3-NO-SMOTE,False,diff_f1,randomForest_classifier,ABU50,10,0.9033203125,0.21,small
exp32-ABU50-feature-set3-NO-SMOTE,False,diff_precision,randomForest_classifier,ABU50,10,0.65234375,0.01,negligible
exp32-ABU50-feature-set3-NO-SMOTE,False,diff_recall,randomForest_classifier,ABU50,10,0.8797451666075595,0.28,small
exp32-ABU50-feature-set3-NO-SMOTE,False,diff_auc,randomForest_classifier,ABU50,10,0.7841796875,0.16,small
exp32-ABU50-feature-set3-NO-SMOTE,False,diff_f1,mlp_classifier,ABU50,8,nan,-0.0625,negligible
exp32-ABU50-feature-set3-NO-SMOTE,False,diff_precision,mlp_classifier,ABU50,8,nan,0.0625,negligible
exp32-ABU50-feature-set3-NO-SMOTE,False,diff_recall,mlp_classifier,ABU50,8,0.0390625,-0.3125,small
exp32-ABU50-feature-set3-NO-SMOTE,False,diff_auc,mlp_classifier,ABU50,8,0.125,-0.375,medium
exp32-ABU50-feature-set3-NO-SMOTE,False,diff_f1,bayes_network,ABU50,2,1.0,0.5,large
exp32-ABU50-feature-set3-NO-SMOTE,False,diff_precision,bayes_network,ABU50,2,0.25,-1.0,large
exp32-ABU50-feature-set3-NO-SMOTE,False,diff_recall,bayes_network,ABU50,2,1.0,1.0,large
exp32-ABU50-feature-set3-NO-SMOTE,False,diff_auc,bayes_network,ABU50,2,0.25,-1.0,large
exp33-ABU50-feature-set3-NO-SMOTE,False,diff_f1,SVC,ABU50,4,0.5724339297076471,0.0625,negligible
exp33-ABU50-feature-set3-NO-SMOTE,False,diff_precision,SVC,ABU50,4,0.42756607029235294,-0.0625,negligible
exp33-ABU50-feature-set3-NO-SMOTE,False,diff_recall,SVC,ABU50,4,0.4269616496435334,0.0,negligible
exp33-ABU50-feature-set3-NO-SMOTE,False,diff_auc,SVC,ABU50,4,0.42756607029235294,-0.0625,negligible
exp33-ABU50-feature-set3-NO-SMOTE,False,diff_f1,knn_classifier,ABU50,5,0.891816259871201,0.24,small
exp33-ABU50-feature-set3-NO-SMOTE,False,diff_precision,knn_classifier,ABU50,5,0.891816259871201,0.16,small
exp33-ABU50-feature-set3-NO-SMOTE,False,diff_recall,knn_classifier,ABU50,5,0.10709651285956417,-0.08,negligible
exp33-ABU50-feature-set3-NO-SMOTE,False,diff_auc,knn_classifier,ABU50,5,0.891816259871201,0.16,small
exp33-ABU50-feature-set3-NO-SMOTE,False,diff_f1,logistic_regression,ABU50,7,0.9888729375884504,0.40816326530612246,medium
exp33-ABU50-feature-set3-NO-SMOTE,False,diff_precision,logistic_regression,ABU50,7,0.9888729375884504,0.3673469387755102,medium
exp33-ABU50-feature-set3-NO-SMOTE,False,diff_recall,logistic_regression,ABU50,7,0.13379195373514313,-0.3673469387755102,medium
exp33-ABU50-feature-set3-NO-SMOTE,False,diff_auc,logistic_regression,ABU50,7,0.9888729375884504,0.4489795918367347,medium
exp33-ABU50-feature-set3-NO-SMOTE,False,diff_f1,randomForest_classifier,ABU50,9,0.875,0.2345679012345679,small
exp33-ABU50-feature-set3-NO-SMOTE,False,diff_precision,randomForest_classifier,ABU50,9,0.8984375,0.25925925925925924,small
exp33-ABU50-feature-set3-NO-SMOTE,False,diff_recall,randomForest_classifier,ABU50,9,0.71484375,0.09876543209876543,negligible
exp33-ABU50-feature-set3-NO-SMOTE,False,diff_auc,randomForest_classifier,ABU50,9,0.98046875,0.2962962962962963,small
exp33-ABU50-feature-set3-NO-SMOTE,False,diff_f1,mlp_classifier,ABU50,7,0.078125,-0.5510204081632653,large
exp33-ABU50-feature-set3-NO-SMOTE,False,diff_precision,mlp_classifier,ABU50,7,0.46875,-0.02040816326530612,negligible
exp33-ABU50-feature-set3-NO-SMOTE,False,diff_recall,mlp_classifier,ABU50,7,0.109375,-0.42857142857142855,medium
exp33-ABU50-feature-set3-NO-SMOTE,False,diff_auc,mlp_classifier,ABU50,7,0.34375,-0.14285714285714285,negligible
exp33-ABU50-feature-set3-NO-SMOTE,False,diff_f1,bayes_network,ABU50,2,0.25,-0.5,large
exp33-ABU50-feature-set3-NO-SMOTE,False,diff_precision,bayes_network,ABU50,2,0.25,-1.0,large
exp33-ABU50-feature-set3-NO-SMOTE,False,diff_recall,bayes_network,ABU50,2,0.5,0.0,negligible
exp33-ABU50-feature-set3-NO-SMOTE,False,diff_auc,bayes_network,ABU50,2,0.25,-1.0,large
exp34-ABU50-feature-set3-NO-SMOTE,False,diff_f1,SVC,ABU50,2,0.5,0.0,negligible
exp34-ABU50-feature-set3-NO-SMOTE,False,diff_precision,SVC,ABU50,2,0.5,0.0,negligible
exp34-ABU50-feature-set3-NO-SMOTE,False,diff_recall,SVC,ABU50,2,0.5,0.0,negligible
exp34-ABU50-feature-set3-NO-SMOTE,False,diff_auc,SVC,ABU50,2,0.5,0.0,negligible
exp34-ABU50-feature-set3-NO-SMOTE,False,diff_f1,knn_classifier,ABU50,7,0.2890625,-0.10204081632653061,negligible
exp34-ABU50-feature-set3-NO-SMOTE,False,diff_precision,knn_classifier,ABU50,7,0.234375,-0.14285714285714285,negligible
exp34-ABU50-feature-set3-NO-SMOTE,False,diff_recall,knn_classifier,ABU50,7,0.3674302996008943,-0.24489795918367346,small
exp34-ABU50-feature-set3-NO-SMOTE,False,diff_auc,knn_classifier,ABU50,7,0.234375,-0.14285714285714285,negligible
exp34-ABU50-feature-set3-NO-SMOTE,False,diff_f1,logistic_regression,ABU50,5,0.7051807241867165,0.08,negligible
exp34-ABU50-feature-set3-NO-SMOTE,False,diff_precision,logistic_regression,ABU50,5,0.7907538832765901,0.16,small
