Experiment,use_SMOTE,metric,model,target,#best hyperparameters,wilcoxon_test(p-value),cliffs_delta,cliffs_delta_result
exp64-PBU-feature-set1-SMOTE,True,diff_auc,knn_classifier,PBU,4,0.8125,0.125,negligible
exp64-PBU-feature-set1-SMOTE,True,diff_f1,logistic_regression,PBU,6,0.5,0.16666666666666666,small
exp64-PBU-feature-set1-SMOTE,True,diff_precision,logistic_regression,PBU,6,0.953125,0.7777777777777778,large
exp64-PBU-feature-set1-SMOTE,True,diff_recall,logistic_regression,PBU,6,0.578125,0.2222222222222222,small
exp64-PBU-feature-set1-SMOTE,True,diff_auc,logistic_regression,PBU,6,0.953125,0.8333333333333334,large
exp64-PBU-feature-set1-SMOTE,True,diff_f1,randomForest_classifier,PBU,8,0.15625,-0.15625,small
exp64-PBU-feature-set1-SMOTE,True,diff_precision,randomForest_classifier,PBU,8,0.125,-0.3125,small
exp64-PBU-feature-set1-SMOTE,True,diff_recall,randomForest_classifier,PBU,8,0.19140625,-0.140625,negligible
exp64-PBU-feature-set1-SMOTE,True,diff_auc,randomForest_classifier,PBU,8,0.15625,-0.3125,small
exp64-PBU-feature-set1-SMOTE,True,diff_f1,mlp_classifier,PBU,5,0.84375,0.2,small
exp64-PBU-feature-set1-SMOTE,True,diff_precision,mlp_classifier,PBU,5,0.59375,0.12,negligible
exp64-PBU-feature-set1-SMOTE,True,diff_recall,mlp_classifier,PBU,5,0.84375,0.2,small
exp64-PBU-feature-set1-SMOTE,True,diff_auc,mlp_classifier,PBU,5,0.78125,0.28,small
exp64-PBU-feature-set1-SMOTE,True,diff_f1,bayes_network,PBU,2,1.0,0.5,large
exp64-PBU-feature-set1-SMOTE,True,diff_precision,bayes_network,PBU,2,0.25,-0.5,large
exp64-PBU-feature-set1-SMOTE,True,diff_recall,bayes_network,PBU,2,1.0,0.5,large
exp64-PBU-feature-set1-SMOTE,True,diff_auc,bayes_network,PBU,2,0.5,0.0,negligible
exp65-PBU-feature-set1-SMOTE,True,diff_f1,SVC,PBU,4,0.4375,0.0,negligible
exp65-PBU-feature-set1-SMOTE,True,diff_precision,SVC,PBU,4,1.0,0.375,medium
exp65-PBU-feature-set1-SMOTE,True,diff_recall,SVC,PBU,4,0.4375,0.0,negligible
exp65-PBU-feature-set1-SMOTE,True,diff_auc,SVC,PBU,4,1.0,0.375,medium
exp65-PBU-feature-set1-SMOTE,True,diff_f1,knn_classifier,PBU,5,0.78125,0.12,negligible
exp65-PBU-feature-set1-SMOTE,True,diff_precision,knn_classifier,PBU,5,1.0,0.36,medium
exp65-PBU-feature-set1-SMOTE,True,diff_recall,knn_classifier,PBU,5,0.59375,0.08,negligible
exp65-PBU-feature-set1-SMOTE,True,diff_auc,knn_classifier,PBU,5,1.0,0.44,medium
exp65-PBU-feature-set1-SMOTE,True,diff_f1,logistic_regression,PBU,7,0.40625,0.02040816326530612,negligible
exp65-PBU-feature-set1-SMOTE,True,diff_precision,logistic_regression,PBU,7,0.9921875,0.46938775510204084,medium
exp65-PBU-feature-set1-SMOTE,True,diff_recall,logistic_regression,PBU,7,0.46875,0.02040816326530612,negligible
exp65-PBU-feature-set1-SMOTE,True,diff_auc,logistic_regression,PBU,7,0.984375,0.5510204081632653,large
exp65-PBU-feature-set1-SMOTE,True,diff_f1,randomForest_classifier,PBU,9,0.455078125,0.012345679012345678,negligible
exp65-PBU-feature-set1-SMOTE,True,diff_precision,randomForest_classifier,PBU,9,0.326171875,-0.18518518518518517,small
exp65-PBU-feature-set1-SMOTE,True,diff_recall,randomForest_classifier,PBU,9,0.5236382091164526,-0.04938271604938271,negligible
exp65-PBU-feature-set1-SMOTE,True,diff_auc,randomForest_classifier,PBU,9,0.326171875,-0.18518518518518517,small
exp65-PBU-feature-set1-SMOTE,True,diff_f1,mlp_classifier,PBU,7,nan,-1.0,large
exp65-PBU-feature-set1-SMOTE,True,diff_precision,mlp_classifier,PBU,7,nan,-1.0,large
exp65-PBU-feature-set1-SMOTE,True,diff_recall,mlp_classifier,PBU,7,0.890625,0.6326530612244898,large
exp65-PBU-feature-set1-SMOTE,True,diff_auc,mlp_classifier,PBU,7,0.8979579111172133,0.3877551020408163,medium
exp65-PBU-feature-set1-SMOTE,True,diff_f1,bayes_network,PBU,2,0.75,0.0,negligible
exp65-PBU-feature-set1-SMOTE,True,diff_precision,bayes_network,PBU,2,0.75,0.0,negligible
exp65-PBU-feature-set1-SMOTE,True,diff_recall,bayes_network,PBU,2,0.75,0.0,negligible
exp65-PBU-feature-set1-SMOTE,True,diff_auc,bayes_network,PBU,2,0.75,0.5,large
exp66-PBU-feature-set2-SMOTE,True,diff_f1,SVC,PBU,4,0.22484589898444546,-0.0625,negligible
exp66-PBU-feature-set2-SMOTE,True,diff_precision,SVC,PBU,4,0.7751541010155545,0.0625,negligible
exp66-PBU-feature-set2-SMOTE,True,diff_recall,SVC,PBU,4,0.22484589898444546,-0.0625,negligible
exp66-PBU-feature-set2-SMOTE,True,diff_auc,SVC,PBU,4,0.7751541010155545,0.0625,negligible
exp66-PBU-feature-set2-SMOTE,True,diff_f1,knn_classifier,PBU,4,0.9498258767688547,0.3125,small
exp66-PBU-feature-set2-SMOTE,True,diff_precision,knn_classifier,PBU,4,0.9498258767688547,0.3125,small
exp66-PBU-feature-set2-SMOTE,True,diff_recall,knn_classifier,PBU,4,0.9012669633209907,0.125,negligible
exp66-PBU-feature-set2-SMOTE,True,diff_auc,knn_classifier,PBU,4,0.9498258767688547,0.1875,small
exp66-PBU-feature-set2-SMOTE,True,diff_f1,logistic_regression,PBU,5,0.03125,-0.44,medium
exp66-PBU-feature-set2-SMOTE,True,diff_precision,logistic_regression,PBU,5,0.0625,-0.36,medium
exp66-PBU-feature-set2-SMOTE,True,diff_recall,logistic_regression,PBU,5,0.0625,-0.36,medium
exp66-PBU-feature-set2-SMOTE,True,diff_auc,logistic_regression,PBU,5,0.0625,-0.44,medium
exp66-PBU-feature-set2-SMOTE,True,diff_f1,randomForest_classifier,PBU,8,0.23046875,-0.203125,small
exp66-PBU-feature-set2-SMOTE,True,diff_precision,randomForest_classifier,PBU,8,0.3203125,-0.015625,negligible
exp66-PBU-feature-set2-SMOTE,True,diff_recall,randomForest_classifier,PBU,8,0.23046875,-0.171875,small
exp66-PBU-feature-set2-SMOTE,True,diff_auc,randomForest_classifier,PBU,8,0.2734375,0.09375,negligible
exp66-PBU-feature-set2-SMOTE,True,diff_f1,mlp_classifier,PBU,5,1.0,0.76,large
exp66-PBU-feature-set2-SMOTE,True,diff_precision,mlp_classifier,PBU,5,0.40625,0.12,negligible
exp66-PBU-feature-set2-SMOTE,True,diff_recall,mlp_classifier,PBU,5,1.0,0.76,large
exp66-PBU-feature-set2-SMOTE,True,diff_auc,mlp_classifier,PBU,5,0.59375,0.04,negligible
exp66-PBU-feature-set2-SMOTE,True,diff_f1,bayes_network,PBU,2,0.25,-0.5,large
exp66-PBU-feature-set2-SMOTE,True,diff_precision,bayes_network,PBU,2,1.0,1.0,large
exp66-PBU-feature-set2-SMOTE,True,diff_recall,bayes_network,PBU,2,0.25,-0.75,large
exp66-PBU-feature-set2-SMOTE,True,diff_auc,bayes_network,PBU,2,1.0,1.0,large
exp67-PBU-feature-set2-SMOTE,True,diff_f1,SVC,PBU,5,0.5,0.0,negligible
exp67-PBU-feature-set2-SMOTE,True,diff_precision,SVC,PBU,5,0.84375,0.32,small
exp67-PBU-feature-set2-SMOTE,True,diff_recall,SVC,PBU,5,0.40625,0.0,negligible
exp67-PBU-feature-set2-SMOTE,True,diff_auc,SVC,PBU,5,0.90625,0.28,small
exp67-PBU-feature-set2-SMOTE,True,diff_f1,knn_classifier,PBU,5,0.9375,0.2,small
exp67-PBU-feature-set2-SMOTE,True,diff_precision,knn_classifier,PBU,5,0.21875,-0.28,small
exp67-PBU-feature-set2-SMOTE,True,diff_recall,knn_classifier,PBU,5,0.9375,0.2,small
exp67-PBU-feature-set2-SMOTE,True,diff_auc,knn_classifier,PBU,5,0.21875,-0.04,negligible
exp67-PBU-feature-set2-SMOTE,True,diff_f1,logistic_regression,PBU,7,0.015625,-0.3469387755102041,medium
exp67-PBU-feature-set2-SMOTE,True,diff_precision,logistic_regression,PBU,7,0.0078125,-0.5102040816326531,large
exp67-PBU-feature-set2-SMOTE,True,diff_recall,logistic_regression,PBU,7,0.015625,-0.3877551020408163,medium
exp67-PBU-feature-set2-SMOTE,True,diff_auc,logistic_regression,PBU,7,0.0078125,-0.5102040816326531,large
exp67-PBU-feature-set2-SMOTE,True,diff_f1,randomForest_classifier,PBU,9,0.41015625,-0.037037037037037035,negligible
exp67-PBU-feature-set2-SMOTE,True,diff_precision,randomForest_classifier,PBU,9,0.97265625,0.2716049382716049,small
exp67-PBU-feature-set2-SMOTE,True,diff_recall,randomForest_classifier,PBU,9,0.248046875,-0.12345679012345678,negligible
exp67-PBU-feature-set2-SMOTE,True,diff_auc,randomForest_classifier,PBU,9,0.97265625,0.25925925925925924,small
exp67-PBU-feature-set2-SMOTE,True,diff_f1,mlp_classifier,PBU,7,nan,0.5510204081632653,large
exp67-PBU-feature-set2-SMOTE,True,diff_precision,mlp_classifier,PBU,7,nan,-0.30612244897959184,small
exp67-PBU-feature-set2-SMOTE,True,diff_recall,mlp_classifier,PBU,7,0.765625,0.2653061224489796,small
exp67-PBU-feature-set2-SMOTE,True,diff_auc,mlp_classifier,PBU,7,0.025956482467509135,-0.3877551020408163,medium
exp67-PBU-feature-set2-SMOTE,True,diff_f1,bayes_network,PBU,2,0.75,0.0,negligible
exp67-PBU-feature-set2-SMOTE,True,diff_precision,bayes_network,PBU,2,1.0,0.5,large
exp67-PBU-feature-set2-SMOTE,True,diff_recall,bayes_network,PBU,2,0.75,0.0,negligible
exp67-PBU-feature-set2-SMOTE,True,diff_auc,bayes_network,PBU,2,1.0,1.0,large
exp68-PBU-feature-set2-SMOTE,True,diff_f1,SVC,PBU,4,0.7751541010155545,0.0625,negligible
exp68-PBU-feature-set2-SMOTE,True,diff_precision,SVC,PBU,4,0.7751541010155545,0.0625,negligible
exp68-PBU-feature-set2-SMOTE,True,diff_recall,SVC,PBU,4,0.7751541010155545,0.0625,negligible
exp68-PBU-feature-set2-SMOTE,True,diff_auc,SVC,PBU,4,0.7751541010155545,0.0625,negligible
exp68-PBU-feature-set2-SMOTE,True,diff_f1,knn_classifier,PBU,4,0.5730383503564667,0.0,negligible
exp68-PBU-feature-set2-SMOTE,True,diff_precision,knn_classifier,PBU,4,0.9012669633209907,0.25,small
exp68-PBU-feature-set2-SMOTE,True,diff_recall,knn_classifier,PBU,4,0.22484589898444546,-0.0625,negligible
exp68-PBU-feature-set2-SMOTE,True,diff_auc,knn_classifier,PBU,4,0.9012669633209907,0.125,negligible
exp68-PBU-feature-set2-SMOTE,True,diff_f1,logistic_regression,PBU,5,0.5,0.04,negligible
exp68-PBU-feature-set2-SMOTE,True,diff_precision,logistic_regression,PBU,5,0.78125,0.2,small
exp68-PBU-feature-set2-SMOTE,True,diff_recall,logistic_regression,PBU,5,0.40625,-0.12,negligible
exp68-PBU-feature-set2-SMOTE,True,diff_auc,logistic_regression,PBU,5,0.78125,0.2,small
exp68-PBU-feature-set2-SMOTE,True,diff_f1,randomForest_classifier,PBU,10,0.1162109375,-0.2,small
exp68-PBU-feature-set2-SMOTE,True,diff_precision,randomForest_classifier,PBU,10,0.384765625,-0.2,small
exp68-PBU-feature-set2-SMOTE,True,diff_recall,randomForest_classifier,PBU,10,0.1162109375,-0.17,small
exp68-PBU-feature-set2-SMOTE,True,diff_auc,randomForest_classifier,PBU,10,0.384765625,-0.26,small
exp68-PBU-feature-set2-SMOTE,True,diff_f1,mlp_classifier,PBU,7,0.9609375,0.6326530612244898,large
exp68-PBU-feature-set2-SMOTE,True,diff_precision,mlp_classifier,PBU,7,0.765625,0.46938775510204084,medium
exp68-PBU-feature-set2-SMOTE,True,diff_recall,mlp_classifier,PBU,7,0.9609375,0.6326530612244898,large
exp68-PBU-feature-set2-SMOTE,True,diff_auc,mlp_classifier,PBU,7,0.8515625,0.3673469387755102,medium
exp68-PBU-feature-set2-SMOTE,True,diff_f1,bayes_network,PBU,2,0.25,-0.5,large
exp68-PBU-feature-set2-SMOTE,True,diff_precision,bayes_network,PBU,2,0.75,0.0,negligible
exp68-PBU-feature-set2-SMOTE,True,diff_recall,bayes_network,PBU,2,0.25,-0.5,large
exp68-PBU-feature-set2-SMOTE,True,diff_auc,bayes_network,PBU,2,0.75,0.0,negligible
exp69-PBU-feature-set2-SMOTE,True,diff_f1,SVC,PBU,3,1.0,0.3333333333333333,medium
exp69-PBU-feature-set2-SMOTE,True,diff_precision,SVC,PBU,3,0.875,0.1111111111111111,negligible
exp69-PBU-feature-set2-SMOTE,True,diff_recall,SVC,PBU,3,1.0,0.3333333333333333,medium
exp69-PBU-feature-set2-SMOTE,True,diff_auc,SVC,PBU,3,0.875,0.1111111111111111,negligible
exp69-PBU-feature-set2-SMOTE,True,diff_f1,knn_classifier,PBU,5,0.3125,-0.04,negligible
exp69-PBU-feature-set2-SMOTE,True,diff_precision,knn_classifier,PBU,5,0.84375,0.36,medium
exp69-PBU-feature-set2-SMOTE,True,diff_recall,knn_classifier,PBU,5,0.15625,-0.12,negligible
exp69-PBU-feature-set2-SMOTE,True,diff_auc,knn_classifier,PBU,5,0.78125,0.52,large
exp69-PBU-feature-set2-SMOTE,True,diff_f1,logistic_regression,PBU,4,0.0625,-0.625,large
exp69-PBU-feature-set2-SMOTE,True,diff_precision,logistic_regression,PBU,4,0.5625,0.0,negligible
exp69-PBU-feature-set2-SMOTE,True,diff_recall,logistic_regression,PBU,4,0.0625,-0.625,large
exp69-PBU-feature-set2-SMOTE,True,diff_auc,logistic_regression,PBU,4,0.4375,-0.25,small
exp69-PBU-feature-set2-SMOTE,True,diff_f1,randomForest_classifier,PBU,9,0.28515625,-0.2222222222222222,small
exp69-PBU-feature-set2-SMOTE,True,diff_precision,randomForest_classifier,PBU,9,0.037109375,-0.48148148148148145,large
exp69-PBU-feature-set2-SMOTE,True,diff_recall,randomForest_classifier,PBU,9,0.673828125,-0.07407407407407407,negligible
exp69-PBU-feature-set2-SMOTE,True,diff_auc,randomForest_classifier,PBU,9,0.048828125,-0.4567901234567901,medium
exp69-PBU-feature-set2-SMOTE,True,diff_f1,mlp_classifier,PBU,7,nan,-0.14285714285714285,negligible
exp69-PBU-feature-set2-SMOTE,True,diff_precision,mlp_classifier,PBU,7,nan,-0.7551020408163265,large
exp69-PBU-feature-set2-SMOTE,True,diff_recall,mlp_classifier,PBU,7,0.9453125,0.5510204081632653,large
exp69-PBU-feature-set2-SMOTE,True,diff_auc,mlp_classifier,PBU,7,0.7765635896445846,0.22448979591836735,small
exp69-PBU-feature-set2-SMOTE,True,diff_f1,bayes_network,PBU,2,0.25,-0.5,large
exp69-PBU-feature-set2-SMOTE,True,diff_precision,bayes_network,PBU,2,0.5,-0.5,large
exp69-PBU-feature-set2-SMOTE,True,diff_recall,bayes_network,PBU,2,0.25,-0.5,large
exp69-PBU-feature-set2-SMOTE,True,diff_auc,bayes_network,PBU,2,0.25,-1.0,large
exp70-PBU-feature-set2-SMOTE,True,diff_f1,SVC,PBU,5,0.6875,0.04,negligible
exp70-PBU-feature-set2-SMOTE,True,diff_precision,SVC,PBU,5,0.84375,0.36,medium
exp70-PBU-feature-set2-SMOTE,True,diff_recall,SVC,PBU,5,0.21875,-0.08,negligible
exp70-PBU-feature-set2-SMOTE,True,diff_auc,SVC,PBU,5,0.84375,0.36,medium
exp70-PBU-feature-set2-SMOTE,True,diff_f1,knn_classifier,PBU,4,0.125,-0.25,small
exp70-PBU-feature-set2-SMOTE,True,diff_precision,knn_classifier,PBU,4,0.1875,-0.375,medium
exp70-PBU-feature-set2-SMOTE,True,diff_recall,knn_classifier,PBU,4,0.125,-0.25,small
exp70-PBU-feature-set2-SMOTE,True,diff_auc,knn_classifier,PBU,4,0.125,-0.25,small
exp70-PBU-feature-set2-SMOTE,True,diff_f1,logistic_regression,PBU,7,0.0078125,-0.5918367346938775,large
exp70-PBU-feature-set2-SMOTE,True,diff_precision,logistic_regression,PBU,7,0.0078125,-0.5102040816326531,large
exp70-PBU-feature-set2-SMOTE,True,diff_recall,logistic_regression,PBU,7,0.0078125,-0.5918367346938775,large
exp70-PBU-feature-set2-SMOTE,True,diff_auc,logistic_regression,PBU,7,0.0078125,-0.5102040816326531,large
exp70-PBU-feature-set2-SMOTE,True,diff_f1,randomForest_classifier,PBU,7,0.40625,-0.14285714285714285,negligible
exp70-PBU-feature-set2-SMOTE,True,diff_precision,randomForest_classifier,PBU,7,0.0390625,-0.3877551020408163,medium
exp70-PBU-feature-set2-SMOTE,True,diff_recall,randomForest_classifier,PBU,7,0.53125,-0.10204081632653061,negligible
exp70-PBU-feature-set2-SMOTE,True,diff_auc,randomForest_classifier,PBU,7,0.0390625,-0.3877551020408163,medium
exp70-PBU-feature-set2-SMOTE,True,diff_f1,mlp_classifier,PBU,7,nan,0.10204081632653061,negligible
exp70-PBU-feature-set2-SMOTE,True,diff_precision,mlp_classifier,PBU,7,nan,0.2653061224489796,small
exp70-PBU-feature-set2-SMOTE,True,diff_recall,mlp_classifier,PBU,7,0.0546875,-0.24489795918367346,small
exp70-PBU-feature-set2-SMOTE,True,diff_auc,mlp_classifier,PBU,7,0.8640506445901759,0.2857142857142857,small
exp70-PBU-feature-set2-SMOTE,True,diff_f1,bayes_network,PBU,2,1.0,0.5,large
exp70-PBU-feature-set2-SMOTE,True,diff_precision,bayes_network,PBU,2,1.0,1.0,large
exp70-PBU-feature-set2-SMOTE,True,diff_recall,bayes_network,PBU,2,1.0,0.5,large
exp70-PBU-feature-set2-SMOTE,True,diff_auc,bayes_network,PBU,2,1.0,1.0,large
exp71-PBU-feature-set3-SMOTE,True,diff_f1,SVC,PBU,3,0.125,-0.5555555555555556,large
exp71-PBU-feature-set3-SMOTE,True,diff_precision,SVC,PBU,3,0.625,-0.3333333333333333,medium
exp71-PBU-feature-set3-SMOTE,True,diff_recall,SVC,PBU,3,0.25,-0.3333333333333333,medium
exp71-PBU-feature-set3-SMOTE,True,diff_auc,SVC,PBU,3,0.625,-0.1111111111111111,negligible
exp71-PBU-feature-set3-SMOTE,True,diff_f1,knn_classifier,PBU,5,0.0625,-0.28,small
exp71-PBU-feature-set3-SMOTE,True,diff_precision,knn_classifier,PBU,5,0.5,0.12,negligible
exp71-PBU-feature-set3-SMOTE,True,diff_recall,knn_classifier,PBU,5,0.0625,-0.36,medium
exp71-PBU-feature-set3-SMOTE,True,diff_auc,knn_classifier,PBU,5,0.40625,-0.04,negligible
exp71-PBU-feature-set3-SMOTE,True,diff_f1,logistic_regression,PBU,8,0.80859375,0.25,small
exp71-PBU-feature-set3-SMOTE,True,diff_precision,logistic_regression,PBU,8,0.37109375,-0.21875,small
exp71-PBU-feature-set3-SMOTE,True,diff_recall,logistic_regression,PBU,8,0.90234375,0.28125,small
exp71-PBU-feature-set3-SMOTE,True,diff_auc,logistic_regression,PBU,8,0.47265625,-0.1875,small
exp71-PBU-feature-set3-SMOTE,True,diff_f1,randomForest_classifier,PBU,10,0.7216796875,0.02,negligible
exp71-PBU-feature-set3-SMOTE,True,diff_precision,randomForest_classifier,PBU,10,0.5771484375,-0.02,negligible
exp71-PBU-feature-set3-SMOTE,True,diff_recall,randomForest_classifier,PBU,10,0.65234375,0.04,negligible
exp71-PBU-feature-set3-SMOTE,True,diff_auc,randomForest_classifier,PBU,10,0.5771484375,-0.04,negligible
exp71-PBU-feature-set3-SMOTE,True,diff_f1,mlp_classifier,PBU,2,nan,-1.0,large
exp71-PBU-feature-set3-SMOTE,True,diff_precision,mlp_classifier,PBU,2,nan,-1.0,large
exp71-PBU-feature-set3-SMOTE,True,diff_recall,mlp_classifier,PBU,2,1.0,1.0,large
exp71-PBU-feature-set3-SMOTE,True,diff_auc,mlp_classifier,PBU,2,0.5,0.0,negligible
exp71-PBU-feature-set3-SMOTE,True,diff_f1,bayes_network,PBU,2,0.25,-0.5,large
exp71-PBU-feature-set3-SMOTE,True,diff_precision,bayes_network,PBU,2,0.75,0.5,large
exp71-PBU-feature-set3-SMOTE,True,diff_recall,bayes_network,PBU,2,0.25,-0.75,large
exp71-PBU-feature-set3-SMOTE,True,diff_auc,bayes_network,PBU,2,0.75,0.5,large
exp72-PBU-feature-set3-SMOTE,True,diff_f1,SVC,PBU,3,0.125,-0.5555555555555556,large
exp72-PBU-feature-set3-SMOTE,True,diff_precision,SVC,PBU,3,0.625,-0.1111111111111111,negligible
exp72-PBU-feature-set3-SMOTE,True,diff_recall,SVC,PBU,3,0.125,-0.3333333333333333,medium
exp72-PBU-feature-set3-SMOTE,True,diff_auc,SVC,PBU,3,0.625,-0.1111111111111111,negligible
exp72-PBU-feature-set3-SMOTE,True,diff_f1,knn_classifier,PBU,6,0.15625,-0.1111111111111111,negligible
exp72-PBU-feature-set3-SMOTE,True,diff_precision,knn_classifier,PBU,6,0.03125,-0.6666666666666666,large
exp72-PBU-feature-set3-SMOTE,True,diff_recall,knn_classifier,PBU,6,0.421875,-0.027777777777777776,negligible
exp72-PBU-feature-set3-SMOTE,True,diff_auc,knn_classifier,PBU,6,0.03125,-0.6666666666666666,large
exp72-PBU-feature-set3-SMOTE,True,diff_f1,logistic_regression,PBU,7,1.0,1.0,large
exp72-PBU-feature-set3-SMOTE,True,diff_precision,logistic_regression,PBU,7,1.0,0.5102040816326531,large
exp72-PBU-feature-set3-SMOTE,True,diff_recall,logistic_regression,PBU,7,1.0,0.8571428571428571,large
exp72-PBU-feature-set3-SMOTE,True,diff_auc,logistic_regression,PBU,7,1.0,0.8367346938775511,large
exp72-PBU-feature-set3-SMOTE,True,diff_f1,randomForest_classifier,PBU,9,0.751953125,0.04938271604938271,negligible
exp72-PBU-feature-set3-SMOTE,True,diff_precision,randomForest_classifier,PBU,9,0.8984375,0.37037037037037035,medium
exp72-PBU-feature-set3-SMOTE,True,diff_recall,randomForest_classifier,PBU,9,0.71484375,0.024691358024691357,negligible
exp72-PBU-feature-set3-SMOTE,True,diff_auc,randomForest_classifier,PBU,9,0.8984375,0.35802469135802467,medium
exp72-PBU-feature-set3-SMOTE,True,diff_f1,mlp_classifier,PBU,3,nan,-1.0,large
exp72-PBU-feature-set3-SMOTE,True,diff_precision,mlp_classifier,PBU,3,nan,-1.0,large
exp72-PBU-feature-set3-SMOTE,True,diff_recall,mlp_classifier,PBU,3,1.0,1.0,large
exp72-PBU-feature-set3-SMOTE,True,diff_auc,mlp_classifier,PBU,3,0.7928919108787373,0.5555555555555556,large
exp72-PBU-feature-set3-SMOTE,True,diff_f1,bayes_network,PBU,2,1.0,1.0,large
exp72-PBU-feature-set3-SMOTE,True,diff_precision,bayes_network,PBU,2,0.25,-1.0,large
exp72-PBU-feature-set3-SMOTE,True,diff_recall,bayes_network,PBU,2,1.0,1.0,large
exp72-PBU-feature-set3-SMOTE,True,diff_auc,bayes_network,PBU,2,0.25,-1.0,large
exp73-PBU-feature-set3-SMOTE,True,diff_f1,SVC,PBU,3,0.09072460386071024,-0.2222222222222222,small
exp73-PBU-feature-set3-SMOTE,True,diff_precision,SVC,PBU,3,0.09072460386071024,-0.4444444444444444,medium
exp73-PBU-feature-set3-SMOTE,True,diff_recall,SVC,PBU,3,0.09072460386071024,-0.2222222222222222,small
exp73-PBU-feature-set3-SMOTE,True,diff_auc,SVC,PBU,3,0.09072460386071024,-0.2222222222222222,small
exp73-PBU-feature-set3-SMOTE,True,diff_f1,knn_classifier,PBU,5,0.9112350737939232,0.08,negligible
exp73-PBU-feature-set3-SMOTE,True,diff_precision,knn_classifier,PBU,5,0.29481927581328354,-0.08,negligible
exp73-PBU-feature-set3-SMOTE,True,diff_recall,knn_classifier,PBU,5,0.9487647825701253,0.12,negligible
exp73-PBU-feature-set3-SMOTE,True,diff_auc,knn_classifier,PBU,5,0.29396837308678314,-0.08,negligible
exp73-PBU-feature-set3-SMOTE,True,diff_f1,logistic_regression,PBU,6,0.9288933790318038,0.5,large
exp73-PBU-feature-set3-SMOTE,True,diff_precision,logistic_regression,PBU,6,0.9532537581550822,0.2222222222222222,small
exp73-PBU-feature-set3-SMOTE,True,diff_recall,logistic_regression,PBU,6,0.8775317109767666,0.3055555555555556,small
exp73-PBU-feature-set3-SMOTE,True,diff_auc,logistic_regression,PBU,6,0.9288933790318038,0.3611111111111111,medium
exp73-PBU-feature-set3-SMOTE,True,diff_f1,randomForest_classifier,PBU,9,0.97265625,0.2839506172839506,small
exp73-PBU-feature-set3-SMOTE,True,diff_precision,randomForest_classifier,PBU,9,0.97265625,0.43209876543209874,medium
exp73-PBU-feature-set3-SMOTE,True,diff_recall,randomForest_classifier,PBU,9,0.9226153973614883,0.2345679012345679,small
exp73-PBU-feature-set3-SMOTE,True,diff_auc,randomForest_classifier,PBU,9,0.98046875,0.43209876543209874,medium
exp73-PBU-feature-set3-SMOTE,True,diff_f1,mlp_classifier,PBU,2,nan,-1.0,large
exp73-PBU-feature-set3-SMOTE,True,diff_precision,mlp_classifier,PBU,2,nan,-1.0,large
exp73-PBU-feature-set3-SMOTE,True,diff_recall,mlp_classifier,PBU,2,1.0,1.0,large
exp73-PBU-feature-set3-SMOTE,True,diff_auc,mlp_classifier,PBU,2,0.5,0.0,negligible
exp73-PBU-feature-set3-SMOTE,True,diff_f1,bayes_network,PBU,2,0.5,0.0,negligible
exp73-PBU-feature-set3-SMOTE,True,diff_precision,bayes_network,PBU,2,1.0,0.5,large
exp73-PBU-feature-set3-SMOTE,True,diff_recall,bayes_network,PBU,2,0.25,-0.5,large
exp73-PBU-feature-set3-SMOTE,True,diff_auc,bayes_network,PBU,2,1.0,1.0,large
exp74-PBU-feature-set3-SMOTE,True,diff_f1,SVC,PBU,4,0.125,-0.125,negligible
exp74-PBU-feature-set3-SMOTE,True,diff_precision,SVC,PBU,4,0.8125,0.375,medium
exp74-PBU-feature-set3-SMOTE,True,diff_recall,SVC,PBU,4,0.0625,-0.25,small
exp74-PBU-feature-set3-SMOTE,True,diff_auc,SVC,PBU,4,0.8125,0.125,negligible
exp74-PBU-feature-set3-SMOTE,True,diff_f1,knn_classifier,PBU,6,0.5,0.0,negligible
exp74-PBU-feature-set3-SMOTE,True,diff_precision,knn_classifier,PBU,6,0.5,-0.2777777777777778,small
exp74-PBU-feature-set3-SMOTE,True,diff_recall,knn_classifier,PBU,6,0.5,0.027777777777777776,negligible
exp74-PBU-feature-set3-SMOTE,True,diff_auc,knn_classifier,PBU,6,0.5,-0.2777777777777778,small
exp74-PBU-feature-set3-SMOTE,True,diff_f1,logistic_regression,PBU,7,0.9461555518536324,0.4489795918367347,medium
exp74-PBU-feature-set3-SMOTE,True,diff_precision,logistic_regression,PBU,7,0.9622982185643684,0.20408163265306123,small
exp74-PBU-feature-set3-SMOTE,True,diff_recall,logistic_regression,PBU,7,0.8644793601948284,0.22448979591836735,small
exp74-PBU-feature-set3-SMOTE,True,diff_auc,logistic_regression,PBU,7,0.9622982185643684,0.24489795918367346,small
exp74-PBU-feature-set3-SMOTE,True,diff_f1,randomForest_classifier,PBU,10,0.9755859375,0.34,medium
exp74-PBU-feature-set3-SMOTE,True,diff_precision,randomForest_classifier,PBU,10,0.919921875,0.3,small
exp74-PBU-feature-set3-SMOTE,True,diff_recall,randomForest_classifier,PBU,10,0.947265625,0.33,medium
exp74-PBU-feature-set3-SMOTE,True,diff_auc,randomForest_classifier,PBU,10,0.919921875,0.32,small
exp74-PBU-feature-set3-SMOTE,True,diff_f1,mlp_classifier,PBU,2,nan,-1.0,large
exp74-PBU-feature-set3-SMOTE,True,diff_precision,mlp_classifier,PBU,2,nan,-1.0,large
