model,iteration,hyperparameters,target,tp_c,tn_c,fp_c,fn_c,n_instances_c,n_positives_c,n_negatives_c,tp_cw,tn_cw,fp_cw,fn_cw,n_instances_cw,n_positives_cw,n_negatives_cw,precision_c,recall_c,f1_c,accuracy_c,precision_cw,recall_cw,f1_cw,accuracy_cw,auc_c,auc_cw,diff_precision,diff_recall,diff_f1,diff_accuracy,diff_auc,experiment,use_smote,warning_feature,feature_set
bayes_network,overall,{'var_smoothing': 1e-09},ABU50,118,93,74,58,343,176,167,119,91,76,57,343,176,167,0.6145833333333334,0.6704545454545454,0.6413043478260869,0.6151603498542274,0.6102564102564103,0.6761363636363636,0.6415094339622641,0.6122448979591837,0.6138281979458451,0.6108921144215262,-0.004326923076923,0.0056818181818182,0.0002050861361772,-0.0029154518950437,-0.0029360835243188,exp14-ABU50-feature-set1-NO-SMOTE,False,warnings_openjml,set1
bayes_network,overall,{'var_smoothing': 1e-05},ABU50,93,120,47,83,343,176,167,94,115,52,82,343,176,167,0.6642857142857143,0.5284090909090909,0.5886075949367089,0.6209912536443148,0.6438356164383562,0.5340909090909091,0.5838509316770186,0.60932944606414,0.6231092436974789,0.6113496307613955,-0.020450097847358,0.0056818181818181,-0.0047566632596902,-0.0116618075801748,-0.0117596129360834,exp14-ABU50-feature-set1-NO-SMOTE,False,warnings_openjml,set1
logistic_regression,overall,"{'solver': 'liblinear', 'penalty': 'l2', 'random_state': 1699304546, 'C': 0.1}",ABU50,110,108,59,66,343,176,167,108,106,61,68,343,176,167,0.650887573964497,0.625,0.6376811594202899,0.6355685131195336,0.6390532544378699,0.6136363636363636,0.6260869565217392,0.6239067055393586,0.6353853662677192,0.6235213479331126,-0.0118343195266271,-0.0113636363636363,-0.0115942028985507,-0.0116618075801749,-0.0118640183346065,exp14-ABU50-feature-set1-NO-SMOTE,False,warnings_openjml,set1
logistic_regression,overall,"{'solver': 'liblinear', 'penalty': 'l1', 'C': 20, 'random_state': 1699304546}",ABU50,109,103,64,67,343,176,167,105,103,64,71,343,176,167,0.630057803468208,0.6193181818181818,0.6246418338108882,0.6180758017492711,0.621301775147929,0.5965909090909091,0.6086956521739131,0.6064139941690962,0.6173571852983617,0.6059286138697904,-0.0087560283202791,-0.0227272727272727,-0.0159461816369751,-0.0116618075801748,-0.0114285714285713,exp14-ABU50-feature-set1-NO-SMOTE,False,warnings_openjml,set1
logistic_regression,overall,"{'solver': 'liblinear', 'penalty': 'l2', 'C': 20, 'random_state': 1699304546}",ABU50,108,103,64,68,343,176,167,104,103,64,72,343,176,167,0.627906976744186,0.6136363636363636,0.6206896551724139,0.6151603498542274,0.6190476190476191,0.5909090909090909,0.6046511627906977,0.6034985422740525,0.6145000424412188,0.6030714710126475,-0.0088593576965669,-0.0227272727272727,-0.0160384923817161,-0.0116618075801748,-0.0114285714285713,exp14-ABU50-feature-set1-NO-SMOTE,False,warnings_openjml,set1
logistic_regression,overall,"{'solver': 'liblinear', 'random_state': 1699304546, 'penalty': 'l1', 'C': 10}",ABU50,110,103,64,66,343,176,167,106,103,64,70,343,176,167,0.632183908045977,0.625,0.6285714285714286,0.6209912536443148,0.6235294117647059,0.6022727272727273,0.6127167630057804,0.60932944606414,0.6201349630761396,0.6087063916475681,-0.0086544962812711,-0.0227272727272727,-0.0158546655656481,-0.0116618075801748,-0.0114285714285714,exp14-ABU50-feature-set1-NO-SMOTE,False,warnings_openjml,set1
logistic_regression,overall,"{'solver': 'liblinear', 'random_state': 1699304546, 'penalty': 'l1', 'C': 5}",ABU50,109,102,65,67,343,176,167,105,103,64,71,343,176,167,0.6264367816091954,0.6193181818181818,0.6228571428571428,0.6151603498542274,0.621301775147929,0.5965909090909091,0.6086956521739131,0.6064139941690962,0.6143366437484085,0.6058492487904253,-0.0051350064612664,-0.0227272727272727,-0.0141614906832296,-0.0087463556851311,-0.0084873949579831,exp14-ABU50-feature-set1-NO-SMOTE,False,warnings_openjml,set1
logistic_regression,overall,"{'random_state': 1699304546, 'penalty': 'l1', 'solver': 'saga', 'C': 100000000.0}",ABU50,111,110,57,65,343,176,167,111,107,60,65,343,176,167,0.6607142857142857,0.6306818181818182,0.6453488372093023,0.6443148688046647,0.6491228070175439,0.6306818181818182,0.6397694524495678,0.6355685131195336,0.6443031151854681,0.635053475935829,-0.0115914786967418,0.0,-0.0055793847597344,-0.0087463556851311,-0.0092496392496391,exp14-ABU50-feature-set1-NO-SMOTE,False,warnings_openjml,set1
logistic_regression,overall,"{'random_state': 1699304546, 'penalty': 'l1', 'solver': 'saga', 'C': 0.1}",ABU50,112,105,62,64,343,176,167,112,104,63,64,343,176,167,0.6436781609195402,0.6363636363636364,0.64,0.6326530612244898,0.64,0.6363636363636364,0.6381766381766382,0.6297376093294461,0.6319391392920805,0.6288294711824124,-0.0036781609195402,0.0,-0.0018233618233618,-0.0029154518950437,-0.003109668109668,exp14-ABU50-feature-set1-NO-SMOTE,False,warnings_openjml,set1
knn_classifier,overall,"{'n_neighbors': 7, 'weights': 'uniform', 'metric': 'euclidean'}",ABU50,110,81,86,66,343,176,167,109,87,80,67,343,176,167,0.5612244897959183,0.625,0.5913978494623656,0.5568513119533528,0.5767195767195767,0.6193181818181818,0.5972602739726027,0.5714285714285714,0.5550029708853238,0.5698820134114252,0.0154950869236584,-0.0056818181818182,0.0058624245102371,0.0145772594752185,0.0148790425261013,exp14-ABU50-feature-set1-NO-SMOTE,False,warnings_openjml,set1
