model,target,experiment,recall_c,recall_cw
randomForest_classifier,ABU50,exp1-Kendals-ABU50,0.5605381165919282,0.5515695067264574
randomForest_classifier,BD50,exp1-Kendals-BD50,0.6162790697674418,0.627906976744186
randomForest_classifier,PBU,exp1-Kendals-PBU,0.5889967637540453,0.610032362459547
