model,target,experiment,f1_c,f1_cw
mlp_classifier,ABU50,exp1-Kendals-ABU50,0.3319148936170212,0.5368993135011442
mlp_classifier,BD50,exp1-Kendals-BD50,0.3,0.32765737874097006
mlp_classifier,PBU,exp1-Kendals-PBU,0.4904413768050131,0.5765007741978605
