model,target,experiment,precision_c,precision_cw
SVC,ABU50,exp1-Kendals-ABU50,0.6016260162601627,0.6016260162601627
SVC,BD50,exp1-Kendals-BD50,0.23024231865695277,0.22967026687239264
SVC,PBU,exp1-Kendals-PBU,0.7074240986717268,0.700063211125158
