model,target,experiment,auc_c,auc_cw
knn_classifier,ABU50,exp1-Kendals-ABU50,0.5851778656126483,0.5899209486166008
knn_classifier,BD50,exp1-Kendals-BD50,0.5901388888888889,0.6020634920634921
knn_classifier,PBU,exp1-Kendals-PBU,0.5496183386505967,0.5458064516129032
