model,target,experiment,recall_c,recall_cw
knn_classifier,ABU50,exp1-Kendals-ABU50,0.5605381165919282,0.5762331838565022
knn_classifier,BD50,exp1-Kendals-BD50,0.0232558139534883,0.0174418604651162
knn_classifier,PBU,exp1-Kendals-PBU,0.8915857605177994,0.8915857605177994
