model,target,experiment,f1_c,f1_cw
logistic_regression,ABU50,exp1-Kendals-ABU50,0.5833333333333333,0.5950782997762863
logistic_regression,BD50,exp1-Kendals-BD50,0.32185357301535833,0.3157894736842105
logistic_regression,PBU,exp1-Kendals-PBU,0.6581352833638026,0.6496350364963503
