model,target,experiment,f1_c,f1_cw
randomForest_classifier,ABU50,exp1-Kendals-ABU50,0.5817155183352367,0.573417301955585
randomForest_classifier,BD50,exp1-Kendals-BD50,0.3717472118959108,0.3667033370003667
randomForest_classifier,PBU,exp1-Kendals-PBU,0.6546762589928058,0.6678507992895205
