model,target,experiment,recall_c,recall_cw
knn_classifier,ABU50,exp1-Kendals-ABU50,0.5605381165919282,0.5762331838565022
knn_classifier,BD50,exp1-Kendals-BD50,0.4883720930232558,0.4767441860465116
knn_classifier,PBU,exp1-Kendals-PBU,0.5048543689320388,0.4919093851132686
