model,target,experiment,precision_c,precision_cw
SVC,ABU50,exp1-Kendals-ABU50,0.6016260162601627,0.6016260162601627
SVC,BD50,exp1-Kendals-BD50,0.1509433962264151,0.1509433962264151
SVC,PBU,exp1-Kendals-PBU,0.7044793212232963,0.7056941387462297
