model,target,experiment,auc_c,auc_cw
logistic_regression,ABU50,exp1-Kendals-ABU50,0.5943675889328064,0.592490118577075
logistic_regression,BD50,exp1-Kendals-BD50,0.5359325396825396,0.5245734126984126
logistic_regression,PBU,exp1-Kendals-PBU,0.5767895545314901,0.5617505612666903
