model,target,experiment,recall_c,recall_cw
randomForest_classifier,ABU50,exp1-Kendals-ABU50,0.5605381165919282,0.5515695067264574
randomForest_classifier,BD50,exp1-Kendals-BD50,0.0116279069767441,0.0
randomForest_classifier,PBU,exp1-Kendals-PBU,0.9433656957928802,0.9352750809061487
