model,target,experiment,recall_c,recall_cw
logistic_regression,ABU50,exp1-Kendals-ABU50,0.5650224215246636,0.5964125560538116
logistic_regression,BD50,exp1-Kendals-BD50,0.0,0.0
logistic_regression,PBU,exp1-Kendals-PBU,0.941747572815534,0.941747572815534
