model,iteration,hyperparameters,target,tp_c,tn_c,fp_c,fn_c,n_instances_c,n_positives_c,n_negatives_c,tp_cw,tn_cw,fp_cw,fn_cw,n_instances_cw,n_positives_cw,n_negatives_cw,precision_c,recall_c,f1_c,accuracy_c,precision_cw,recall_cw,f1_cw,accuracy_cw,auc_c,auc_cw,diff_precision,diff_recall,diff_f1,diff_accuracy,diff_auc,experiment,use_smote
SVC,overall,"{'degree': 2, 'C': 10, 'kernel': 'poly', 'random_state': 42}",BD50,56,186,172,30,444,86,358,55,175,183,31,444,86,358,0.2456140350877192,0.6511627906976745,0.3566878980891719,0.545045045045045,0.2310924369747899,0.6395348837209303,0.3395061728395062,0.5180180180180181,0.585558777501611,0.5646276350915953,-0.0145215981129293,-0.0116279069767442,-0.0171817252496657,-0.0270270270270269,-0.0209311424100157,exp111-BD50-feature-set3-SMOTE,True
SVC,overall,"{'degree': 2, 'random_state': 42, 'C': 0.1, 'kernel': 'sigmoid'}",BD50,71,112,246,15,444,86,358,71,112,246,15,444,86,358,0.22397476340694,0.8255813953488372,0.3523573200992555,0.4121621621621621,0.22397476340694,0.8255813953488372,0.3523573200992555,0.4121621621621621,0.5687954524532819,0.5688345760839548,0.0,0.0,0.0,0.0,3.912363067293256e-05,exp111-BD50-feature-set3-SMOTE,True
SVC,overall,"{'degree': 2, 'kernel': 'rbf', 'C': 10, 'random_state': 42}",BD50,55,178,180,31,444,86,358,52,177,181,34,444,86,358,0.2340425531914893,0.6395348837209303,0.3426791277258567,0.5247747747747747,0.223175965665236,0.6046511627906976,0.3260188087774295,0.5157657657657657,0.5687943017582621,0.5497583540458437,-0.0108665875262533,-0.0348837209302326,-0.0166603189484272,-0.009009009009009,-0.0190359477124183,exp111-BD50-feature-set3-SMOTE,True
SVC,overall,"{'degree': 4, 'random_state': 42, 'C': 0.1, 'kernel': 'poly'}",BD50,67,88,270,19,444,86,358,68,84,274,18,444,86,358,0.1988130563798219,0.7790697674418605,0.3167848699763593,0.3490990990990991,0.1988304093567251,0.7906976744186046,0.3177570093457944,0.3423423423423423,0.5124102457884562,0.5123319985271104,1.7352976903167727e-05,0.011627906976744,0.000972139369435,-0.0067567567567567,-7.82472613457541e-05,exp111-BD50-feature-set3-SMOTE,True
SVC,overall,"{'degree': 4, 'random_state': 42, 'kernel': 'poly', 'C': 1}",BD50,68,94,264,18,444,86,358,69,86,272,17,444,86,358,0.2048192771084337,0.7906976744186046,0.3253588516746411,0.3648648648648648,0.2023460410557184,0.8023255813953488,0.3231850117096018,0.3490990990990991,0.5267628647703212,0.5210703765074106,-0.0024732360527152,0.0116279069767442,-0.0021738399650392,-0.0157657657657657,-0.0056924882629105,exp111-BD50-feature-set3-SMOTE,True
knn_classifier,overall,"{'n_neighbors': 15, 'weights': 'uniform', 'metric': 'euclidean'}",BD50,47,218,140,39,444,86,358,48,211,147,38,444,86,358,0.2513368983957219,0.5465116279069767,0.3443223443223443,0.5968468468468469,0.2461538461538461,0.5581395348837209,0.3416370106761566,0.5833333333333334,0.5783945503083862,0.5741300745650373,-0.0051830522418757,0.0116279069767442,-0.0026853336461876,-0.0135135135135134,-0.0042644757433488,exp111-BD50-feature-set3-SMOTE,True
knn_classifier,overall,"{'metric': 'manhattan', 'weights': 'uniform', 'n_neighbors': 15}",BD50,48,222,136,38,444,86,358,50,213,145,36,444,86,358,0.2608695652173913,0.5581395348837209,0.3555555555555555,0.6081081081081081,0.2564102564102564,0.5813953488372093,0.3558718861209964,0.5923423423423423,0.5899107060664642,0.5887312436711774,-0.0044593088071349,0.0232558139534884,0.0003163305654408,-0.0157657657657658,-0.0011794623952868,exp111-BD50-feature-set3-SMOTE,True
knn_classifier,overall,"{'weights': 'uniform', 'metric': 'manhattan', 'n_neighbors': 13}",BD50,48,215,143,38,444,86,358,49,211,147,37,444,86,358,0.2513089005235602,0.5581395348837209,0.3465703971119133,0.5923423423423423,0.25,0.5697674418604651,0.3475177304964539,0.5855855855855856,0.5801102365828961,0.5800124275062137,-0.0013089005235601,0.0116279069767442,0.0009473333845405,-0.0067567567567566,-9.78090766823314e-05,exp111-BD50-feature-set3-SMOTE,True
knn_classifier,overall,"{'weights': 'uniform', 'n_neighbors': 13, 'metric': 'euclidean'}",BD50,48,217,141,38,444,86,358,49,214,144,37,444,86,358,0.2539682539682539,0.5581395348837209,0.349090909090909,0.5968468468468469,0.2538860103626943,0.5697674418604651,0.3512544802867383,0.5923423423423423,0.5829466998066832,0.5842377796188897,-8.224360555963983e-05,0.0116279069767442,0.0021635711958292,-0.0045045045045045,0.0012910798122064,exp111-BD50-feature-set3-SMOTE,True
logistic_regression,overall,"{'penalty': 'l2', 'random_state': 42, 'solver': 'liblinear', 'C': 1}",BD50,49,244,114,37,444,86,358,46,244,114,40,444,86,358,0.3006134969325153,0.5697674418604651,0.393574297188755,0.6599099099099099,0.2875,0.5348837209302325,0.3739837398373983,0.6531531531531531,0.6260805026235847,0.6084334438000553,-0.0131134969325153,-0.0348837209302326,-0.0195905573513567,-0.0067567567567567,-0.0176470588235294,exp111-BD50-feature-set3-SMOTE,True
logistic_regression,overall,"{'random_state': 42, 'solver': 'liblinear', 'penalty': 'l1', 'C': 1}",BD50,49,246,112,37,444,86,358,43,251,107,43,444,86,358,0.3043478260869565,0.5697674418604651,0.3967611336032389,0.6644144144144144,0.2866666666666667,0.5,0.364406779661017,0.6621621621621622,0.628877842216699,0.6005672926447574,-0.0176811594202898,-0.0697674418604651,-0.0323543539422219,-0.0022522522522522,-0.0283105495719415,exp111-BD50-feature-set3-SMOTE,True
logistic_regression,overall,"{'penalty': 'l2', 'random_state': 42, 'C': 5, 'solver': 'liblinear'}",BD50,49,247,111,37,444,86,358,44,251,107,42,444,86,358,0.30625,0.5697674418604651,0.3983739837398374,0.6666666666666666,0.2913907284768212,0.5116279069767442,0.3713080168776371,0.6644144144144144,0.6303058547362608,0.6064496455859338,-0.0148592715231788,-0.0581395348837209,-0.0270659668622003,-0.0022522522522522,-0.0238562091503269,exp111-BD50-feature-set3-SMOTE,True
logistic_regression,overall,"{'random_state': 42, 'solver': 'liblinear', 'C': 100000000.0, 'penalty': 'l1'}",BD50,49,246,112,37,444,86,358,42,254,104,44,444,86,358,0.3043478260869565,0.5697674418604651,0.3967611336032389,0.6644144144144144,0.2876712328767123,0.4883720930232558,0.3620689655172414,0.6666666666666666,0.6289365276627082,0.5988711681855842,-0.0166765932102442,-0.0813953488372093,-0.0346921680859975,0.0022522522522522,-0.030065359477124,exp111-BD50-feature-set3-SMOTE,True
