model,iteration,hyperparameters,target,tp_c,tn_c,fp_c,fn_c,n_instances_c,n_positives_c,n_negatives_c,tp_cw,tn_cw,fp_cw,fn_cw,n_instances_cw,n_positives_cw,n_negatives_cw,precision_c,recall_c,f1_c,accuracy_c,precision_cw,recall_cw,f1_cw,accuracy_cw,auc_c,auc_cw,diff_precision,diff_recall,diff_f1,diff_accuracy,diff_auc,experiment,use_smote
SVC,overall,"{'degree': 2, 'C': 10, 'random_state': 42, 'kernel': 'sigmoid'}",BD50,17,311,47,69,444,86,358,13,320,38,73,444,86,358,0.265625,0.1976744186046511,0.2266666666666666,0.7387387387387387,0.2549019607843137,0.1511627906976744,0.1897810218978101,0.75,0.5333701555739667,0.5234580686734788,-0.0107230392156862,-0.0465116279069767,-0.0368856447688564,0.0112612612612612,-0.0099120869004879,exp47-BD50-feature-set2-NO-SMOTE,False
SVC,overall,"{'degree': 4, 'C': 10, 'kernel': 'poly', 'random_state': 42}",BD50,4,351,7,82,444,86,358,4,351,7,82,444,86,358,0.3636363636363636,0.0465116279069767,0.0824742268041237,0.7995495495495496,0.3636363636363636,0.0465116279069767,0.0824742268041237,0.7995495495495496,0.5137680659118107,0.5137680659118107,0.0,0.0,0.0,0.0,0.0,exp47-BD50-feature-set2-NO-SMOTE,False
SVC,overall,"{'degree': 2, 'random_state': 42, 'C': 1, 'kernel': 'sigmoid'}",BD50,6,349,9,80,444,86,358,5,354,4,81,444,86,358,0.4,0.0697674418604651,0.1188118811881188,0.7995495495495496,0.5555555555555556,0.0581395348837209,0.1052631578947368,0.8085585585585585,0.5227745558317224,0.5238366473349902,0.1555555555555555,-0.0116279069767441,-0.0135487232933819,0.0090090090090089,0.0010620915032678,exp47-BD50-feature-set2-NO-SMOTE,False
knn_classifier,overall,"{'n_neighbors': 5, 'metric': 'manhattan', 'weights': 'uniform'}",BD50,17,330,28,69,444,86,358,17,330,28,69,444,86,358,0.3777777777777777,0.1976744186046511,0.2595419847328244,0.7815315315315315,0.3777777777777777,0.1976744186046511,0.2595419847328244,0.7815315315315315,0.5595691797845899,0.5595691797845899,0.0,0.0,0.0,0.0,0.0,exp47-BD50-feature-set2-NO-SMOTE,False
knn_classifier,overall,"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}",BD50,15,315,43,71,444,86,358,15,315,43,71,444,86,358,0.2586206896551724,0.1744186046511628,0.2083333333333333,0.7432432432432432,0.2586206896551724,0.1744186046511628,0.2083333333333333,0.7432432432432432,0.5265660959219369,0.5265660959219369,0.0,0.0,0.0,0.0,0.0,exp47-BD50-feature-set2-NO-SMOTE,False
knn_classifier,overall,"{'weights': 'distance', 'n_neighbors': 3, 'metric': 'euclidean'}",BD50,15,315,43,71,444,86,358,15,315,43,71,444,86,358,0.2586206896551724,0.1744186046511628,0.2083333333333333,0.7432432432432432,0.2586206896551724,0.1744186046511628,0.2083333333333333,0.7432432432432432,0.5265660959219369,0.5265660959219369,0.0,0.0,0.0,0.0,0.0,exp47-BD50-feature-set2-NO-SMOTE,False
knn_classifier,overall,"{'n_neighbors': 5, 'weights': 'uniform', 'metric': 'euclidean'}",BD50,17,330,28,69,444,86,358,17,330,28,69,444,86,358,0.3777777777777777,0.1976744186046511,0.2595419847328244,0.7815315315315315,0.3777777777777777,0.1976744186046511,0.2595419847328244,0.7815315315315315,0.5595691797845899,0.5595691797845899,0.0,0.0,0.0,0.0,0.0,exp47-BD50-feature-set2-NO-SMOTE,False
knn_classifier,overall,"{'weights': 'uniform', 'n_neighbors': 3, 'metric': 'euclidean'}",BD50,15,315,43,71,444,86,358,15,315,43,71,444,86,358,0.2586206896551724,0.1744186046511628,0.2083333333333333,0.7432432432432432,0.2586206896551724,0.1744186046511628,0.2083333333333333,0.7432432432432432,0.5265660959219369,0.5265660959219369,0.0,0.0,0.0,0.0,0.0,exp47-BD50-feature-set2-NO-SMOTE,False
knn_classifier,overall,"{'metric': 'manhattan', 'weights': 'uniform', 'n_neighbors': 3}",BD50,15,315,43,71,444,86,358,15,315,43,71,444,86,358,0.2586206896551724,0.1744186046511628,0.2083333333333333,0.7432432432432432,0.2586206896551724,0.1744186046511628,0.2083333333333333,0.7432432432432432,0.5265660959219369,0.5265660959219369,0.0,0.0,0.0,0.0,0.0,exp47-BD50-feature-set2-NO-SMOTE,False
logistic_regression,overall,"{'random_state': 42, 'solver': 'liblinear', 'C': 100000000.0, 'penalty': 'l1'}",BD50,6,352,6,80,444,86,358,6,351,7,80,444,86,358,0.5,0.0697674418604651,0.1224489795918367,0.8063063063063063,0.4615384615384615,0.0697674418604651,0.1212121212121212,0.8040540540540541,0.5266144251127682,0.5252059744085429,-0.0384615384615384,0.0,-0.0012368583797155,-0.0022522522522522,-0.0014084507042253,exp47-BD50-feature-set2-NO-SMOTE,False
logistic_regression,overall,"{'solver': 'liblinear', 'random_state': 42, 'C': 5, 'penalty': 'l1'}",BD50,5,352,6,81,444,86,358,3,354,4,83,444,86,358,0.4545454545454545,0.0581395348837209,0.1030927835051546,0.8040540540540541,0.4285714285714285,0.0348837209302325,0.064516129032258,0.8040540540540541,0.5210588695572126,0.5120719414526373,-0.0259740259740259,-0.0232558139534883,-0.0385766544728965,0.0,-0.0089869281045752,exp47-BD50-feature-set2-NO-SMOTE,False
logistic_regression,overall,"{'penalty': 'l2', 'random_state': 42, 'solver': 'liblinear', 'C': 100000000.0}",BD50,6,352,6,80,444,86,358,6,351,7,80,444,86,358,0.5,0.0697674418604651,0.1224489795918367,0.8063063063063063,0.4615384615384615,0.0697674418604651,0.1212121212121212,0.8040540540540541,0.5266144251127682,0.5252059744085429,-0.0384615384615384,0.0,-0.0012368583797155,-0.0022522522522522,-0.0014084507042253,exp47-BD50-feature-set2-NO-SMOTE,False
logistic_regression,overall,"{'C': 10, 'solver': 'liblinear', 'penalty': 'l1', 'random_state': 42}",BD50,5,352,6,81,444,86,358,6,352,6,80,444,86,358,0.4545454545454545,0.0581395348837209,0.1030927835051546,0.8040540540540541,0.5,0.0697674418604651,0.1224489795918367,0.8063063063063063,0.5210588695572126,0.5266144251127682,0.0454545454545454,0.0116279069767441,0.0193561960866821,0.0022522522522522,0.0055555555555556,exp47-BD50-feature-set2-NO-SMOTE,False
logistic_regression,overall,"{'penalty': 'l2', 'C': 20, 'random_state': 42, 'solver': 'liblinear'}",BD50,6,352,6,80,444,86,358,6,351,7,80,444,86,358,0.5,0.0697674418604651,0.1224489795918367,0.8063063063063063,0.4615384615384615,0.0697674418604651,0.1212121212121212,0.8040540540540541,0.5266144251127682,0.5252059744085429,-0.0384615384615384,0.0,-0.0012368583797155,-0.0022522522522522,-0.0014084507042253,exp47-BD50-feature-set2-NO-SMOTE,False
