model,iteration,hyperparameters,target,tp_c,tn_c,fp_c,fn_c,tp_cw,tn_cw,fp_cw,fn_cw,precision_c,recall_c,f1_c,accuracy_c,precision_cw,recall_cw,f1_cw,accuracy_cw,auc_c,auc_cw,diff_precision,diff_recall,diff_f1,diff_accuracy,diff_auc,experiment,use_smote
SVC,overall,"c - {'C': 10, 'kernel': 'sigmoid', 'random_state': 42}",PBU,174,61,74,135,155,64,71,154,0.7016129032258065,0.5631067961165048,0.6247755834829444,0.5292792792792793,0.6858407079646017,0.5016181229773463,0.5794392523364486,0.4932432432432432,0.5068935365709559,0.4872314781992201,-0.0157721952612047,-0.0614886731391585,-0.0453363311464958,-0.036036036036036,-0.0196620583717358,exp1-Kendals-PBU,True
SVC,overall,"cw - {'C': 10, 'kernel': 'sigmoid', 'random_state': 42}",PBU,174,61,74,135,155,64,71,154,0.7016129032258065,0.5631067961165048,0.6247755834829444,0.5292792792792793,0.6858407079646017,0.5016181229773463,0.5794392523364486,0.4932432432432432,0.5068935365709559,0.4872314781992201,-0.0157721952612047,-0.0614886731391585,-0.0453363311464958,-0.036036036036036,-0.0196620583717358,exp1-Kendals-PBU,True
SVC,overall,"c - {'kernel': 'sigmoid', 'C': 1, 'random_state': 42}",PBU,162,64,71,147,176,54,81,133,0.6952789699570815,0.5242718446601942,0.5977859778597785,0.509009009009009,0.6848249027237354,0.56957928802589,0.6219081272084804,0.5180180180180181,0.4988024341250147,0.484563984402694,-0.010454067233346,0.0453074433656958,0.0241221493487019,0.009009009009009,-0.0142384497223207,exp1-Kendals-PBU,True
SVC,overall,"cw - {'kernel': 'sigmoid', 'C': 1, 'random_state': 42}",PBU,162,64,71,147,176,54,81,133,0.6952789699570815,0.5242718446601942,0.5977859778597785,0.509009009009009,0.6848249027237354,0.56957928802589,0.6219081272084804,0.5180180180180181,0.4988024341250147,0.484563984402694,-0.010454067233346,0.0453074433656958,0.0241221493487019,0.009009009009009,-0.0142384497223207,exp1-Kendals-PBU,True
SVC,overall,"c - {'C': 0.1, 'kernel': 'rbf', 'random_state': 42}",PBU,194,57,78,115,200,55,80,109,0.7132352941176471,0.627831715210356,0.6678141135972461,0.5653153153153153,0.7142857142857143,0.6472491909385113,0.6791171477079796,0.5743243243243243,0.5258992083185632,0.5284337705305447,0.0010504201680672,0.0194174757281553,0.0113030341107335,0.009009009009009,0.0025345622119815,exp1-Kendals-PBU,True
SVC,overall,"cw - {'C': 0.1, 'kernel': 'rbf', 'random_state': 42}",PBU,194,57,78,115,200,55,80,109,0.7132352941176471,0.627831715210356,0.6678141135972461,0.5653153153153153,0.7142857142857143,0.6472491909385113,0.6791171477079796,0.5743243243243243,0.5258992083185632,0.5284337705305447,0.0010504201680672,0.0194174757281553,0.0113030341107335,0.009009009009009,0.0025345622119815,exp1-Kendals-PBU,True
SVC,overall,"c - {'kernel': 'rbf', 'C': 1, 'random_state': 42}",PBU,189,73,62,120,188,73,62,121,0.7529880478087649,0.6116504854368932,0.675,0.5900900900900901,0.752,0.6084142394822006,0.6726296958855098,0.5878378378378378,0.5776113671274962,0.5759984639016897,-0.0009880478087649,-0.0032362459546925,-0.0023703041144902,-0.0022522522522522,-0.0016129032258064,exp1-Kendals-PBU,True
SVC,overall,"cw - {'kernel': 'rbf', 'C': 1, 'random_state': 42}",PBU,189,73,62,120,188,73,62,121,0.7529880478087649,0.6116504854368932,0.675,0.5900900900900901,0.752,0.6084142394822006,0.6726296958855098,0.5878378378378378,0.5776113671274962,0.5759984639016897,-0.0009880478087649,-0.0032362459546925,-0.0023703041144902,-0.0022522522522522,-0.0016129032258064,exp1-Kendals-PBU,True
SVC,overall,"c - {'C': 0.1, 'kernel': 'rbf', 'random_state': 42}",ABU50,148,123,98,75,148,123,98,75,0.6016260162601627,0.6636771300448431,0.6311300639658849,0.6103603603603603,0.6016260162601627,0.6636771300448431,0.6311300639658849,0.6103603603603603,0.6103754940711463,0.6103754940711463,0.0,0.0,0.0,0.0,0.0,exp1-Kendals-ABU50,True
SVC,overall,"cw - {'C': 0.1, 'kernel': 'rbf', 'random_state': 42}",ABU50,148,123,98,75,148,123,98,75,0.6016260162601627,0.6636771300448431,0.6311300639658849,0.6103603603603603,0.6016260162601627,0.6636771300448431,0.6311300639658849,0.6103603603603603,0.6103754940711463,0.6103754940711463,0.0,0.0,0.0,0.0,0.0,exp1-Kendals-ABU50,True
SVC,overall,"c - {'C': 0.1, 'kernel': 'rbf', 'random_state': 42}",BD50,71,121,237,15,71,122,236,15,0.2305194805194805,0.8255813953488372,0.3604060913705583,0.4324324324324324,0.2312703583061889,0.8255813953488372,0.361323155216285,0.4346846846846847,0.581388888888889,0.5827777777777777,0.0007508777867084,0.0,0.0009170638457266,0.0022522522522522,0.0013888888888887,exp1-Kendals-BD50,True
SVC,overall,"cw - {'C': 0.1, 'kernel': 'rbf', 'random_state': 42}",BD50,71,121,237,15,71,122,236,15,0.2305194805194805,0.8255813953488372,0.3604060913705583,0.4324324324324324,0.2312703583061889,0.8255813953488372,0.361323155216285,0.4346846846846847,0.581388888888889,0.5827777777777777,0.0007508777867084,0.0,0.0009170638457266,0.0022522522522522,0.0013888888888887,exp1-Kendals-BD50,True
SVC,overall,"c - {'C': 10, 'kernel': 'rbf', 'random_state': 42}",BD50,60,152,206,26,59,151,207,27,0.225563909774436,0.6976744186046512,0.3409090909090909,0.4774774774774775,0.2218045112781954,0.686046511627907,0.3352272727272727,0.4729729729729729,0.5600198412698413,0.5524603174603174,-0.0037593984962406,-0.0116279069767442,-0.0056818181818181,-0.0045045045045045,-0.0075595238095238,exp1-Kendals-BD50,True
SVC,overall,"cw - {'kernel': 'rbf', 'C': 1, 'random_state': 42}",BD50,66,137,221,20,65,138,220,21,0.229965156794425,0.7674418604651163,0.353887399463807,0.4572072072072072,0.2280701754385964,0.7558139534883721,0.3504043126684636,0.4572072072072072,0.5738690476190476,0.5696230158730159,-0.0018949813558286,-0.0116279069767442,-0.0034830867953433,0.0,-0.0042460317460316,exp1-Kendals-BD50,True
knn_classifier,overall,"c - {'weights': 'uniform', 'n_neighbors': 15}",PBU,156,80,55,153,152,81,54,157,0.7393364928909952,0.5048543689320388,0.6000000000000001,0.5315315315315315,0.7378640776699029,0.4919093851132686,0.5902912621359223,0.5247747747747747,0.5496183386505967,0.5458064516129032,-0.0014724152210923,-0.0129449838187702,-0.0097087378640777,-0.0067567567567567,-0.0038118870376935,exp1-Kendals-PBU,True
knn_classifier,overall,"cw - {'weights': 'uniform', 'n_neighbors': 15}",PBU,156,80,55,153,152,81,54,157,0.7393364928909952,0.5048543689320388,0.6000000000000001,0.5315315315315315,0.7378640776699029,0.4919093851132686,0.5902912621359223,0.5247747747747747,0.5496183386505967,0.5458064516129032,-0.0014724152210923,-0.0129449838187702,-0.0097087378640777,-0.0067567567567567,-0.0038118870376935,exp1-Kendals-PBU,True
knn_classifier,overall,"c - {'weights': 'uniform', 'n_neighbors': 9}",ABU50,124,132,89,99,120,133,88,103,0.5821596244131455,0.5560538116591929,0.5688073394495412,0.5765765765765766,0.5769230769230769,0.5381165919282511,0.5568445475638051,0.5698198198198198,0.5763833992094861,0.5696640316205533,-0.0052365474900686,-0.0179372197309417,-0.0119627918857361,-0.0067567567567567,-0.0067193675889327,exp1-Kendals-ABU50,True
knn_classifier,overall,"cw - {'n_neighbors': 7, 'weights': 'uniform'}",ABU50,129,131,90,94,128,133,88,95,0.589041095890411,0.57847533632287,0.583710407239819,0.5855855855855856,0.5925925925925926,0.5739910313901345,0.5831435079726651,0.5878378378378378,0.5850790513833992,0.5874505928853755,0.0035514967021815,-0.0044843049327354,-0.0005668992671539,0.0022522522522522,0.0023715415019762,exp1-Kendals-ABU50,True
knn_classifier,overall,"c - {'weights': 'uniform', 'n_neighbors': 15}",ABU50,125,157,64,98,130,153,68,93,0.6613756613756614,0.5605381165919282,0.6067961165048543,0.6351351351351351,0.6565656565656566,0.5829596412556054,0.6175771971496438,0.6373873873873874,0.6351778656126483,0.6374505928853755,-0.0048100048100048,0.0224215246636771,0.0107810806447894,0.0022522522522523,0.0022727272727272,exp1-Kendals-ABU50,True
knn_classifier,overall,"cw - {'weights': 'uniform', 'n_neighbors': 11}",ABU50,126,134,87,97,129,133,88,94,0.5915492957746479,0.5650224215246636,0.5779816513761468,0.5855855855855856,0.5944700460829493,0.57847533632287,0.5863636363636362,0.5900900900900901,0.5851778656126483,0.5899209486166008,0.0029207503083014,0.0134529147982063,0.0083819849874894,0.0045045045045044,0.0047430830039525,exp1-Kendals-ABU50,True
knn_classifier,overall,"c - {'n_neighbors': 13, 'weights': 'uniform'}",ABU50,123,145,76,100,127,142,79,96,0.6180904522613065,0.5515695067264574,0.5829383886255924,0.6036036036036037,0.616504854368932,0.5695067264573991,0.5920745920745919,0.6058558558558559,0.6032608695652174,0.6056324110671937,-0.0015855978923745,0.0179372197309416,0.0091362034489994,0.0022522522522522,0.0023715415019762,exp1-Kendals-ABU50,True
knn_classifier,overall,"cw - {'weights': 'uniform', 'n_neighbors': 15}",ABU50,125,157,64,98,130,153,68,93,0.6613756613756614,0.5605381165919282,0.6067961165048543,0.6351351351351351,0.6565656565656566,0.5829596412556054,0.6175771971496438,0.6373873873873874,0.6351778656126483,0.6374505928853755,-0.0048100048100048,0.0224215246636771,0.0107810806447894,0.0022522522522523,0.0022727272727272,exp1-Kendals-ABU50,True
knn_classifier,overall,"c - {'weights': 'uniform', 'n_neighbors': 11}",ABU50,126,134,87,97,129,133,88,94,0.5915492957746479,0.5650224215246636,0.5779816513761468,0.5855855855855856,0.5944700460829493,0.57847533632287,0.5863636363636362,0.5900900900900901,0.5851778656126483,0.5899209486166008,0.0029207503083014,0.0134529147982063,0.0083819849874894,0.0045045045045044,0.0047430830039525,exp1-Kendals-ABU50,True
knn_classifier,overall,"cw - {'n_neighbors': 13, 'weights': 'uniform'}",ABU50,123,145,76,100,127,142,79,96,0.6180904522613065,0.5515695067264574,0.5829383886255924,0.6036036036036037,0.616504854368932,0.5695067264573991,0.5920745920745919,0.6058558558558559,0.6032608695652174,0.6056324110671937,-0.0015855978923745,0.0179372197309416,0.0091362034489994,0.0022522522522522,0.0023715415019762,exp1-Kendals-ABU50,True
knn_classifier,overall,"c - {'weights': 'uniform', 'n_neighbors': 15}",BD50,42,247,111,44,41,260,98,45,0.2745098039215686,0.4883720930232558,0.3514644351464435,0.6509009009009009,0.2949640287769784,0.4767441860465116,0.3644444444444444,0.6779279279279279,0.5901388888888889,0.6020634920634921,0.0204542248554097,-0.0116279069767441,0.0129800092980009,0.0270270270270269,0.0119246031746031,exp1-Kendals-BD50,True
knn_classifier,overall,"cw - {'weights': 'uniform', 'n_neighbors': 15}",BD50,42,247,111,44,41,260,98,45,0.2745098039215686,0.4883720930232558,0.3514644351464435,0.6509009009009009,0.2949640287769784,0.4767441860465116,0.3644444444444444,0.6779279279279279,0.5901388888888889,0.6020634920634921,0.0204542248554097,-0.0116279069767441,0.0129800092980009,0.0270270270270269,0.0119246031746031,exp1-Kendals-BD50,True
logistic_regression,overall,"c - {'C': 100000000.0, 'random_state': 42, 'solver': 'liblinear', 'penalty': 'l1'}",PBU,180,77,58,129,178,74,61,131,0.7563025210084033,0.5825242718446602,0.6581352833638026,0.5788288288288288,0.7447698744769874,0.5760517799352751,0.6496350364963503,0.5675675675675675,0.5767895545314901,0.5617505612666903,-0.0115326465314159,-0.006472491909385,-0.0085002468674522,-0.0112612612612612,-0.0150389932647997,exp1-Kendals-PBU,True
logistic_regression,overall,"cw - {'penalty': 'l1', 'solver': 'liblinear', 'random_state': 42, 'C': 15}",PBU,180,77,58,129,178,74,61,131,0.7563025210084033,0.5825242718446602,0.6581352833638026,0.5788288288288288,0.7447698744769874,0.5760517799352751,0.6496350364963503,0.5675675675675675,0.5767895545314901,0.5617505612666903,-0.0115326465314159,-0.006472491909385,-0.0085002468674522,-0.0112612612612612,-0.0150389932647997,exp1-Kendals-PBU,True
logistic_regression,overall,"c - {'penalty': 'l1', 'solver': 'liblinear', 'random_state': 42, 'C': 15}",PBU,180,77,58,129,178,74,61,131,0.7563025210084033,0.5825242718446602,0.6581352833638026,0.5788288288288288,0.7447698744769874,0.5760517799352751,0.6496350364963503,0.5675675675675675,0.5767895545314901,0.5617505612666903,-0.0115326465314159,-0.006472491909385,-0.0085002468674522,-0.0112612612612612,-0.0150389932647997,exp1-Kendals-PBU,True
logistic_regression,overall,"cw - {'solver': 'liblinear', 'penalty': 'l2', 'random_state': 42, 'C': 20}",PBU,180,77,58,129,178,73,62,131,0.7563025210084033,0.5825242718446602,0.6581352833638026,0.5788288288288288,0.7416666666666667,0.5760517799352751,0.6484517304189436,0.5653153153153153,0.5767895545314901,0.5581791326952616,-0.0146358543417366,-0.006472491909385,-0.009683552944859,-0.0135135135135134,-0.0186104218362284,exp1-Kendals-PBU,True
logistic_regression,overall,"c - {'solver': 'liblinear', 'penalty': 'l2', 'random_state': 42, 'C': 20}",PBU,180,77,58,129,178,73,62,131,0.7563025210084033,0.5825242718446602,0.6581352833638026,0.5788288288288288,0.7416666666666667,0.5760517799352751,0.6484517304189436,0.5653153153153153,0.5767895545314901,0.5581791326952616,-0.0146358543417366,-0.006472491909385,-0.009683552944859,-0.0135135135135134,-0.0186104218362284,exp1-Kendals-PBU,True
logistic_regression,overall,"cw - {'C': 0.1, 'solver': 'liblinear', 'penalty': 'l2', 'random_state': 42}",PBU,143,78,57,166,144,80,55,165,0.715,0.4627831715210356,0.56188605108055,0.4977477477477477,0.7236180904522613,0.4660194174757281,0.5669291338582677,0.5045045045045045,0.5216749379652607,0.5304844617747844,0.0086180904522613,0.0032362459546925,0.0050430827777177,0.0067567567567566,0.0088095238095237,exp1-Kendals-PBU,True
logistic_regression,overall,"c - {'C': 100000000.0, 'penalty': 'l2', 'solver': 'liblinear', 'random_state': 42}",PBU,180,77,58,129,178,74,61,131,0.7563025210084033,0.5825242718446602,0.6581352833638026,0.5788288288288288,0.7447698744769874,0.5760517799352751,0.6496350364963503,0.5675675675675675,0.5767895545314901,0.5617505612666903,-0.0115326465314159,-0.006472491909385,-0.0085002468674522,-0.0112612612612612,-0.0150389932647997,exp1-Kendals-PBU,True
logistic_regression,overall,"cw - {'solver': 'liblinear', 'penalty': 'l2', 'random_state': 42, 'C': 15}",PBU,179,77,58,130,178,73,62,131,0.7552742616033755,0.5792880258899676,0.6556776556776557,0.5765765765765766,0.7416666666666667,0.5760517799352751,0.6484517304189436,0.5653153153153153,0.5751766513056834,0.5581791326952616,-0.0136075949367088,-0.0032362459546925,-0.0072259252587121,-0.0112612612612612,-0.0169975186104217,exp1-Kendals-PBU,True
logistic_regression,overall,"c - {'C': 10, 'solver': 'liblinear', 'penalty': 'l2', 'random_state': 42}",ABU50,143,130,91,80,146,125,96,77,0.6111111111111112,0.6412556053811659,0.6258205689277899,0.6148648648648649,0.6033057851239669,0.6547085201793722,0.6279569892473117,0.6103603603603603,0.6145256916996047,0.6101778656126482,-0.0078053259871442,0.0134529147982063,0.0021364203195217,-0.0045045045045045,-0.0043478260869564,exp1-Kendals-ABU50,True
logistic_regression,overall,"cw - {'C': 10, 'solver': 'liblinear', 'random_state': 42, 'penalty': 'l1'}",ABU50,142,130,91,81,144,127,94,79,0.6094420600858369,0.6367713004484304,0.6228070175438597,0.6126126126126126,0.6050420168067226,0.6457399103139013,0.6247288503253796,0.6103603603603603,0.6123517786561264,0.6101778656126482,-0.0044000432791142,0.0089686098654708,0.0019218327815199,-0.0022522522522522,-0.0021739130434782,exp1-Kendals-ABU50,True
logistic_regression,overall,"c - {'C': 0.1, 'solver': 'liblinear', 'penalty': 'l2', 'random_state': 42}",ABU50,107,140,81,116,111,140,81,112,0.5691489361702128,0.4798206278026906,0.5206812652068127,0.5563063063063063,0.578125,0.4977578475336323,0.5349397590361447,0.5653153153153153,0.5568181818181819,0.5659090909090909,0.0089760638297872,0.0179372197309417,0.0142584938293319,0.009009009009009,0.009090909090909,exp1-Kendals-ABU50,True
logistic_regression,overall,"cw - {'C': 0.01, 'solver': 'liblinear', 'random_state': 42, 'penalty': 'l1'}",ABU50,106,153,68,117,106,153,68,117,0.6091954022988506,0.4753363228699551,0.5340050377833754,0.5833333333333334,0.6091954022988506,0.4753363228699551,0.5340050377833754,0.5833333333333334,0.583695652173913,0.583695652173913,0.0,0.0,0.0,0.0,0.0,exp1-Kendals-ABU50,True
logistic_regression,overall,"c - {'C': 0.01, 'solver': 'liblinear', 'random_state': 42, 'penalty': 'l1'}",ABU50,106,153,68,117,106,153,68,117,0.6091954022988506,0.4753363228699551,0.5340050377833754,0.5833333333333334,0.6091954022988506,0.4753363228699551,0.5340050377833754,0.5833333333333334,0.583695652173913,0.583695652173913,0.0,0.0,0.0,0.0,0.0,exp1-Kendals-ABU50,True
logistic_regression,overall,"cw - {'C': 5, 'solver': 'liblinear', 'penalty': 'l2', 'random_state': 42}",ABU50,140,130,91,83,147,124,97,76,0.6060606060606061,0.6278026905829597,0.616740088105727,0.6081081081081081,0.6024590163934426,0.6591928251121076,0.6295503211991434,0.6103603603603603,0.6078063241106719,0.6102766798418973,-0.0036015896671635,0.0313901345291479,0.0128102330934164,0.0022522522522522,0.0024703557312253,exp1-Kendals-ABU50,True
logistic_regression,overall,"c - {'C': 5, 'solver': 'liblinear', 'penalty': 'l2', 'random_state': 42}",ABU50,140,130,91,83,147,124,97,76,0.6060606060606061,0.6278026905829597,0.616740088105727,0.6081081081081081,0.6024590163934426,0.6591928251121076,0.6295503211991434,0.6103603603603603,0.6078063241106719,0.6102766798418973,-0.0036015896671635,0.0313901345291479,0.0128102330934164,0.0022522522522522,0.0024703557312253,exp1-Kendals-ABU50,True
logistic_regression,overall,"cw - {'solver': 'liblinear', 'penalty': 'l2', 'random_state': 42, 'C': 15}",ABU50,142,130,91,81,144,128,93,79,0.6094420600858369,0.6367713004484304,0.6228070175438597,0.6126126126126126,0.6075949367088608,0.6457399103139013,0.6260869565217392,0.6126126126126126,0.6122529644268775,0.6124505928853755,-0.0018471233769761,0.0089686098654708,0.0032799389778794,0.0,0.000197628458498,exp1-Kendals-ABU50,True
logistic_regression,overall,"c - {'solver': 'liblinear', 'penalty': 'l2', 'C': 1, 'random_state': 42}",ABU50,126,136,85,97,132,128,93,91,0.5971563981042654,0.5650224215246636,0.5806451612903224,0.5900900900900901,0.5866666666666667,0.5919282511210763,0.5892857142857143,0.5855855855855856,0.5899209486166008,0.5858695652173913,-0.0104897314375986,0.0269058295964126,0.0086405529953919,-0.0045045045045044,-0.0040513833992095,exp1-Kendals-ABU50,True
logistic_regression,overall,"cw - {'solver': 'liblinear', 'penalty': 'l2', 'C': 1, 'random_state': 42}",ABU50,126,136,85,97,132,128,93,91,0.5971563981042654,0.5650224215246636,0.5806451612903224,0.5900900900900901,0.5866666666666667,0.5919282511210763,0.5892857142857143,0.5855855855855856,0.5899209486166008,0.5858695652173913,-0.0104897314375986,0.0269058295964126,0.0086405529953919,-0.0045045045045044,-0.0040513833992095,exp1-Kendals-ABU50,True
logistic_regression,overall,"c - {'C': 100000000.0, 'random_state': 42, 'solver': 'liblinear', 'penalty': 'l1'}",ABU50,143,134,87,80,145,128,93,78,0.6217391304347826,0.6412556053811659,0.6313465783664458,0.6238738738738738,0.6092436974789915,0.6502242152466368,0.6290672451193058,0.6148648648648649,0.6236166007905137,0.6147233201581027,-0.012495432955791,0.0089686098654708,-0.00227933324714,-0.0090090090090089,-0.008893280632411,exp1-Kendals-ABU50,True
logistic_regression,overall,"cw - {'solver': 'liblinear', 'random_state': 42, 'C': 1, 'penalty': 'l1'}",ABU50,126,138,83,97,133,130,91,90,0.6028708133971292,0.5650224215246636,0.5833333333333333,0.5945945945945946,0.59375,0.5964125560538116,0.5950782997762863,0.5923423423423423,0.5943675889328064,0.592490118577075,-0.0091208133971292,0.0313901345291479,0.011744966442953,-0.0022522522522523,-0.0018774703557313,exp1-Kendals-ABU50,True
logistic_regression,overall,"c - {'C': 0.01, 'solver': 'liblinear', 'penalty': 'l2', 'random_state': 42}",BD50,63,139,219,23,50,175,183,36,0.2234042553191489,0.7325581395348837,0.3423913043478261,0.4549549549549549,0.2145922746781116,0.5813953488372093,0.3134796238244514,0.5067567567567568,0.5592460317460317,0.5324801587301586,-0.0088119806410373,-0.1511627906976743,-0.0289116805233746,0.0518018018018018,-0.026765873015873,exp1-Kendals-BD50,True
logistic_regression,overall,"cw - {'C': 0.1, 'solver': 'liblinear', 'random_state': 42, 'penalty': 'l1'}",BD50,52,180,178,34,49,178,180,37,0.2260869565217391,0.6046511627906976,0.3291139240506329,0.5225225225225225,0.2139737991266375,0.5697674418604651,0.311111111111111,0.5112612612612613,0.5526190476190476,0.5297023809523809,-0.0121131573951015,-0.0348837209302325,-0.0180028129395218,-0.0112612612612612,-0.0229166666666666,exp1-Kendals-BD50,True
logistic_regression,overall,"c - {'C': 0.1, 'solver': 'liblinear', 'penalty': 'l2', 'random_state': 42}",BD50,56,158,200,30,51,172,186,35,0.21875,0.6511627906976745,0.327485380116959,0.481981981981982,0.2151898734177215,0.5930232558139535,0.3157894736842105,0.5022522522522522,0.5449801587301587,0.5339484126984126,-0.0035601265822784,-0.0581395348837209,-0.0116959064327484,0.0202702702702702,-0.011031746031746,exp1-Kendals-BD50,True
logistic_regression,overall,"cw - {'solver': 'liblinear', 'penalty': 'l2', 'random_state': 42, 'C': 20}",BD50,56,144,214,30,52,154,204,34,0.2074074074074074,0.6511627906976745,0.3146067415730337,0.4504504504504504,0.203125,0.6046511627906976,0.3040935672514619,0.4639639639639639,0.5268849206349205,0.5166666666666666,-0.0042824074074074,-0.0465116279069768,-0.0105131743215717,0.0135135135135134,-0.0102182539682539,exp1-Kendals-BD50,True
logistic_regression,overall,"c - {'C': 0.01, 'solver': 'liblinear', 'random_state': 42, 'penalty': 'l1'}",BD50,77,34,324,9,77,34,324,9,0.1920199501246882,0.8953488372093024,0.3162217659137577,0.25,0.1920199501246882,0.8953488372093024,0.3162217659137577,0.25,0.4972222222222222,0.4972222222222222,0.0,0.0,0.0,0.0,0.0,exp1-Kendals-BD50,True
logistic_regression,overall,"cw - {'C': 0.01, 'solver': 'liblinear', 'penalty': 'l2', 'random_state': 42}",BD50,63,139,219,23,50,175,183,36,0.2234042553191489,0.7325581395348837,0.3423913043478261,0.4549549549549549,0.2145922746781116,0.5813953488372093,0.3134796238244514,0.5067567567567568,0.5592460317460317,0.5324801587301586,-0.0088119806410373,-0.1511627906976743,-0.0289116805233746,0.0518018018018018,-0.026765873015873,exp1-Kendals-BD50,True
randomForest_classifier,overall,"c - {'max_depth': 5, 'criterion': 'entropy', 'random_state': 42, 'n_estimators': 10, 'max_features': 'sqrt'}",PBU,176,74,61,133,189,68,67,120,0.7426160337552743,0.56957928802589,0.6446886446886446,0.5630630630630631,0.73828125,0.6116504854368932,0.6690265486725664,0.5788288288288288,0.5579693961952026,0.5569053527118042,-0.0043347837552742,0.0420711974110031,0.0243379039839217,0.0157657657657657,-0.0010640434833983,exp1-Kendals-PBU,True
randomForest_classifier,overall,"cw - {'criterion': 'gini', 'max_depth': 5, 'max_features': 0.1, 'random_state': 42, 'n_estimators': 10}",PBU,183,71,64,126,190,66,69,119,0.7408906882591093,0.5922330097087378,0.658273381294964,0.5720720720720721,0.7335907335907336,0.6148867313915858,0.6690140845070423,0.5765765765765766,0.5584916696207018,0.5519786127850643,-0.0072999546683757,0.0226537216828479,0.0107407032120782,0.0045045045045044,-0.0065130568356375,exp1-Kendals-PBU,True
randomForest_classifier,overall,"c - {'n_estimators': 50, 'max_depth': 5, 'max_features': 0.1, 'criterion': 'entropy', 'random_state': 42}",PBU,189,66,69,120,191,65,70,118,0.7325581395348837,0.6116504854368932,0.6666666666666666,0.5743243243243243,0.7318007662835249,0.6181229773462783,0.6701754385964912,0.5765765765765766,0.5494877702942219,0.5485926976249555,-0.0007573732513588,0.0064724919093851,0.0035087719298245,0.0022522522522522,-0.0008950726692663,exp1-Kendals-PBU,True
randomForest_classifier,overall,"cw - {'max_depth': 5, 'max_features': 0.1, 'criterion': 'entropy', 'random_state': 42, 'n_estimators': 10}",PBU,181,69,66,128,182,72,63,127,0.7327935222672065,0.5857605177993528,0.6510791366906475,0.5630630630630631,0.7428571428571429,0.5889967637540453,0.6570397111913359,0.5720720720720721,0.5472988302020559,0.5608921186340541,0.0100636205899363,0.0032362459546925,0.0059605745006883,0.009009009009009,0.0135932884319981,exp1-Kendals-PBU,True
randomForest_classifier,overall,"c - {'max_depth': 5, 'max_features': 0.1, 'criterion': 'entropy', 'random_state': 42, 'n_estimators': 10}",PBU,181,69,66,128,182,72,63,127,0.7327935222672065,0.5857605177993528,0.6510791366906475,0.5630630630630631,0.7428571428571429,0.5889967637540453,0.6570397111913359,0.5720720720720721,0.5472988302020559,0.5608921186340541,0.0100636205899363,0.0032362459546925,0.0059605745006883,0.009009009009009,0.0135932884319981,exp1-Kendals-PBU,True
