feature_set,feature,Target,Kendall's Tau,p-value
set4,Operators (Visual X),BD50,0.00866516315956312,0.8459799220903299
set4,Operators (Visual Y),BD50,0.02137806689539275,0.6317676966458536
set4,Comments (area),BD50,0.03189075357193873,0.49067452683478663
set4,Identifiers (area),BD50,-0.015201514608645337,0.7332705957428247
set4,Keywords (area),BD50,0.036549598240510184,0.41258886492526703
set4,Numbers (area),BD50,-0.07426485045887195,0.12854618706907173
set4,Strings (area),BD50,-0.02600398446406858,0.5729023442444555
set4,Literals (area),BD50,0.024586389017486554,0.6449579563931067
set4,Operators (area),BD50,-0.059696677684049036,0.18081716612793686
set4,Keywords/identifiers (area),BD50,0.045844409934159204,0.30408549081270997
set4,Numbers/identifiers (area),BD50,-0.06336117723207904,0.19499204396245118
set4,Strings/identifiers (area),BD50,-0.02801882103271312,0.5435422844917812
set4,Literals/identifiers (area),BD50,0.021721955345546374,0.6839381854686684
set4,Operators/literals (area),BD50,-0.024676225883461755,0.5801426415714829
set4,Numbers/keywords (area),BD50,-0.07375418842231782,0.13119429172227548
set4,Strings/keywords (area),BD50,-0.03343369431094532,0.4685361602447351
set4,Literals/keywords (area),BD50,0.024586389017486554,0.6449579563931067
set4,Operators/keywords (area),BD50,-0.06455396637556884,0.14786026246071485
set4,#aligned blocks,BD50,-0.003660725286983772,0.9351318826603624
set4,Extent of aligned blocks,BD50,-0.02031391376343253,0.6503891335126818
set4,#nested blocks (avg),BD50,0.08110936494237257,0.077894475524543
set4,#parameters,BD50,0.03212651787203803,0.5147950793494667
set4,#statements,BD50,-0.04711494492759712,0.29662707034359237
set1,CR,ABU50,-0.05803799846989258,0.2726009933361029
set1,EAP (max),ABU50,-0.07944625662470375,0.082953966240389
set1,#parenthesis (avg),ABU50,-0.06223999238851931,0.16458169754734198
set1,#conditionals (dft),ABU50,-0.13868718994857882,0.0026996263325816533
set1,Cyclomatic complexity,ABU50,-0.05656805224545509,0.2531189187538744
set1,Operators/keywords (area),ABU50,0.06236355168390121,0.16210133828412465
set1,#blank lines (avg),ABU50,0.056879720564967325,0.2092933184821486
set1,MIDQ (min),ABU50,0.09126823005475132,0.07244018653631046
set1,Comments (Visual Y),ABU50,-0.029891580708278236,0.5187471651426607
set1,EAP (min),ABU50,-0.02493531009704601,0.5934766884070782
set1,#statements,ABU50,0.04974789669186365,0.2705269460014348
set1,TC (max),ABU50,-0.15493192331995762,0.0008027628605797432
set1,Operators (area),ABU50,-0.00855493772125223,0.8479138452269313
set1,developer_position,ABU50,0.16007625356956962,0.0016014544330529281
set1,PE gen,ABU50,0.11754547349063775,0.01333094947209447
set1,PE spec (java),ABU50,0.21176238100409026,1.0368420034543295e-05
set2,AEDQ (min),ABU50,0.09698801022571109,0.03444110218913719
set2,#parenthesis (avg),ABU50,-0.06223999238851931,0.16458169754734198
set2,AEDQ (avg),ABU50,0.05620629178147911,0.20886235705065614
set2,#conditionals (dft),ABU50,-0.13868718994857882,0.0026996263325816533
set2,Cyclomatic complexity,ABU50,-0.05656805224545509,0.2531189187538744
set2,#conditionals (avg),ABU50,-0.08551654803828385,0.062438856637079924
set2,TC (max),ABU50,-0.15493192331995762,0.0008027628605797432
set2,developer_position,ABU50,0.16007625356956962,0.0016014544330529281
set2,PE gen,ABU50,0.11754547349063775,0.01333094947209447
set2,PE spec (java),ABU50,0.21176238100409026,1.0368420034543295e-05
set3,PE spec (java),ABU50,0.30320786920653064,5.670337481595898e-06
set3,NMI (avg),ABU50,0.12823431959302556,0.04226138662507943
set3,TC (avg),ABU50,-0.18339137382698212,0.004028202642219222
set3,#conditionals (avg),ABU50,-0.104171529041998,0.10747530519863187
set3,#periods (avg),ABU50,-0.06793401747526366,0.2824135542793186
set3,Identifiers length (max),ABU50,-0.10406390067613618,0.10743137769213923
set3,#comparisons (dft),ABU50,-0.13532506480636486,0.03774657395603728
set3,Indentation length (dft),ABU50,0.06018714658943838,0.3493075418816114
set3,Literals (Visual X),ABU50,-0.10377680276394516,0.16711348668274972
set3,#parameters,ABU50,-0.10973922492810484,0.11541336418347478
set4,developer_position,ABU50,0.16007625356956962,0.0016014544330529281
set4,PE gen,ABU50,0.11754547349063775,0.01333094947209447
set4,PE spec (java),ABU50,0.21176238100409026,1.0368420034543295e-05
set4,CR,ABU50,-0.05803799846989258,0.2726009933361029
set4,CIC (avg),ABU50,-0.018526787475872015,0.6867462077857361
set4,CIC (max),ABU50,-0.07933851455519568,0.10007273299573133
set4,CICsyn (avg),ABU50,0.1399412823834385,0.0017060290468644528
set4,CICsyn (max),ABU50,0.13893510674937656,0.002232514403001938
set4,MIDQ (min),ABU50,0.09126823005475132,0.07244018653631046
set4,MIDQ (avg),ABU50,0.09027778060535213,0.050749566039990306
set4,MIDQ (max),ABU50,0.011081123141299226,0.8289912923072102
set4,AEDQ (min),ABU50,0.09698801022571109,0.03444110218913719
set4,AEDQ (avg),ABU50,0.05620629178147911,0.20886235705065614
set4,AEDQ (max),ABU50,0.0065716175152935085,0.8860385165372264
set4,EAP (min),ABU50,-0.02493531009704601,0.5934766884070782
set4,EAP (avg),ABU50,-0.06598827505557106,0.14585426945339425
set4,EAP (max),ABU50,-0.07944625662470375,0.082953966240389
set4,Cyclomatic complexity,ABU50,-0.05656805224545509,0.2531189187538744
set4,IMSQ (min),ABU50,-0.02608683962844443,0.5742637184248653
set4,IMSQ (avg),ABU50,-0.014286282915739336,0.7512226922848302
set4,IMSQ (max),ABU50,-0.04604618457268506,0.34736824231782837
set4,Readability,ABU50,0.00403443085718145,0.927935885694071
set4,ITID (avg),ABU50,-0.04073316937732597,0.361169689239624
set4,NMI (avg),ABU50,0.07786937630367088,0.08087319463594317
set4,NMI (max),ABU50,-0.012251904276456171,0.8061154833024081
set4,NM (avg),ABU50,-0.09838178379440067,0.027420417938961668
set4,NM (max),ABU50,-0.05910053024993292,0.2325102606219155
set4,TC (avg),ABU50,-0.15897533855309007,0.0004359864105259641
set4,TC (min),ABU50,0.1042242963662479,0.02165521322090889
set4,TC (max),ABU50,-0.15493192331995762,0.0008027628605797432
set4,#assignments (avg),ABU50,-0.022257575053738748,0.6184565577175183
set4,#blank lines (avg),ABU50,0.056879720564967325,0.2092933184821486
set4,#commas (avg),ABU50,0.01732472507704627,0.6984300885659125
set4,#comments (avg),ABU50,0.04841406969170944,0.2804627215426869
set4,#comparisons (avg),ABU50,-0.10424347548427013,0.024105811686398148
set4,Identifiers length (avg),ABU50,-0.11831090007686326,0.007995910212720201
set4,#conditionals (avg),ABU50,-0.08551654803828385,0.062438856637079924
set4,Indentation length (avg),ABU50,-0.03384154722088785,0.4579420330600603
set4,#keywords (avg),ABU50,-0.07626077603546426,0.08864203286419486
set4,Line length (avg),ABU50,0.023185825528621105,0.6032240427063393
set4,#loops (avg),ABU50,-0.022193903124709456,0.6575829102288735
set4,#identifiers (avg),ABU50,0.04651747385930901,0.29703696706640936
set4,#numbers (avg),ABU50,0.04846445760787484,0.29642051589665097
set4,#operators (avg),ABU50,0.05881981150673492,0.20651563098317993
set4,#parenthesis (avg),ABU50,-0.06223999238851931,0.16458169754734198
set4,#periods (avg),ABU50,-0.032735656257197,0.46333121460265425
set4,#spaces (avg),ABU50,-0.01633215383148153,0.7142702047553113
set4,Identifiers length (max),ABU50,-0.0715906532564931,0.11668056798850651
set4,Indentation length (max),ABU50,-0.031168130275806935,0.5080892457372872
set4,#keywords (max),ABU50,-0.005670856050527154,0.9094039405857688
set4,Line length (max),ABU50,-0.03843872435786368,0.39182957160254905
set4,#identifiers (max),ABU50,0.0076812846526918745,0.869377332976234
set4,#numbers (max),ABU50,0.07637273400107615,0.11457965255279182
set4,#characters (max),ABU50,-0.0638849142643603,0.1523387330172776
set4,#words (max),ABU50,0.081708006888857,0.07166024683728509
set4,Entropy,ABU50,-0.0016040508227347936,0.9713151182061421
set4,Volume,ABU50,-0.04185114419317143,0.3481412259318335
set4,LOC,ABU50,-0.022300124299800557,0.6228712132744034
set4,#assignments (dft),ABU50,-0.04139169606408955,0.3598500756275994
set4,#commas (dft),ABU50,-0.034952274308929325,0.4387846720486699
set4,#comments (dft),ABU50,-0.02785558718400934,0.5379145956752236
set4,#comparisons (dft),ABU50,-0.10670594299459948,0.0215396223259758
set4,#conditionals (dft),ABU50,-0.13868718994857882,0.0026996263325816533
set4,Indentation length (dft),ABU50,0.027003805424892512,0.5535690737529635
set4,#keywords (dft),ABU50,0.007288037051346199,0.8717444626315809
set4,Line length (dft),ABU50,-0.08510941047769888,0.05902890256996087
set4,#loops (dft),ABU50,-0.027824648309134645,0.5786322219290105
set4,#identifiers (dft),ABU50,-0.0767946008980815,0.08840546484775537
set4,#numbers (dft),ABU50,-0.03598901894325867,0.44328558580030686
set4,#operators (dft),ABU50,-0.001226304147218702,0.9790972329139734
set4,#parenthesis (dft),ABU50,-0.03382244643245706,0.45360843739009116
set4,#periods (dft),ABU50,-0.009511284488358333,0.8332082512987541
set4,#spaces (dft),ABU50,0.02514483755539453,0.5790739621964985
set4,Comments (Visual X),ABU50,-0.08243108625392241,0.07589115530325136
set4,Comments (Visual Y),ABU50,-0.029891580708278236,0.5187471651426607
set4,Identifiers (Visual X),ABU50,-0.0642592481107696,0.14971582392009022
set4,Identifiers (Visual Y),ABU50,-0.026831395580291087,0.5475106131649792
set4,Keywords (Visual X),ABU50,-0.067085638917331,0.1327779580247092
set4,Keywords (Visual Y),ABU50,-0.020706837893485514,0.6425066728098621
set4,Numbers (Visual X),ABU50,-0.06294133318435964,0.19739901155357487
set4,Numbers (Visual Y),ABU50,-0.02347764817935814,0.6306537599394437
set4,Strings (Visual X),ABU50,0.027944504713840305,0.5448232908229249
set4,Strings (Visual Y),ABU50,0.04424120855975448,0.3377239177415583
set4,Literals (Visual X),ABU50,-0.0653348309586315,0.22078186697102042
set4,Literals (Visual Y),ABU50,-0.06172303378816421,0.24736945190476778
set4,Operators (Visual X),ABU50,-0.06746734975623919,0.1304184595011495
set4,Operators (Visual Y),ABU50,-0.02513012955617843,0.5731922558923617
set4,Comments (area),ABU50,0.010884187602926362,0.8140257136851596
set4,Identifiers (area),ABU50,-0.047197980268954075,0.29002633148483825
set4,Keywords (area),ABU50,-0.0638217797045692,0.15250790347310333
set4,Numbers (area),ABU50,-0.011797813155456353,0.8090812122572175
set4,Strings (area),ABU50,0.11601822706605362,0.011936241381029168
set4,Literals (area),ABU50,-0.0630129613490454,0.2376276910100089
set4,Operators (area),ABU50,-0.00855493772125223,0.8479138452269313
set4,Keywords/identifiers (area),ABU50,-0.04160810618972677,0.3509477805825626
set4,Numbers/identifiers (area),ABU50,-0.012277261983157059,0.8015947950425246
set4,Strings/identifiers (area),ABU50,0.1212290853490732,0.00861568041870201
set4,Literals/identifiers (area),ABU50,-0.061852026544252335,0.24638287668608394
set4,Operators/literals (area),ABU50,0.07169621101617636,0.10799853583211205
set4,Numbers/keywords (area),ABU50,-0.011620845958124508,0.8118909249369736
set4,Strings/keywords (area),ABU50,0.11566061914466993,0.012201081739098082
set4,Literals/keywords (area),ABU50,-0.0630129613490454,0.2376276910100089
set4,Operators/keywords (area),ABU50,0.06236355168390121,0.16210133828412465
set4,#aligned blocks,ABU50,-0.0018397597397761217,0.9673801701397321
set4,Extent of aligned blocks,ABU50,0.02553348021187092,0.5689425745322209
set4,#nested blocks (avg),ABU50,-0.14022450743843395,0.0023110122545375697
set4,#parameters,ABU50,-0.08411000720149187,0.08793432623024676
set4,#statements,ABU50,0.04974789669186365,0.2705269460014348
