warning_feature,feature_set,#best_hyperparameters,use_smote,target,metric,code(median),code+warning(median),code(mean),code+warning(mean),diff(median),diff(mean),wilcoxon_test(p-value),cliffs_delta,cliffs_delta_result,num_of_pairs
warnings_typestate_checker,set1,c (35) cw (35),True,PBU,precision_weighted,0.5858555418650089,0.5929579304938595,0.586735389878877,0.5952442832594851,0.007102388628850598,0.008508893380608118,0.04510762097197585,-0.2057142857142857,small,35
warnings_typestate_checker,set1,c (35) cw (35),True,PBU,precision_negative,0.2727272727272727,0.2857142857142857,0.2518163909467086,0.2802367793060876,0.012987012987012991,0.02842038835937899,0.004117445176234469,-0.3346938775510204,medium,35
warnings_typestate_checker,set1,c (35) cw (35),True,PBU,recall_positive,0.8252032520325203,0.7317073170731707,0.686411149825784,0.5777003484320558,-0.0934959349593496,-0.10871080139372824,0.9999960781715345,0.26693877551020406,small,35
warnings_typestate_checker,set1,c (35) cw (35),True,PBU,recall_weighted,0.6453488372093024,0.5988372093023255,0.578156146179402,0.5335548172757475,-0.04651162790697683,-0.044601328903654536,0.9998434039063798,0.22938775510204082,small,35
warnings_typestate_checker,set1,c (35) cw (35),True,PBU,recall_negative,0.1530612244897959,0.2448979591836734,0.3064139941690962,0.4227405247813411,0.09183673469387751,0.1163265306122449,4.081214925792189e-05,-0.2897959183673469,small,35
warnings_typestate_checker,set1,c (35) cw (35),True,PBU,auc,0.4916949516648764,0.4978775510204081,0.49582642320085935,0.49956332668405695,0.0061825993555316705,0.0037369034831976067,0.05739095705212094,-0.15836734693877552,small,35
warnings_typestate_checker,set1,c (35) cw (35),True,PBU,auc_weighted,0.4916949516648764,0.4978775510204081,0.49582642320085935,0.49956332668405695,0.0061825993555316705,0.0037369034831976067,0.05739095705212094,-0.15836734693877552,small,35
warnings_typestate_checker,set1,c (35) cw (35),True,PBU,accuracy,0.7058823529411765,0.6617647058823529,0.6147058823529412,0.5638655462184873,-0.044117647058823595,-0.050840336134453934,0.9844123612435037,0.22448979591836735,small,35
warning_sum,set1,c (37) cw (37),True,PBU,f1_positive,0.7574626865671642,0.6596638655462185,0.6237473646600021,0.5764775377228896,-0.09779882102094573,-0.04726982693711257,0.9968940049730008,0.03287070854638422,negligible,37
warning_sum,set1,c (37) cw (33),True,PBU,f1_weighted,0.5858336062888962,0.5506530925341381,0.5134895823353248,0.4691035595154273,-0.03518051375475817,-0.04438602281989751,0.999828506144695,0.18824609733700642,small,33
warning_sum,set1,c (37) cw (33),True,PBU,f1_negative,0.1973684210526316,0.3402489626556016,0.23672004711215539,0.27562425277749597,0.14288054160297,0.038904205665340585,0.24544665473513305,-0.06887052341597796,negligible,33
warning_sum,set1,c (37) cw (37),True,PBU,precision_positive,0.7106109324758842,0.7128712871287128,0.7183235504605151,0.7202421238099076,0.002260354652828589,0.001918573349392494,0.48216794851759914,-0.018991964937910884,negligible,37
warning_sum,set1,c (37) cw (37),True,PBU,precision_weighted,0.5830579325601754,0.5744650891348457,0.5826020622835639,0.5804384206190044,-0.008592843425329622,-0.0021636416645595125,0.8419760251053958,0.019722425127830533,negligible,37
warning_sum,set1,c (37) cw (37),True,PBU,precision_negative,0.2608695652173913,0.2697095435684647,0.24191342869652321,0.22950259424183886,0.008839978351073419,-0.012410834454684355,0.8919704597240793,-0.03871439006574142,negligible,37
warning_sum,set1,c (37) cw (37),True,PBU,recall_positive,0.8089430894308943,0.6382113821138211,0.643704680290046,0.5911887497253352,-0.1707317073170732,-0.05251593056471082,0.9718347153595901,0.03360116873630387,negligible,37
warning_sum,set1,c (37) cw (37),True,PBU,recall_weighted,0.6308139534883721,0.5377906976744186,0.5575895663104965,0.5359050911376492,-0.09302325581395354,-0.02168447517284733,0.9390052080906053,0.021183345507669833,negligible,37
warning_sum,set1,c (37) cw (37),True,PBU,recall_negative,0.1530612244897959,0.2755102040816326,0.3414230557087701,0.39713182570325417,0.12244897959183673,0.0557087699944841,0.029128441918062752,-0.02556610664718773,negligible,37
warning_sum,set1,c (37) cw (37),True,PBU,auc,0.4915875402792696,0.4948732545649839,0.49195079397335034,0.49351496501872444,0.0032857142857142807,0.0015641710453740965,0.3272622135045822,-0.10591672753834916,negligible,37
warning_sum,set1,c (37) cw (37),True,PBU,auc_weighted,0.4915875402792696,0.4948732545649839,0.49195079397335034,0.49351496501872444,0.0032857142857142807,0.0015641710453740965,0.3272622135045822,-0.10591672753834916,negligible,37
warning_sum,set1,c (37) cw (37),True,PBU,accuracy,0.6911764705882353,0.6323529411764706,0.5965818759936408,0.5389507154213037,-0.05882352941176472,-0.05763116057233708,0.993621101701589,0.1877282688093499,small,37
warnings_checker_framework,set1,c (35) cw (35),True,ABU50,f1_positive,0.6095717884130983,0.6175771971496438,0.5698502318266186,0.5939712044912905,0.008005408736545427,0.024120972664671836,0.0034375896123144995,-0.12081632653061225,negligible,35
warnings_checker_framework,set1,c (30) cw (27),True,ABU50,f1_weighted,0.5204028139436814,0.5180333456756587,0.48262809635864584,0.4976609719025602,-0.0023694682680226453,0.015032875543914359,0.15059537440538406,0.012345679012345678,negligible,27
warnings_checker_framework,set1,c (30) cw (27),True,ABU50,f1_negative,0.4724919093851132,0.4561403508771929,0.40956238873435286,0.4220698412223578,-0.016351558507920305,0.012507452488004944,0.9547175765037537,0.24554183813443073,small,27
warnings_checker_framework,set1,c (35) cw (35),True,ABU50,precision_positive,0.5323383084577115,0.5306122448979592,0.5307968679507408,0.5278662418378404,-0.0017260635597522445,-0.002930626112900403,0.5970473567515749,0.04653061224489796,negligible,35
warnings_checker_framework,set1,c (32) cw (28),True,ABU50,precision_weighted,0.5261755457914667,0.5301084051084051,0.5114258095084033,0.519677098936735,0.00393285931693832,0.008251289428331643,0.4687407426536083,0.015306122448979591,negligible,28
warnings_checker_framework,set1,c (32) cw (28),True,ABU50,precision_negative,0.5159708249496981,0.5243121841661988,0.48926423882677683,0.5071612647077478,0.008341359216500699,0.017897025880970974,0.33677349605585694,-0.05102040816326531,negligible,28
warnings_checker_framework,set1,c (35) cw (35),True,ABU50,recall_positive,0.6875,0.7329545454545454,0.688961038961039,0.7329545454545454,0.045454545454545414,0.04399350649350642,0.006225130978121109,-0.14775510204081632,small,35
warnings_checker_framework,set1,c (35) cw (35),True,ABU50,recall_weighted,0.521865889212828,0.5247813411078717,0.5244481466055809,0.5256976259891712,0.002915451895043719,0.001249479383590324,0.27729076586385804,-0.08163265306122448,negligible,35
warnings_checker_framework,set1,c (35) cw (35),True,ABU50,recall_negative,0.4191616766467065,0.3772455089820359,0.35106928999144565,0.3072711719418306,-0.0419161676646706,-0.04379811804961503,0.9891313684033318,0.1730612244897959,small,35
warnings_checker_framework,set1,c (35) cw (35),True,ABU50,auc,0.5199957558781089,0.5212494694847636,0.5196985703372258,0.519923787696897,0.001253713606654716,0.0002252173596711815,0.4413974506706885,0.011428571428571429,negligible,35
warnings_checker_framework,set1,c (35) cw (35),True,ABU50,auc_weighted,0.5199957558781089,0.5212494694847636,0.5196985703372258,0.519923787696897,0.001253713606654716,0.0002252173596711815,0.4413974506706885,0.011428571428571429,negligible,35
warnings_checker_framework,set1,c (35) cw (35),True,ABU50,accuracy,0.5147058823529411,0.5147058823529411,0.5180672268907562,0.5235294117647059,0.0,0.0054621848739496714,0.13253554282693758,-0.13714285714285715,negligible,35
warnings_infer,set1,c (29) cw (29),True,ABU50,f1_positive,0.6095717884130983,0.6171693735498841,0.5666448481524944,0.5979040924412231,0.007597585136785767,0.03125924428872873,0.015248106826983875,-0.13555291319857313,negligible,29
warnings_infer,set1,c (25) cw (21),True,ABU50,f1_weighted,0.4971186469575299,0.5188604794753006,0.4708976125119307,0.4975216952125069,0.021741832517770676,0.0266240827005762,0.044272353344196456,-0.12244897959183673,negligible,21
warnings_infer,set1,c (25) cw (21),True,ABU50,f1_negative,0.4721311475409836,0.4736842105263158,0.38880569676083987,0.4239778745679354,0.0015530629853321987,0.03517217780709553,0.6867316043018851,0.1360544217687075,negligible,21
warnings_infer,set1,c (29) cw (29),True,ABU50,precision_positive,0.5272727272727272,0.5230769230769231,0.5290843118591786,0.5268683476039279,-0.00419580419580412,-0.002215964255250724,0.5601899997132708,0.06896551724137931,negligible,29
warnings_infer,set1,c (25) cw (21),True,ABU50,precision_weighted,0.520675908847504,0.532365524238994,0.5231740133167189,0.5334412175670614,0.011689615391489938,0.010267204250342554,0.25450007790885776,-0.14512471655328799,negligible,21
warnings_infer,set1,c (25) cw (21),True,ABU50,precision_negative,0.510989010989011,0.5244755244755245,0.5142531707940394,0.534848402387252,0.01348651348651353,0.020595231593212526,0.22223454378701407,-0.16326530612244897,small,21
warnings_infer,set1,c (29) cw (29),True,ABU50,recall_positive,0.6875,0.75,0.696512539184953,0.747257053291536,0.0625,0.05074451410658298,0.018394231383826596,-0.14149821640903687,negligible,29
warnings_infer,set1,c (29) cw (29),True,ABU50,recall_weighted,0.5131195335276968,0.5189504373177842,0.5228712174524981,0.5251834724037397,0.005830903790087438,0.0023122549512416546,0.24424512353999356,-0.093935790725327,negligible,29
warnings_infer,set1,c (29) cw (29),True,ABU50,recall_negative,0.3772455089820359,0.3532934131736527,0.33987198017757586,0.2911418542225893,-0.0239520958083832,-0.04873012595498655,0.9265868761343881,0.12247324613555291,negligible,29
warnings_infer,set1,c (29) cw (29),True,ABU50,auc,0.5103666921313981,0.5125969781852134,0.517890422626731,0.518954819127233,0.002230286053815367,0.0010643965005019407,0.3646061267761318,0.028537455410225922,negligible,29
warnings_infer,set1,c (29) cw (29),True,ABU50,auc_weighted,0.5103666921313981,0.5125969781852134,0.517890422626731,0.518954819127233,0.002230286053815367,0.0010643965005019407,0.3646061267761318,0.028537455410225922,negligible,29
warnings_infer,set1,c (29) cw (29),True,ABU50,accuracy,0.5147058823529411,0.5147058823529411,0.5152129817444219,0.5233265720081137,0.0,0.00811359026369185,0.10967452760307667,-0.2342449464922711,small,29
warnings_openjml,set1,c (31) cw (31),True,ABU50,f1_positive,0.606516290726817,0.6220095693779905,0.5804219091281363,0.6090530811572149,0.015493278651173448,0.02863117202907861,0.0010762846517057823,-0.15400624349635797,small,31
warnings_openjml,set1,c (27) cw (22),True,ABU50,f1_weighted,0.4971186469575299,0.5205154069462605,0.4772433707776979,0.5021260674874214,0.023396759988730642,0.024882696709723484,0.42277714839917924,-0.08884297520661157,negligible,22
warnings_openjml,set1,c (27) cw (22),True,ABU50,f1_negative,0.4529616724738676,0.47017938248382807,0.3837748907132805,0.41901521581022455,0.017217710009960474,0.035240325096944025,0.9742888695837397,0.14256198347107438,negligible,22
warnings_openjml,set1,c (31) cw (31),True,ABU50,precision_positive,0.525,0.5267857142857143,0.526829205353575,0.5262297885609762,0.0017857142857142794,-0.0005994167925987837,0.6193950510502229,0.001040582726326743,negligible,31
warnings_openjml,set1,c (27) cw (23),True,ABU50,precision_weighted,0.5260663408083867,0.5291003520846277,0.5196881689855402,0.5128175766702868,0.003034011276241033,-0.006870592315253332,0.2664758525247034,-0.08695652173913043,negligible,23
warnings_openjml,set1,c (27) cw (23),True,ABU50,precision_negative,0.5121951219512195,0.5190839694656488,0.5100217653957598,0.49387670897427816,0.006888847514429308,-0.016145056421481674,0.08795349520083051,-0.07183364839319471,negligible,23
warnings_openjml,set1,c (31) cw (31),True,ABU50,recall_positive,0.6875,0.7386363636363636,0.7065615835777126,0.7615469208211143,0.051136363636363646,0.05498533724340171,0.0006701857789089396,-0.1425598335067638,negligible,31
warnings_openjml,set1,c (31) cw (31),True,ABU50,recall_weighted,0.5160349854227405,0.521865889212828,0.521019467694912,0.5235587322486597,0.005830903790087438,0.0025392645537476444,0.18573426757153327,-0.11238293444328824,negligible,31
warnings_openjml,set1,c (31) cw (31),True,ABU50,recall_negative,0.3832335329341317,0.3233532934131736,0.3254780761058528,0.2727448329148155,-0.05988023952095811,-0.05273324319103728,0.9973229209607708,0.12486992715920915,negligible,31
warnings_openjml,set1,c (31) cw (31),True,ABU50,auc,0.5103666921313981,0.5171356421356421,0.5156801136877038,0.5168848145318734,0.006768950004244045,0.0012047008441695706,0.3880954530037212,-0.027055150884495317,negligible,31
warnings_openjml,set1,c (31) cw (31),True,ABU50,auc_weighted,0.5103666921313981,0.5171356421356421,0.5156801136877038,0.5168848145318734,0.006768950004244045,0.0012047008441695706,0.3880954530037212,-0.027055150884495317,negligible,31
warnings_openjml,set1,c (31) cw (31),True,ABU50,accuracy,0.5147058823529411,0.5147058823529411,0.5142314990512334,0.5208728652751424,0.0,0.006641366223908984,0.06639606497274403,-0.2081165452653486,small,31
warnings_typestate_checker,set1,c (33) cw (33),True,ABU50,f1_positive,0.6367924528301886,0.628428927680798,0.5737406412192971,0.5895103964257317,-0.008363525149390538,0.015769755206434533,0.02078767580521952,-0.09641873278236915,negligible,33
warnings_typestate_checker,set1,c (29) cw (26),True,ABU50,f1_weighted,0.4930730236852686,0.5140049585131032,0.4723751326956473,0.4821030258411342,0.02093193482783462,0.009727893145486888,0.3334050490529371,-0.0016,negligible,25
warnings_typestate_checker,set1,c (29) cw (26),True,ABU50,f1_negative,0.4632352941176471,0.463104268340791,0.38064273505753055,0.39407980421704103,-0.0001310257768560863,0.013437069159510484,0.8268485157764434,0.0944,negligible,25
warnings_typestate_checker,set1,c (33) cw (33),True,ABU50,precision_positive,0.525,0.5232558139534884,0.53142845459315,0.5267586869366666,-0.0017441860465116088,-0.0046697676564834145,0.6056982407459237,0.07346189164370982,negligible,33
warnings_typestate_checker,set1,c (30) cw (26),True,ABU50,precision_weighted,0.5268476087180844,0.5235732395823098,0.5156146422327588,0.5216708776705729,-0.003274369135774613,0.006056235437814084,0.6389246918131078,0.11982248520710059,negligible,26
warnings_typestate_checker,set1,c (30) cw (26),True,ABU50,precision_negative,0.510596546310832,0.514998514998515,0.4970190255490412,0.5124388988125589,0.0044019686876830555,0.01541987326351768,0.5505278245425821,0.07544378698224852,negligible,26
warnings_typestate_checker,set1,c (33) cw (33),True,ABU50,recall_positive,0.7613636363636364,0.7329545454545454,0.703168044077135,0.7365702479338844,-0.02840909090909094,0.03340220385674941,0.03607881097343536,-0.10101010101010101,negligible,33
warnings_typestate_checker,set1,c (33) cw (33),True,ABU50,recall_weighted,0.5131195335276968,0.5131195335276968,0.5230144005654209,0.5233677886739111,0.0,0.0003533881084901713,0.39393095974878983,-0.051423324150596875,negligible,33
warnings_typestate_checker,set1,c (33) cw (33),True,ABU50,recall_negative,0.3233532934131736,0.3053892215568862,0.3331518780620577,0.29867537651968784,-0.0179640718562874,-0.034476501542369864,0.9262706599287357,0.09182736455463728,negligible,33
warnings_typestate_checker,set1,c (33) cw (33),True,ABU50,auc,0.5103666921313981,0.5064935064935064,0.5178120522772929,0.5174981415890507,-0.0038731856378916296,-0.0003139106882421583,0.5285000304282741,0.03397612488521579,negligible,33
warnings_typestate_checker,set1,c (33) cw (33),True,ABU50,auc_weighted,0.5103666921313981,0.5064935064935064,0.5178120522772929,0.5174981415890507,-0.0038731856378916296,-0.0003139106882421583,0.5285000304282741,0.03397612488521579,negligible,33
warnings_typestate_checker,set1,c (33) cw (33),True,ABU50,accuracy,0.5147058823529411,0.5147058823529411,0.5155971479500892,0.520053475935829,0.0,0.004456327985739805,0.11836918429812898,-0.12947658402203857,negligible,33
warning_sum,set1,c (33) cw (33),True,ABU50,f1_positive,0.6109785202863962,0.6188118811881188,0.5864870528335691,0.6113409834490428,0.007833360901722597,0.024853930615473696,0.0023691952431605123,-0.09733700642791551,negligible,33
warning_sum,set1,c (28) cw (24),True,ABU50,f1_weighted,0.5004219624745808,0.5114437893162536,0.4779915501816933,0.4934612928075925,0.011021826841672744,0.015469742625899174,0.4943007276424256,0.078125,negligible,24
warning_sum,set1,c (28) cw (24),True,ABU50,f1_negative,0.4636219895048007,0.4539007092198581,0.38081801233181434,0.39566294142923747,-0.009721280284942624,0.014844929097423132,0.9780156191737298,0.1996527777777778,small,24
warning_sum,set1,c (33) cw (33),True,ABU50,precision_positive,0.525,0.5197568389057751,0.5277279431349142,0.5247549218979142,-0.005243161094224957,-0.002973021237000051,0.6529351856679704,0.11753902662993572,negligible,33
warning_sum,set1,c (29) cw (24),True,ABU50,precision_weighted,0.5234630289505573,0.5253377243859989,0.5168909186691828,0.5242768580594515,0.001874695435441609,0.007385939390268659,0.5056992723575744,0.057291666666666664,negligible,24
warning_sum,set1,c (29) cw (24),True,ABU50,precision_negative,0.5121951219512195,0.5153846153846153,0.5033463196114554,0.519174613340866,0.003189493433395807,0.015828293729410636,0.5624370284953102,0.057291666666666664,negligible,24
warning_sum,set1,c (33) cw (33),True,ABU50,recall_positive,0.6875,0.7159090909090909,0.7203856749311296,0.7694559228650137,0.02840909090909094,0.04907024793388415,0.0008747931569217799,-0.1147842056932966,negligible,33
warning_sum,set1,c (33) cw (33),True,ABU50,recall_weighted,0.521865889212828,0.5131195335276968,0.5225726654298083,0.5216008481314603,-0.008746355685131157,-0.0009718172983479434,0.4429342931874926,0.004591368227731864,negligible,33
warning_sum,set1,c (33) cw (33),True,ABU50,recall_negative,0.3772455089820359,0.2994011976047904,0.3140990745781164,0.2603883142805298,-0.07784431137724551,-0.053710760297586646,0.9946080959793564,0.1248852157943067,negligible,33
warning_sum,set1,c (33) cw (33),True,ABU50,auc,0.5116997708174178,0.506995161701044,0.5169220470557369,0.5146045250055945,-0.004704609116373826,-0.002317522050142351,0.5285005986115978,0.08080808080808081,negligible,33
warning_sum,set1,c (33) cw (33),True,ABU50,auc_weighted,0.5116997708174178,0.506995161701044,0.5169220470557369,0.5146045250055945,-0.004704609116373826,-0.002317522050142351,0.5285005986115978,0.08080808080808081,negligible,33
warning_sum,set1,c (33) cw (33),True,ABU50,accuracy,0.5147058823529411,0.5147058823529411,0.5187165775401069,0.520053475935829,0.0,0.0013368983957220415,0.21731338317900328,-0.046831955922865015,negligible,33
warnings_checker_framework,set1,c (26) cw (28),True,BD50,f1_positive,0.23945641986879102,0.26645114942528736,0.20930087174133435,0.22295004786688155,0.026994729556496344,0.013649176125547197,0.12921908958747258,-0.0304,negligible,25
warnings_checker_framework,set1,c (26) cw (28),True,BD50,f1_weighted,0.6819184854616012,0.6900165331429307,0.6200447983325732,0.627161416424098,0.00809804768132949,0.007116618091524751,0.7494222602608953,-0.0336,negligible,25
warnings_checker_framework,set1,c (34) cw (34),True,BD50,f1_negative,0.8392066055089282,0.8289267406559498,0.7637337579416704,0.7588816853086565,-0.010279864852978382,-0.004852072633013904,0.9853788283092819,0.04152249134948097,negligible,34
