warning_feature,feature_set,#best_hyperparameters,use_smote,model,target,metric,code(median),code+warning(median),code(mean),code+warning(mean),diff(median),diff(mean),wilcoxon_test(p-value),cliffs_delta,cliffs_delta_result,num_of_pairs
warning_sum,set2,c (4) cw (4),True,svc,ABU50,precision_positive,0.5668439716312057,0.5875416204217536,0.5824508078707407,0.6050877841303539,0.020697648790547918,0.02263697625961325,0.1875,0.0,negligible,4
warning_sum,set2,c (4) cw (4),True,svc,ABU50,precision_weighted,0.5379520811494022,0.5888504839615928,0.5418198828169096,0.5686429339988983,0.0508984028121906,0.02682305118198869,0.3125,-0.25,small,4
warning_sum,set2,c (4) cw (4),True,svc,ABU50,precision_negative,0.5075031426775614,0.5188013136288998,0.49899926719131515,0.5302339901477833,0.011298170951338449,0.03123472295646812,0.5625,-0.25,small,4
warning_sum,set2,c (4) cw (4),True,svc,ABU50,recall_positive,0.625,0.5823863636363636,0.5980113636363635,0.5894886363636364,-0.042613636363636354,-0.008522727272727182,0.4375,-0.125,negligible,4
warning_sum,set2,c (4) cw (4),True,svc,ABU50,recall_weighted,0.5174927113702623,0.5262390670553936,0.5335276967930029,0.5284256559766763,0.008746355685131268,-0.005102040816326592,0.6875,0.0625,negligible,4
warning_sum,set2,c (4) cw (4),True,svc,ABU50,recall_negative,0.4760479041916168,0.4610778443113772,0.46556886227544914,0.4640718562874251,-0.014970059880239583,-0.0014970059880240472,0.7080587896148174,-0.0625,negligible,4
warning_sum,set2,c (4) cw (4),True,svc,ABU50,auc,0.5165966386554622,0.5236641626347509,0.5312338723368135,0.5263145106527459,0.00706752397928867,-0.004919361684067591,0.6875,0.125,negligible,4
warning_sum,set2,c (4) cw (4),True,svc,ABU50,auc_weighted,0.5165966386554622,0.5236641626347509,0.5312338723368135,0.5263145106527459,0.00706752397928867,-0.004919361684067591,0.6875,0.125,negligible,4
warning_sum,set2,c (4) cw (4),True,svc,ABU50,accuracy,0.5147058823529411,0.48529411764705876,0.5330882352941176,0.4926470588235294,-0.02941176470588236,-0.04044117647058826,0.7080587896148174,0.375,medium,4
warning_sum,set2,c (7) cw (7),True,knn_classifier,ABU50,f1_positive,0.6053268765133172,0.6057906458797327,0.5450591308093179,0.5482919673981426,0.0004637693664155673,0.0032328365888246724,0.59375,-0.02040816326530612,negligible,7
warning_sum,set2,c (7) cw (7),True,knn_classifier,ABU50,f1_weighted,0.5067839870429187,0.4728301965890668,0.49889841236040233,0.4614241283593876,-0.03395379045385194,-0.03747428400101471,1.0,0.6326530612244898,large,7
warning_sum,set2,c (7) cw (7),True,knn_classifier,ABU50,f1_negative,0.4075471698113207,0.3587786259541984,0.45024999052202425,0.36987478901315496,-0.048768543857122315,-0.08037520150886929,1.0,0.42857142857142855,medium,7
warning_sum,set2,c (7) cw (7),True,knn_classifier,ABU50,precision_positive,0.5364238410596026,0.5135135135135135,0.5579851499197431,0.538604515049997,-0.022910327546089126,-0.01938063486974617,1.0,0.6326530612244898,large,7
warning_sum,set2,c (7) cw (7),True,knn_classifier,ABU50,precision_weighted,0.5232593224945646,0.5011378517209422,0.5394132327379503,0.5089703089187935,-0.022121470773622476,-0.03044292381915681,1.0,0.5510204081632653,large,7
warning_sum,set2,c (7) cw (7),True,knn_classifier,ABU50,precision_negative,0.511400651465798,0.4880952380952381,0.5198404337918692,0.47773904976255505,-0.02330541337055997,-0.042101384029314126,1.0,0.6326530612244898,large,7
warning_sum,set2,c (7) cw (7),True,knn_classifier,ABU50,recall_positive,0.7215909090909091,0.7556818181818182,0.6112012987012987,0.6525974025974026,0.03409090909090917,0.04139610389610393,0.0390625,-0.3469387755102041,medium,7
warning_sum,set2,c (7) cw (7),True,knn_classifier,ABU50,recall_weighted,0.5247813411078717,0.5072886297376094,0.5276967930029154,0.5060391503540191,-0.017492711370262315,-0.021657642648896247,1.0,0.673469387755102,large,7
warning_sum,set2,c (7) cw (7),True,knn_classifier,ABU50,recall_negative,0.3293413173652694,0.2754491017964072,0.43969204448246363,0.3515825491873396,-0.0538922155688622,-0.08810949529512402,0.9887528643887752,0.40816326530612246,medium,7
warning_sum,set2,c (7) cw (7),True,knn_classifier,ABU50,auc,0.5247636024106612,0.502606315253374,0.5267926564565218,0.5036397589338765,-0.022157287157287264,-0.023152897522645377,1.0,0.7142857142857143,large,7
warning_sum,set2,c (7) cw (7),True,knn_classifier,ABU50,auc_weighted,0.5247636024106612,0.502606315253374,0.5267926564565218,0.5036397589338765,-0.022157287157287264,-0.023152897522645377,1.0,0.7142857142857143,large,7
warning_sum,set2,c (7) cw (7),True,knn_classifier,ABU50,accuracy,0.5,0.5,0.5084033613445378,0.5,0.0,-0.008403361344537785,0.7512888460583061,0.12244897959183673,negligible,7
warning_sum,set2,c (7) cw (7),True,logisticregression,ABU50,f1_positive,0.5752508361204013,0.5752508361204013,0.5371979259193369,0.537048499444195,0.0,-0.00014942647514193386,0.8241596586007236,0.14285714285714285,negligible,7
warning_sum,set2,c (7) cw (7),True,logisticregression,ABU50,f1_weighted,0.6130258549931324,0.6123499592887348,0.5978444923104451,0.5974230619639698,-0.0006758957043976332,-0.0004214303464753488,0.8241596586007236,0.10204081632653061,negligible,7
warning_sum,set2,c (7) cw (7),True,logisticregression,ABU50,f1_negative,0.6718346253229974,0.6718346253229974,0.6617594365310143,0.661051343421936,0.0,-0.0007080931090782672,0.776970225314628,0.1836734693877551,small,7
warning_sum,set2,c (7) cw (7),True,logisticregression,ABU50,precision_positive,0.6991869918699187,0.6991869918699187,0.6968270594530955,0.6948373540619714,0.0,-0.001989705391124086,0.8979579111172133,0.14285714285714285,negligible,7
warning_sum,set2,c (7) cw (7),True,logisticregression,ABU50,precision_weighted,0.6464685969414691,0.6464685969414691,0.638512876928125,0.6370539441945139,0.0,-0.0014589327336110847,0.9461555518536324,0.10204081632653061,negligible,7
warning_sum,set2,c (7) cw (7),True,logisticregression,ABU50,precision_negative,0.583710407239819,0.5829596412556054,0.5770560139077965,0.5761564583461755,-0.0007507659842136416,-0.0008995555616210238,0.8979579111172133,0.14285714285714285,negligible,7
warning_sum,set2,c (7) cw (7),True,logisticregression,ABU50,recall_positive,0.4886363636363636,0.4886363636363636,0.45129870129870137,0.45048701298701305,0.0,-0.0008116883116883189,0.7520659077295745,0.08163265306122448,negligible,7
warning_sum,set2,c (7) cw (7),True,logisticregression,ABU50,recall_weighted,0.6209912536443148,0.6209912536443148,0.6126613910870471,0.6118284048313204,0.0,-0.0008329862557266976,0.8299128627299439,0.08163265306122448,negligible,7
warning_sum,set2,c (7) cw (7),True,logisticregression,ABU50,recall_negative,0.7784431137724551,0.7784431137724551,0.7827202737382377,0.7818648417450812,0.0,-0.0008554319931565191,0.6972116918323269,-0.04081632653061224,negligible,7
warning_sum,set2,c (7) cw (7),True,logisticregression,ABU50,auc,0.6260949834479247,0.6262681436210847,0.6182824645009519,0.6174541331684189,0.0001731601731600474,-0.0008283313325330166,0.8245920352968787,0.061224489795918366,negligible,7
warning_sum,set2,c (7) cw (7),True,logisticregression,ABU50,auc_weighted,0.6260949834479247,0.6262681436210847,0.6182824645009519,0.6174541331684189,0.0001731601731600474,-0.0008283313325330166,0.8245920352968787,0.061224489795918366,negligible,7
warning_sum,set2,c (7) cw (7),True,logisticregression,ABU50,accuracy,0.5441176470588235,0.5441176470588235,0.5441176470588235,0.5399159663865546,0.0,-0.004201680672268893,0.8733507893945291,0.12244897959183673,negligible,7
warning_sum,set2,c (5) cw (5),True,mlp_classifier,ABU50,f1_positive,0.3559322033898305,0.5876288659793815,0.45705543701822915,0.5710677554539612,0.23169666258955096,0.11401231843573201,0.15625,-0.52,large,5
warning_sum,set2,c (5) cw (5),True,mlp_classifier,ABU50,f1_weighted,0.505058830634756,0.5335594166558622,0.5111970824201895,0.5261055761419673,0.028500586021106167,0.014908493721777827,0.21875,-0.28,small,5
warning_sum,set2,c (5) cw (5),True,mlp_classifier,ABU50,f1_negative,0.6518847006651884,0.4630872483221476,0.5682565410474052,0.47872028537004574,-0.18879745234304085,-0.08953625567735946,0.84375,0.44,medium,5
warning_sum,set2,c (5) cw (5),True,mlp_classifier,ABU50,precision_positive,0.6610169491525424,0.5476190476190477,0.6316346482272841,0.5684617924639443,-0.11339790153349472,-0.06317285576333975,0.90625,0.52,large,5
warning_sum,set2,c (5) cw (5),True,mlp_classifier,ABU50,precision_weighted,0.5911927810376615,0.5424923469811463,0.5851547124009908,0.5572797010139687,-0.04870043405651514,-0.027875011387022086,0.9375,0.52,large,5
warning_sum,set2,c (5) cw (5),True,mlp_classifier,ABU50,precision_negative,0.5265017667844523,0.5408560311284046,0.53616986985352,0.5454949818810602,0.014354264343952372,0.009325112027540161,0.40625,-0.28,small,5
warning_sum,set2,c (5) cw (5),True,mlp_classifier,ABU50,recall_positive,0.2386363636363636,0.6477272727272727,0.43068181818181817,0.6204545454545455,0.4090909090909091,0.18977272727272732,0.21875,-0.44,medium,5
warning_sum,set2,c (5) cw (5),True,mlp_classifier,ABU50,recall_weighted,0.5568513119533528,0.5335276967930029,0.5504373177842565,0.5475218658892128,-0.023323615160349864,-0.002915451895043719,0.59375,0.2,small,5
warning_sum,set2,c (5) cw (5),True,mlp_classifier,ABU50,recall_negative,0.8802395209580839,0.4131736526946107,0.6766467065868264,0.4706586826347305,-0.4670658682634732,-0.20598802395209587,0.8596436673657522,0.48,large,5
warning_sum,set2,c (5) cw (5),True,mlp_classifier,ABU50,auc,0.5521789321789321,0.5364952041422629,0.5535989304812834,0.5466303369832782,-0.015683728036669176,-0.00696859349800516,0.78125,0.2,small,5
warning_sum,set2,c (5) cw (5),True,mlp_classifier,ABU50,auc_weighted,0.5521789321789321,0.5364952041422629,0.5535989304812834,0.5466303369832782,-0.015683728036669176,-0.00696859349800516,0.78125,0.2,small,5
warning_sum,set2,c (5) cw (5),True,mlp_classifier,ABU50,accuracy,0.5,0.5,0.5029411764705882,0.5264705882352941,0.0,0.02352941176470591,0.20924611672340993,-0.16,small,5
warning_sum,set2,c (1) cw (1),True,bayes_network,ABU50,f1_positive,0.6522781774580335,0.6410835214446953,0.6522781774580335,0.6410835214446953,-0.011194656013338244,-0.011194656013338244,1.0,1.0,large,1
warning_sum,set2,c (1) cw (1),True,bayes_network,ABU50,f1_weighted,0.5591322795102598,0.4972568362565445,0.5591322795102598,0.4972568362565445,-0.0618754432537153,-0.0618754432537153,1.0,1.0,large,1
warning_sum,set2,c (1) cw (1),True,bayes_network,ABU50,f1_negative,0.4609665427509293,0.345679012345679,0.4609665427509293,0.345679012345679,-0.1152875304052503,-0.1152875304052503,1.0,1.0,large,1
warning_sum,set2,c (1) cw (1),True,bayes_network,ABU50,precision_positive,0.5643153526970954,0.5318352059925093,0.5643153526970954,0.5318352059925093,-0.0324801467045861,-0.0324801467045861,1.0,1.0,large,1
warning_sum,set2,c (1) cw (1),True,bayes_network,ABU50,precision_weighted,0.5855081807471061,0.5419605537577031,0.5855081807471061,0.5419605537577031,-0.043547626989402954,-0.043547626989402954,1.0,1.0,large,1
warning_sum,set2,c (1) cw (1),True,bayes_network,ABU50,precision_negative,0.6078431372549019,0.5526315789473685,0.6078431372549019,0.5526315789473685,-0.05521155830753344,-0.05521155830753344,1.0,1.0,large,1
warning_sum,set2,c (1) cw (1),True,bayes_network,ABU50,recall_positive,0.7727272727272727,0.8068181818181818,0.7727272727272727,0.8068181818181818,0.03409090909090906,0.03409090909090906,0.5,-1.0,large,1
warning_sum,set2,c (1) cw (1),True,bayes_network,ABU50,recall_weighted,0.577259475218659,0.5364431486880467,0.577259475218659,0.5364431486880467,-0.04081632653061229,-0.04081632653061229,1.0,1.0,large,1
warning_sum,set2,c (1) cw (1),True,bayes_network,ABU50,recall_negative,0.3712574850299401,0.2514970059880239,0.3712574850299401,0.2514970059880239,-0.11976047904191622,-0.11976047904191622,1.0,1.0,large,1
warning_sum,set2,c (1) cw (1),True,bayes_network,ABU50,auc,0.5715041167982344,0.5290310669722433,0.5715041167982344,0.5290310669722433,-0.042473049825991094,-0.042473049825991094,1.0,1.0,large,1
warning_sum,set2,c (1) cw (1),True,bayes_network,ABU50,auc_weighted,0.5715041167982344,0.5290310669722433,0.5715041167982344,0.5290310669722433,-0.042473049825991094,-0.042473049825991094,1.0,1.0,large,1
warning_sum,set2,c (1) cw (1),True,bayes_network,ABU50,accuracy,0.5441176470588235,0.5294117647058824,0.5441176470588235,0.5294117647058824,-0.014705882352941124,-0.014705882352941124,1.0,1.0,large,1
warning_sum,set2,c (10) cw (10),True,randomForest_classifier,ABU50,f1_positive,0.5118483033932135,0.5035540561116143,0.45042060248241544,0.43646869882934397,-0.00829424728159922,-0.013951903653071474,0.5771484375,0.06,negligible,10
warning_sum,set2,c (10) cw (10),True,randomForest_classifier,ABU50,f1_weighted,0.4903033998568615,0.48491526847053856,0.47513582891179007,0.470460464412185,-0.005388131386322936,-0.004675364499605095,0.615234375,0.14,negligible,10
warning_sum,set2,c (10) cw (10),True,randomForest_classifier,ABU50,f1_negative,0.4952984316003486,0.48047148137049245,0.5011830136517299,0.5062841215533828,-0.01482695022985614,0.005101107901652857,0.615234375,0.14,negligible,10
warning_sum,set2,c (10) cw (10),True,randomForest_classifier,ABU50,precision_positive,0.5328291202203913,0.5131944444444444,0.5731795969165867,0.5190871911047709,-0.019634675775946908,-0.05409240581181585,0.8623046875,0.44,medium,10
warning_sum,set2,c (10) cw (10),True,randomForest_classifier,ABU50,precision_weighted,0.5235611749196777,0.5003498027180919,0.5405221529625941,0.508946897709077,-0.023211372201585756,-0.03157525525351712,0.8388671875,0.44,medium,10
warning_sum,set2,c (10) cw (10),True,randomForest_classifier,ABU50,precision_negative,0.5043190555993691,0.48681293479091814,0.5061047269991048,0.4982601214357711,-0.01750612080845093,-0.007844605563333718,0.8623046875,0.44,medium,10
warning_sum,set2,c (10) cw (10),True,randomForest_classifier,ABU50,recall_positive,0.5170454545454546,0.5085227272727273,0.4624999999999999,0.44375,-0.008522727272727293,-0.018749999999999933,0.615234375,0.05,negligible,10
warning_sum,set2,c (10) cw (10),True,randomForest_classifier,ABU50,recall_weighted,0.5204081632653061,0.4985422740524781,0.5169096209912536,0.5049562682215742,-0.02186588921282806,-0.011953352769679348,0.9033203125,0.41,medium,10
warning_sum,set2,c (10) cw (10),True,randomForest_classifier,ABU50,recall_negative,0.4940119760479042,0.47005988023952094,0.574251497005988,0.5694610778443113,-0.023952095808383256,-0.004790419161676662,0.615234375,0.07,negligible,10
warning_sum,set2,c (10) cw (10),True,randomForest_classifier,ABU50,auc,0.5213585434173669,0.5003857906799083,0.5187478142772259,0.5072101264748323,-0.020972752737458578,-0.011537687802393615,0.8623046875,0.38,medium,10
warning_sum,set2,c (10) cw (10),True,randomForest_classifier,ABU50,auc_weighted,0.5213585434173669,0.5003857906799083,0.5187478142772259,0.5072101264748323,-0.020972752737458578,-0.011537687802393615,0.8623046875,0.38,medium,10
warning_sum,set2,c (10) cw (10),True,randomForest_classifier,ABU50,accuracy,0.4779411764705882,0.4852941176470588,0.4911764705882353,0.49411764705882344,0.007352941176470618,0.002941176470588114,0.4391624250505174,-0.06,negligible,10
warnings_checker_framework,set2,c (2) cw (2),True,svc,BD50,f1_positive,0.10370697263901145,0.0813269127875869,0.10370697263901145,0.0813269127875869,-0.02238005985142455,-0.02238005985142455,1.0,0.5,large,2
warnings_checker_framework,set2,c (2) cw (2),True,svc,BD50,f1_weighted,0.6995366902742088,0.6898799317681379,0.6995366902742088,0.6898799317681379,-0.00965675850607095,-0.00965675850607095,1.0,0.5,large,2
warnings_checker_framework,set2,c (2) cw (2),True,svc,BD50,f1_negative,0.8550657709804551,0.848730168340267,0.8550657709804551,0.848730168340267,-0.006335602640188065,-0.006335602640188065,1.0,0.5,large,2
warnings_checker_framework,set2,c (2) cw (2),True,svc,BD50,precision_positive,0.21139705882352938,0.15686274509803916,0.21139705882352938,0.15686274509803916,-0.054534313725490224,-0.054534313725490224,1.0,1.0,large,2
warnings_checker_framework,set2,c (2) cw (2),True,svc,BD50,precision_weighted,0.6724018473237214,0.6578231096129906,0.6724018473237214,0.6578231096129906,-0.014578737710730816,-0.014578737710730816,1.0,1.0,large,2
warnings_checker_framework,set2,c (2) cw (2),True,svc,BD50,precision_negative,0.7927376560866392,0.788588498879761,0.7927376560866392,0.788588498879761,-0.00414915720687814,-0.00414915720687814,1.0,1.0,large,2
warnings_checker_framework,set2,c (2) cw (2),True,svc,BD50,recall_positive,0.07042253521126755,0.05633802816901405,0.07042253521126755,0.05633802816901405,-0.014084507042253502,-0.014084507042253502,1.0,0.5,large,2
warnings_checker_framework,set2,c (2) cw (2),True,svc,BD50,recall_weighted,0.750728862973761,0.7405247813411079,0.750728862973761,0.7405247813411079,-0.010204081632653073,-0.010204081632653073,1.0,0.5,large,2
warnings_checker_framework,set2,c (2) cw (2),True,svc,BD50,recall_negative,0.9283088235294118,0.9191176470588236,0.9283088235294118,0.9191176470588236,-0.009191176470588203,-0.009191176470588203,1.0,0.5,large,2
warnings_checker_framework,set2,c (2) cw (2),True,svc,BD50,auc,0.49997354497354496,0.48825156325156327,0.49997354497354496,0.48825156325156327,-0.011721981721981689,-0.011721981721981689,1.0,1.0,large,2
warnings_checker_framework,set2,c (2) cw (2),True,svc,BD50,auc_weighted,0.49997354497354496,0.48825156325156327,0.49997354497354496,0.48825156325156327,-0.011721981721981689,-0.011721981721981689,1.0,1.0,large,2
warnings_checker_framework,set2,c (2) cw (2),True,svc,BD50,accuracy,0.8088235294117647,0.7867647058823529,0.8088235294117647,0.7867647058823529,-0.022058823529411797,-0.022058823529411797,1.0,0.5,large,2
warnings_checker_framework,set2,c (9) cw (9),True,knn_classifier,BD50,f1_positive,0.3524229074889867,0.3394495412844036,0.3300361119477655,0.31762424460148536,-0.012973366204583114,-0.012411867346280137,0.994140625,0.2839506172839506,small,9
warnings_checker_framework,set2,c (9) cw (9),True,knn_classifier,BD50,f1_weighted,0.598821081297733,0.6215597761207028,0.6128973711849907,0.6247299391609497,0.02273869482296975,0.011832567975958996,0.1015625,-0.35802469135802467,medium,9
