model,target,experiment,recall_c,recall_cw
SVC,ABU50,exp1-Kendals-ABU50,0.6636771300448431,0.6636771300448431
SVC,BD50,exp1-Kendals-BD50,0.7965116279069768,0.7906976744186047
SVC,PBU,exp1-Kendals-PBU,0.5817152103559871,0.5817152103559871
